qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	_gene_id	accession	homolog_rank
g15566.t1	tr|A0A9P0BQI7|A0A9P0BQI7_CHRIL	47.552	429	414	466	96	5.1399999999999996e-138	412.0	tr|A0A9P0BQI7|A0A9P0BQI7_CHRIL Peptidase M14 domain-containing protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS5291 PE=3 SV=1	TrEMBL	g15566	A0A9P0BQI7	6
g14298.t1	tr|A0A4C1SD69|A0A4C1SD69_EUMVA	78.788	264	263	263	100	2.91e-143	411.0	tr|A0A4C1SD69|A0A4C1SD69_EUMVA Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74357_1 PE=3 SV=1	TrEMBL	g14298	A0A4C1SD69	1
g15566.t1	tr|A0A9J7E7J2|A0A9J7E7J2_SPOLT	47.867	422	414	425	100	2.6499999999999998e-138	411.0	tr|A0A9J7E7J2|A0A9J7E7J2_SPOLT Carboxypeptidase B-like OS=Spodoptera litura OX=69820 GN=LOC111354419 PE=3 SV=1	TrEMBL	g15566	A0A9J7E7J2	7
g15566.t1	tr|A0AAD7YU65|A0AAD7YU65_MYTSE	48.049	410	414	412	99	5.1399999999999996e-138	410.0	tr|A0AAD7YU65|A0AAD7YU65_MYTSE Peptidase M14 domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_006262 PE=3 SV=1	TrEMBL	g15566	A0AAD7YU65	8
g3709.t1	tr|A0A8S3W936|A0A8S3W936_PARAO	58.879	321	360	362	89	3.2699999999999996e-140	410.0	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS3420 PE=3 SV=1	TrEMBL	g3709	A0A8S3W936	3
g11500.t1	sp|Q23997|C5210_DROME	49.889	451	414	452	100	1.21e-139	409.0	Imaginal disk growth factor 6 OS=Drosophila melanogaster OX=7227 GN=Idgf6 PE=1 SV=2	Swiss-Prot	g11500	Q23997	5
g15566.t1	tr|A0ACC2QQD8|A0ACC2QQD8_9NEOP	48.175	411	414	412	99	1.16e-137	409.0	tr|A0ACC2QQD8|A0ACC2QQD8_9NEOP Peptidase M14 domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_006522 PE=3 SV=1	TrEMBL	g15566	A0ACC2QQD8	9
g94.t1	tr|A0AAV1LUD6|A0AAV1LUD6_9NEOP	59.939	327	328	1922	99	4.23e-127	408.0	Aminopeptidase N OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS17996 PE=3 SV=1	TrEMBL	g94	A0AAV1LUD6	2
g94.t1	tr|A0AAV1LY17|A0AAV1LY17_9NEOP	59.939	327	328	1916	99	5.6e-127	408.0	Aminopeptidase N OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS17996 PE=3 SV=1	TrEMBL	g94	A0AAV1LY17	3
g3709.t1	tr|A0A977T705|A0A977T705_MANSE	54.203	345	360	360	96	1.3799999999999999e-139	408.0	Esterase OS=Manduca sexta OX=7130 PE=2 SV=1	TrEMBL	g3709	A0A977T705	4
g15566.t1	tr|A0A9P0X629|A0A9P0X629_PIEBR	49.024	410	414	401	98	3.2699999999999997e-137	407.0	tr|A0A9P0X629|A0A9P0X629_PIEBR Peptidase M14 domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS2604 PE=3 SV=1	TrEMBL	g15566	A0A9P0X629	10
g3709.t1	tr|A0AAV1KUP1|A0AAV1KUP1_9NEOP	54.598	348	360	362	96	4.31e-139	407.0	Lipase domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS6967 PE=3 SV=1	TrEMBL	g3709	A0AAV1KUP1	5
g13179.t1	tr|A0ABR3HY40|A0ABR3HY40_LOXSC	93.665	221	219	361	100	1.54e-140	406.0	BTB domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_001343 PE=4 SV=1	TrEMBL	g13179	A0ABR3HY40	6
g13179.t1	tr|A0ABD0T1M7|A0ABD0T1M7_LOXSC	93.665	221	219	389	100	2.77e-140	406.0	BTB domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_001343 PE=4 SV=1	TrEMBL	g13179	A0ABD0T1M7	7
g94.t1	tr|A0A8S3XSS1|A0A8S3XSS1_PARAO	59.633	327	328	949	99	7.800000000000001e-132	406.0	Aminopeptidase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS22104 PE=3 SV=1	TrEMBL	g94	A0A8S3XSS1	4
g13179.t1	tr|A0ABR3HY38|A0ABR3HY38_LOXSC	93.665	221	219	363	100	3.21e-140	405.0	BTB domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_001343 PE=4 SV=1	TrEMBL	g13179	A0ABR3HY38	8
g2862.t1	tr|A0A8R2AHZ1|A0A8R2AHZ1_BOMMO	65.398	289	301	423	96	2.97e-138	405.0	Lipase OS=Bombyx mori OX=7091 GN=101737626 PE=3 SV=1	TrEMBL	g2862	A0A8R2AHZ1	2
g2862.t1	tr|A0A6J2JS63|A0A6J2JS63_BOMMA	65.398	289	301	423	96	2.97e-138	405.0	Lipase OS=Bombyx mandarina OX=7092 GN=LOC114244723 PE=3 SV=1	TrEMBL	g2862	A0A6J2JS63	3
g13783.t1	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA	81.818	242	235	635	93	3.63e-136	405.0	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA trypsin OS=Eumeta variegata OX=151549 GN=EVAR_45636_1 PE=4 SV=1	TrEMBL	g13783	A0A4C1WEL4	1
g2862.t1	tr|A0A8R2DL57|A0A8R2DL57_BOMMO	66.429	280	301	423	93	6.879999999999999e-138	404.0	Lipase OS=Bombyx mori OX=7091 PE=3 SV=1	TrEMBL	g2862	A0A8R2DL57	4
g13179.t1	tr|A0ABR3HY36|A0ABR3HY36_LOXSC	93.636	220	219	345	99	1.01e-139	403.0	BTB domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_001343 PE=4 SV=1	TrEMBL	g13179	A0ABR3HY36	9
g4081.t1	tr|A0A8S3WSQ4|A0A8S3WSQ4_PARAO	64.765	298	299	298	99	1.7799999999999998e-139	403.0	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9945 PE=3 SV=1	TrEMBL	g4081	A0A8S3WSQ4	2
g13179.t1	tr|A0ABR3HY49|A0ABR3HY49_LOXSC	93.636	220	219	296	99	4.0299999999999997e-140	402.0	BTB domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_001343 PE=4 SV=1	TrEMBL	g13179	A0ABR3HY49	10
g2862.t1	tr|A0A6J2JW40|A0A6J2JW40_BOMMA	65.48	281	301	436	93	1.08e-136	401.0	Lipase OS=Bombyx mandarina OX=7092 GN=LOC114244722 PE=3 SV=1	TrEMBL	g2862	A0A6J2JW40	5
g15779.t1	tr|A0A4C1X2M3|A0A4C1X2M3_EUMVA	87.5	216	216	216	100	1.72e-140	400.0	tr|A0A4C1X2M3|A0A4C1X2M3_EUMVA Glutathione S-transferase 1, isoform D OS=Eumeta variegata OX=151549 GN=GstD1 PE=4 SV=1	TrEMBL	g15779	A0A4C1X2M3	1
g4081.t1	tr|A0AAV1M262|A0AAV1M262_9NEOP	65.101	298	299	298	99	1.6399999999999998e-138	400.0	Lipase domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20382 PE=3 SV=1	TrEMBL	g4081	A0AAV1M262	3
g18520.t1	tr|A0A4C1T8F6|A0A4C1T8F6_EUMVA	75.581	258	276	262	93	1.29e-138	400.0	tr|A0A4C1T8F6|A0A4C1T8F6_EUMVA Chymotrypsin-2 OS=Eumeta variegata OX=151549 GN=EVAR_6331_1 PE=3 SV=1	TrEMBL	g18520	A0A4C1T8F6	2
g4114.t1	tr|A0A4C1Z8Z0|A0A4C1Z8Z0_EUMVA	79.646	226	226	226	100	2.11e-140	399.0	Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1	TrEMBL	g4114	A0A4C1Z8Z0	1
g2862.t1	tr|A0A977T742|A0A977T742_MANSE	64.828	290	301	423	96	8.759999999999999e-136	399.0	Esterase OS=Manduca sexta OX=7130 PE=2 SV=1	TrEMBL	g2862	A0A977T742	6
g2862.t1	tr|A0A921ZC21|A0A921ZC21_MANSE	64.828	290	301	423	96	8.759999999999999e-136	399.0	Lipase OS=Manduca sexta OX=7130 GN=O3G_MSEX009005 PE=3 SV=1	TrEMBL	g2862	A0A921ZC21	7
g16391.t1	tr|A0A4C1Z8T8|A0A4C1Z8T8_EUMVA	82.432	222	224	225	99	1.6599999999999998e-138	396.0	tr|A0A4C1Z8T8|A0A4C1Z8T8_EUMVA Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1	TrEMBL	g16391	A0A4C1Z8T8	1
g3709.t1	tr|A0A6J1P1S0|A0A6J1P1S0_BICAN	53.488	344	360	359	95	3.9900000000000005e-133	392.0	Lipase member H-A OS=Bicyclus anynana OX=110368 GN=LOC112054558 PE=3 SV=2	TrEMBL	g3709	A0A6J1P1S0	6
g3709.t1	tr|A0A8J9V4E5|A0A8J9V4E5_9NEOP	54.19	358	360	361	99	1.3e-132	390.0	Lipase domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS15024 PE=3 SV=1	TrEMBL	g3709	A0A8J9V4E5	7
g3709.t1	tr|A0ABN8HPE8|A0ABN8HPE8_9NEOP	52.436	349	360	361	97	1.9900000000000002e-132	390.0	Lipase domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS1628 PE=3 SV=1	TrEMBL	g3709	A0ABN8HPE8	8
g94.t1	tr|Q963G0|Q963G0_HELVI	56.881	327	328	950	99	4.53e-125	389.0	Aminopeptidase OS=Heliothis virescens OX=7102 PE=2 SV=1	TrEMBL	g94	Q963G0	5
g2862.t1	tr|A0A6J1WFF4|A0A6J1WFF4_GALME	63.103	290	301	434	94	7.53e-132	389.0	Lipase OS=Galleria mellonella OX=7137 GN=LOC113512473 PE=3 SV=1	TrEMBL	g2862	A0A6J1WFF4	8
g4081.t1	tr|A0A921YX99|A0A921YX99_MANSE	61.873	299	299	298	100	1.64e-133	388.0	Lipase domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX004900 PE=3 SV=1	TrEMBL	g4081	A0A921YX99	4
g4081.t1	tr|A0A977T7A4|A0A977T7A4_MANSE	61.873	299	299	298	100	1.64e-133	388.0	Esterase OS=Manduca sexta OX=7130 PE=2 SV=1	TrEMBL	g4081	A0A977T7A4	5
g3709.t1	tr|A0AAV1J6A8|A0AAV1J6A8_9NEOP	52.235	358	360	359	99	1.22e-131	388.0	Lipase domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS4614 PE=3 SV=1	TrEMBL	g3709	A0AAV1J6A8	9
g15091.t1	tr|A0A4C1SD49|A0A4C1SD49_EUMVA	68.561	264	263	264	100	1.29e-133	387.0	tr|A0A4C1SD49|A0A4C1SD49_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74344_1 PE=3 SV=1	TrEMBL	g15091	A0A4C1SD49	2
g13784.t1	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO	72.441	254	258	257	98	1.32e-133	386.0	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO trypsin OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9456 PE=4 SV=1	TrEMBL	g13784	A0A8S3WRX1	4
g3709.t1	tr|A0A6J2JL73|A0A6J2JL73_BOMMA	52.959	338	360	363	94	1.18e-130	386.0	Lipase member H-like OS=Bombyx mandarina OX=7092 GN=LOC114242237 PE=3 SV=1	TrEMBL	g3709	A0A6J2JL73	10
g13779.t1	tr|A0A4C1WHF6|A0A4C1WHF6_EUMVA	82.553	235	261	254	90	1.21e-133	386.0	tr|A0A4C1WHF6|A0A4C1WHF6_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45629_1 PE=3 SV=1	TrEMBL	g13779	A0A4C1WHF6	1
g94.t1	tr|Q7Z268|Q7Z268_HELAM	55.963	327	328	951	99	1.0500000000000001e-123	385.0	Aminopeptidase OS=Helicoverpa armigera OX=29058 GN=APN4 PE=2 SV=1	TrEMBL	g94	Q7Z268	6
g94.t1	tr|Q8MU79|Q8MU79_HELAM	55.963	327	328	951	99	1.1e-123	385.0	Aminopeptidase OS=Helicoverpa armigera OX=29058 GN=APN4 PE=2 SV=1	TrEMBL	g94	Q8MU79	7
g94.t1	tr|A0A6H0D4E6|A0A6H0D4E6_HELAM	55.963	327	328	951	99	1.17e-123	385.0	Aminopeptidase OS=Helicoverpa armigera OX=29058 PE=2 SV=1	TrEMBL	g94	A0A6H0D4E6	8
g94.t1	tr|A0A2W1BSE9|A0A2W1BSE9_HELAM	55.963	327	328	951	99	1.2100000000000002e-123	385.0	Aminopeptidase OS=Helicoverpa armigera OX=29058 GN=HaOG205141 PE=3 SV=1	TrEMBL	g94	A0A2W1BSE9	9
g4081.t1	tr|A0A194R386|A0A194R386_PAPMA	63.699	292	299	933	98	8.71e-124	384.0	Pancreatic triacylglycerol lipase OS=Papilio machaon OX=76193 GN=RR48_08011 PE=3 SV=1	TrEMBL	g4081	A0A194R386	6
g11500.t1	sp|Q9V3D4|IDGF2_DROME	49.425	435	414	440	98	1.99e-129	383.0	Chitinase-like protein Idgf2 OS=Drosophila melanogaster OX=7227 GN=Idgf2 PE=1 SV=1	Swiss-Prot	g11500	Q9V3D4	6
g2864.t1	tr|A0A4C1SD49|A0A4C1SD49_EUMVA	67.939	262	265	264	99	3.6400000000000004e-132	382.0	Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74344_1 PE=3 SV=1	TrEMBL	g2864	A0A4C1SD49	2
g94.t1	tr|Q8MUT5|Q8MUT5_HELAM	55.352	327	328	951	99	1.08e-122	382.0	Aminopeptidase OS=Helicoverpa armigera OX=29058 GN=APN4 PE=2 SV=1	TrEMBL	g94	Q8MUT5	10
g8852.t1	sp|Q1HQK0|KAD2_AEDAE	76.05	238	243	241	98	1.8699999999999998e-134	381.0	Adenylate kinase OS=Aedes aegypti OX=7159 GN=Adk2 PE=2 SV=1	Swiss-Prot	g8852	Q1HQK0	1
g4081.t1	tr|A0ABN8I8P3|A0ABN8I8P3_9NEOP	63.23	291	299	298	97	6.64e-131	381.0	Lipase domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS7283 PE=3 SV=1	TrEMBL	g4081	A0ABN8I8P3	7
g14298.t1	tr|A0A4C1SD49|A0A4C1SD49_EUMVA	67.424	264	263	264	100	3.0699999999999997e-131	380.0	tr|A0A4C1SD49|A0A4C1SD49_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74344_1 PE=3 SV=1	TrEMBL	g14298	A0A4C1SD49	2
g13784.t1	tr|A0AAV1M567|A0AAV1M567_9NEOP	71.654	254	258	257	98	3.34e-131	380.0	tr|A0AAV1M567|A0AAV1M567_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20848 PE=3 SV=1	TrEMBL	g13784	A0AAV1M567	5
g4081.t1	tr|A0ABN8I7R0|A0ABN8I7R0_9NEOP	64.286	280	299	293	94	1.8e-130	380.0	Lipase domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS7283 PE=3 SV=1	TrEMBL	g4081	A0ABN8I7R0	8
g2862.t1	tr|A0AAD7YEV9|A0AAD7YEV9_MYTSE	59.589	292	301	430	96	6.08e-128	379.0	Lipase OS=Mythimna separata OX=271217 GN=PYW07_013841 PE=3 SV=1	TrEMBL	g2862	A0AAD7YEV9	9
g8852.t1	sp|B4MQT3|KAD2_DROWI	75.527	237	243	240	98	2.82e-133	378.0	Adenylate kinase OS=Drosophila willistoni OX=7260 GN=Adk2 PE=3 SV=1	Swiss-Prot	g8852	B4MQT3	2
g8852.t1	sp|B0X5E3|KAD2_CULQU	75.21	238	243	241	98	2.08e-133	378.0	Adenylate kinase OS=Culex quinquefasciatus OX=7176 GN=Adk2 PE=3 SV=1	Swiss-Prot	g8852	B0X5E3	3
g13784.t1	tr|Q27540|Q27540_CHOFU	76.096	251	258	256	97	1.9e-130	378.0	tr|Q27540|Q27540_CHOFU Trypsin OS=Choristoneura fumiferana OX=7141 GN=cftry PE=3 SV=1	TrEMBL	g13784	Q27540	6
g8852.t1	sp|Q7QJX9|KAD2_ANOGA	76.371	237	243	240	98	8.92e-133	377.0	Adenylate kinase OS=Anopheles gambiae OX=7165 GN=Adk2 PE=3 SV=2	Swiss-Prot	g8852	Q7QJX9	4
g2862.t1	tr|A0AAD7YFI4|A0AAD7YFI4_MYTSE	59.107	291	301	425	96	3.15e-127	377.0	Lipase OS=Mythimna separata OX=271217 GN=PYW07_013838 PE=3 SV=1	TrEMBL	g2862	A0AAD7YFI4	10
g13781.t1	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO	71.318	258	259	257	99	1.0900000000000001e-129	376.0	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO trypsin OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9456 PE=4 SV=1	TrEMBL	g13781	A0A8S3WRX1	4
g13784.t1	tr|A0ACC0KR78|A0ACC0KR78_CHOFU	75.299	251	258	256	97	1.44e-129	376.0	tr|A0ACC0KR78|A0ACC0KR78_CHOFU Peptidase S1 domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_011191 PE=3 SV=1	TrEMBL	g13784	A0ACC0KR78	7
g13784.t1	sp|P35042|TRYP_CHOFU	75.299	251	258	256	97	1.46e-129	376.0	sp|P35042|TRYP_CHOFU Trypsin CFT-1 OS=Choristoneura fumiferana OX=7141 PE=1 SV=1	Swiss-Prot	g13784	P35042	8
g3539.t1	tr|A0A4C1YZY8|A0A4C1YZY8_EUMVA	71.605	243	245	402	99	1.16e-127	375.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1		g3539	A0A4C1YZY8	1
g8852.t1	sp|B3NQ53|KAD2_DROER	75.949	237	243	240	98	2.6100000000000002e-132	375.0	Adenylate kinase OS=Drosophila erecta OX=7220 GN=Adk2 PE=3 SV=1	Swiss-Prot	g8852	B3NQ53	5
g10834.t1	tr|A0A4C1ZSN6|A0A4C1ZSN6_EUMVA	90.31	258	258	253	100	1.07e-128	374.0	Adult-specific rigid cuticular protein 12.6 OS=Eumeta variegata OX=151549 GN=EVAR_57264_1 PE=4 SV=1	TrEMBL	g10834	A0A4C1ZSN6	1
g13781.t1	tr|A0ABN8IC40|A0ABN8IC40_9NEOP	71.373	255	259	258	98	6.32e-129	374.0	tr|A0ABN8IC40|A0ABN8IC40_9NEOP trypsin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS7654 PE=3 SV=1	TrEMBL	g13781	A0ABN8IC40	5
g13784.t1	tr|A0ABN8IC40|A0ABN8IC40_9NEOP	70.472	254	258	258	98	7.91e-129	374.0	tr|A0ABN8IC40|A0ABN8IC40_9NEOP trypsin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS7654 PE=3 SV=1	TrEMBL	g13784	A0ABN8IC40	9
g3430.t1	tr|A0AAV1LDK5|A0AAV1LDK5_9NEOP	55.346	318	320	705	96	1.22e-121	373.0	Uncharacterized protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS12304 PE=3 SV=1		g3430	A0AAV1LDK5	2
g8852.t1	sp|B4PAR6|KAD2_DROYA	75.527	237	243	240	98	1.03e-130	372.0	Adenylate kinase OS=Drosophila yakuba OX=7245 GN=Adk2 PE=3 SV=1	Swiss-Prot	g8852	B4PAR6	6
g8852.t1	sp|B4KLY1|KAD2_DROMO	75.105	237	243	240	98	8.15e-131	372.0	Adenylate kinase OS=Drosophila mojavensis OX=7230 GN=Adk2 PE=3 SV=1	Swiss-Prot	g8852	B4KLY1	7
g13783.t1	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA	77.178	241	235	259	92	2.86e-128	372.0	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45633_1 PE=3 SV=1	TrEMBL	g13783	A0A4C1WDX3	2
g8852.t1	sp|B4QBH8|KAD2_DROSI	75.527	237	243	240	98	1.56e-130	371.0	Adenylate kinase OS=Drosophila simulans OX=7240 GN=Adk2 PE=3 SV=1	Swiss-Prot	g8852	B4QBH8	8
g8852.t1	sp|B4I2A8|KAD2_DROSE	75.527	237	243	240	98	1.56e-130	371.0	Adenylate kinase OS=Drosophila sechellia OX=7238 GN=Adk2-1 PE=3 SV=1	Swiss-Prot	g8852	B4I2A8	9
g2864.t1	tr|A0A4C1SD69|A0A4C1SD69_EUMVA	71.371	248	265	263	94	7.479999999999999e-128	371.0	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74357_1 PE=3 SV=1	TrEMBL	g2864	A0A4C1SD69	3
g4081.t1	tr|A0ACC1DFM3|A0ACC1DFM3_9NEOP	60.738	298	299	298	99	1.18e-126	370.0	Lipase domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_002035 PE=3 SV=1	TrEMBL	g4081	A0ACC1DFM3	9
g3430.t1	tr|A0ABN8IUL9|A0ABN8IUL9_9NEOP	56.646	316	320	704	97	9.81e-121	370.0	Uncharacterized protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS13081 PE=3 SV=1		g3430	A0ABN8IUL9	3
g17633.t1	tr|A0A8S3XXZ7|A0A8S3XXZ7_PARAO	44.975	398	408	414	97	1.1100000000000001e-122	370.0	tr|A0A8S3XXZ7|A0A8S3XXZ7_PARAO Lipase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS22234 PE=3 SV=1	TrEMBL	g17633	A0A8S3XXZ7	4
g2864.t1	tr|A0A4C1SG55|A0A4C1SG55_EUMVA	71.429	245	265	441	92	5.05e-125	370.0	Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74392_1 PE=3 SV=1	TrEMBL	g2864	A0A4C1SG55	4
g16240.t1	tr|A0A4C1Z4C9|A0A4C1Z4C9_EUMVA	47.525	404	399	396	100	2.14e-122	369.0	tr|A0A4C1Z4C9|A0A4C1Z4C9_EUMVA Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	TrEMBL	g16240	A0A4C1Z4C9	2
g1854.t1	tr|A0AAU9UJ28|A0AAU9UJ28_EUPED	45.542	415	408	419	100	1.6e-122	369.0	CHK kinase-like domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13240 PE=4 SV=1	TrEMBL	g1854	A0AAU9UJ28	2
g1854.t1	tr|A0ABM4ATJ4|A0ABM4ATJ4_VANTA	45.215	418	408	420	100	1.52e-122	369.0	Uncharacterized protein LOC135193954 OS=Vanessa tameamea OX=334116 GN=LOC135193954 PE=4 SV=1	TrEMBL	g1854	A0ABM4ATJ4	3
g2844.t1	tr|A0A8S3XXZ7|A0A8S3XXZ7_PARAO	43.842	406	408	414	99	2.0800000000000002e-122	369.0	Lipase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS22234 PE=3 SV=1	TrEMBL	g2844	A0A8S3XXZ7	4
g4893.t1	tr|A0A4C1W6C4|A0A4C1W6C4_EUMVA	43.719	398	399	443	99	2.59e-122	369.0	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_28039_1 PE=4 SV=1	TrEMBL	g4893	A0A4C1W6C4	2
g8852.t1	sp|B4LP08|KAD2_DROVI	74.262	237	243	240	98	7.87e-130	369.0	Adenylate kinase OS=Drosophila virilis OX=7244 GN=Adk2 PE=3 SV=1	Swiss-Prot	g8852	B4LP08	10
g13784.t1	tr|A0A9P0BRD5|A0A9P0BRD5_CHRIL	69.721	251	258	255	97	9e-127	369.0	tr|A0A9P0BRD5|A0A9P0BRD5_CHRIL trypsin OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS5853 PE=3 SV=1	TrEMBL	g13784	A0A9P0BRD5	10
g4123.t1	tr|A0A4C1U445|A0A4C1U445_EUMVA	93.684	190	190	190	100	5.6200000000000005e-129	367.0	Signal peptidase complex subunit 2 OS=Eumeta variegata OX=151549 GN=Spase25 PE=3 SV=1	TrEMBL	g4123	A0A4C1U445	1
g13781.t1	tr|A0AAV1M567|A0AAV1M567_9NEOP	68.992	258	259	257	99	7.129999999999999e-126	367.0	tr|A0AAV1M567|A0AAV1M567_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20848 PE=3 SV=1	TrEMBL	g13781	A0AAV1M567	6
g1854.t1	tr|A0A6J2JDS3|A0A6J2JDS3_BOMMA	44.499	409	408	419	99	1.1e-121	367.0	Uncharacterized protein LOC114240967 OS=Bombyx mandarina OX=7092 GN=LOC114240967 PE=4 SV=1	TrEMBL	g1854	A0A6J2JDS3	4
g11500.t1	sp|Q8MX32|IDGF3_DROSI	45.585	419	414	441	94	2.4400000000000003e-123	367.0	Chitinase-like protein Idgf3 OS=Drosophila simulans OX=7240 GN=Idgf3 PE=3 SV=1	Swiss-Prot	g11500	Q8MX32	7
g3686.t1	tr|A0A6J1WV74|A0A6J1WV74_GALME	69.835	242	262	261	92	2.4299999999999998e-126	367.0	Trypsin, alkaline C-like OS=Galleria mellonella OX=7137 GN=LOC113516381 PE=3 SV=1	TrEMBL	g3686	A0A6J1WV74	1
g2844.t1	tr|A0A8S4FW68|A0A8S4FW68_PLUXY	46.9	371	408	417	91	7.020000000000001e-122	367.0	Lipase OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS10236 PE=3 SV=1	TrEMBL	g2844	A0A8S4FW68	5
g13781.t1	tr|A0A891XIE8|A0A891XIE8_TINBI	69.884	259	259	257	100	1.6600000000000002e-125	366.0	tr|A0A891XIE8|A0A891XIE8_TINBI Trypsin alkaline C-like OS=Tineola bisselliella OX=93883 GN=TrpAC PE=2 SV=1	TrEMBL	g13781	A0A891XIE8	7
g13781.t1	tr|Q27540|Q27540_CHOFU	71.765	255	259	256	98	8.95e-126	366.0	tr|Q27540|Q27540_CHOFU Trypsin OS=Choristoneura fumiferana OX=7141 GN=cftry PE=3 SV=1	TrEMBL	g13781	Q27540	8
g13781.t1	sp|P35042|TRYP_CHOFU	71.373	255	259	256	98	1.24e-125	366.0	sp|P35042|TRYP_CHOFU Trypsin CFT-1 OS=Choristoneura fumiferana OX=7141 PE=1 SV=1	Swiss-Prot	g13781	P35042	9
g13781.t1	tr|A0A9P0BRD5|A0A9P0BRD5_CHRIL	67.451	255	259	255	98	1.2300000000000002e-125	366.0	tr|A0A9P0BRD5|A0A9P0BRD5_CHRIL trypsin OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS5853 PE=3 SV=1	TrEMBL	g13781	A0A9P0BRD5	10
g2844.t1	tr|A0ABQ7Q5S8|A0ABQ7Q5S8_PLUXY	46.9	371	408	418	91	1.77e-121	366.0	Lipase OS=Plutella xylostella OX=51655 GN=JYU34_014891 PE=3 SV=1	TrEMBL	g2844	A0ABQ7Q5S8	6
g19140.t1	tr|A0A8S3XXZ7|A0A8S3XXZ7_PARAO	45.202	396	408	414	97	1.32e-120	365.0	tr|A0A8S3XXZ7|A0A8S3XXZ7_PARAO Lipase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS22234 PE=3 SV=1	TrEMBL	g19140	A0A8S3XXZ7	4
