rank	gene_id	protein_id	protein_length_aa	gene_family	phylogenetic_group	best_hit_accession	best_hit_species	pfam_domains	interpro_domains	functional_annotation	target_class	evalue	identity_pct	query_coverage_pct	phylogenetic_evidence	Larva_TPM	Adult_TPM	Pupa_TPM	Egg_TPM	larva_expression_score	adult_expression_score	pupa_expression_score	egg_expression_score	Larva_expression	rnai_or_chemistry	justification
67	g4123	g4123.t1	190	Signal peptidase complex subunit 2	Supported phylogenetic placement (UFBoot 71%; SH-aLRT 80%)	A0A4C1U445	Eumeta variegata	PF06703	IPR009582	Signal peptidase complex subunit 2 in insect biological processes	DIGESTION	5.6200000000000005e-129	93.684	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+R2; UFBoot=71.12%; SH-aLRT=80.46%	77.083439	82.575556	35.379104	191.373679	40.28	43.15	18.49	100.0	High	RNAi	The candidate is associated with Signal peptidase complex subunit 2 in insect biological processes and is predicted to contribute to digestive function. RNA expression is detectable across stages (Larva TPM 77.1, Adult 82.6, Pupa 35.4, Egg 191.4). Knockdown could reduce the corresponding digestive activity and limit nutrient acquisition during feeding. This provides a plausible RNAi mechanism, although functional redundancy should be considered.
68	g13356	g13356.t1	139	Signal peptidase complex subunit 3	Supported phylogenetic placement (UFBoot 65%; SH-aLRT 59%)	A0ABN8ITD3	Iphiclides podalirius	PF04573	IPR007653	Signal peptidase complex subunit 3 in insect biological processes	DIGESTION	1.24e-88	90.58	99.0	MAFFT + trimAl + IQ-TREE; model=VT+I; UFBoot=65.29%; SH-aLRT=59.19%	203.17101	223.715333	121.271871	424.708247	47.84	52.68	28.55	100.0	Very High	RNAi	The candidate is associated with Signal peptidase complex subunit 3 in insect biological processes and is predicted to contribute to digestive function. RNA expression is detectable across stages (Larva TPM 203.2, Adult 223.7, Pupa 121.3, Egg 424.7). Knockdown could reduce the corresponding digestive activity and limit nutrient acquisition during feeding. This provides a plausible RNAi mechanism, although functional redundancy should be considered.
69	g3539	g3539.t1	245	Serine protease	Supported phylogenetic placement (UFBoot 90%; SH-aLRT 89%)	A0A4C1YZY8	Eumeta variegata	PF00079	IPR023795;IPR042185;IPR042178;IPR000215;IPR036186;IPR023796	Protease inhibitor regulating proteolytic activity within insect physiological processes	DIGESTION	1.16e-127	71.605	99.0	MAFFT + trimAl + IQ-TREE; model=Q.YEAST+G4; UFBoot=90.00%; SH-aLRT=88.51%	15.5639945	19.538899	10.091519	0.0	79.66	100.0	51.65	0.0	High	RNAi	The candidate is associated with Protease inhibitor regulating proteolytic activity within insect physiological processes and is predicted to contribute to digestive function. RNA expression is detectable across stages (Larva TPM 15.6, Adult 19.5, Pupa 10.1, Egg 0.0). Knockdown could reduce the corresponding digestive activity and limit nutrient acquisition during feeding. This provides a plausible RNAi mechanism, although functional redundancy should be considered.
70	g3538	g3538.t1	369	Serine protease	Supported phylogenetic placement (UFBoot 89%; SH-aLRT 85%)	A0A4C1Z440	Eumeta variegata	PF00079	IPR042185;IPR042178;IPR023795;IPR023796;IPR000215;IPR036186	Protease inhibitor regulating proteolytic activity within insect physiological processes	DIGESTION	0.0	73.641	99.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+G4; UFBoot=89.38%; SH-aLRT=85.14%	8.1944065	0.509542	0.0	9.392793	87.24	5.42	0.0	100.0	Moderate	RNAi	The candidate is associated with Protease inhibitor regulating proteolytic activity within insect physiological processes and is predicted to contribute to digestive function. RNA expression is detectable across stages (Larva TPM 8.2, Adult 0.5, Pupa 0.0, Egg 9.4). Knockdown could reduce the corresponding digestive activity and limit nutrient acquisition during feeding. This provides a plausible RNAi mechanism, although functional redundancy should be considered.
71	g4477	g4477.t1	151	Membrane associated eicosanoid/glutathione metabolism-like domain superfamily	Supported phylogenetic placement (UFBoot 78%; SH-aLRT 79%)	A0A4C1SZL2	Eumeta variegata	PF01124	IPR023352;IPR040162;IPR001129	Microsomal glutathione S-transferase 1 in insect biological processes		1.09e-78	82.781	100.0	MAFFT + trimAl + IQ-TREE; model=MTZOA+G4; UFBoot=78.50%; SH-aLRT=79.09%	612.579258	206.773025	77.777586	420.520142	100.0	33.75	12.7	68.65	Very High	RNAi	The candidate is annotated as Microsomal glutathione S-transferase 1 in insect biological processes with supporting sequence and functional evidence. RNA expression is highest in larvae (Larva TPM 612.6; Adult 206.8, Pupa 77.8, Egg 420.5). The phylogenetic analysis provides supported phylogenetic placement (ufboot 78%; sh-alrt 79%). The biological effect of RNAi remains to be confirmed experimentally.
72	g18546	g18546.t1	250	Bactericidal permeability-increasing protein, alpha/beta domain superfamily	Supported phylogenetic placement (UFBoot 87%; SH-aLRT 88%)	A0A4C1U938	Eumeta variegata	PF06585	IPR017943;IPR038606;IPR010562	Circadian clock-controlled protein in insect biological processes		1.5e-146	81.275	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PFAM+G4; UFBoot=86.75%; SH-aLRT=88.09%	15.601589	0.169437	0.102654	0.342792	100.0	1.09	0.66	2.2	High	RNAi	The candidate is annotated as Circadian clock-controlled protein in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 15.6 versus Adult 0.2, Pupa 0.1, and Egg 0.3). The phylogenetic analysis provides supported phylogenetic placement (ufboot 87%; sh-alrt 88%). The biological effect of RNAi remains to be confirmed experimentally.
73	g16396	g16396.t1	334	Alpha/Beta hydrolase fold	Supported phylogenetic placement (UFBoot 83%; SH-aLRT 79%)	A0ABN8J582	Iphiclides podalirius	PF00450	IPR029058;IPR001563	Retinoid-inducible serine carboxypeptidase in insect biological processes	DIGESTION	2.53e-165	75.235	94.0	MAFFT + trimAl + IQ-TREE; model=Q.PFAM+G4; UFBoot=83.00%; SH-aLRT=78.69%	5.3209115	0.647882	1.283396	4.422911	100.0	12.18	24.12	83.12	Moderate	RNAi	The candidate is associated with Retinoid-inducible serine carboxypeptidase in insect biological processes and is predicted to contribute to digestive function. RNA expression is highest in larvae (Larva TPM 5.3; Adult 0.6, Pupa 1.3, Egg 4.4). Knockdown could reduce the corresponding digestive activity and limit nutrient acquisition during feeding. This provides a plausible RNAi mechanism, although functional redundancy should be considered.
74	g6034	g6034.t3	382	Peptidase M2, peptidyl-dipeptidase A	Supported phylogenetic placement (UFBoot 81%; SH-aLRT 89%)	A0A8J9VST8	Brenthis ino	PF01401	IPR001548	Angiotensin-converting enzyme in insect biological processes during normal insect development	DIGESTION	0.0	82.902	100.0	MAFFT + trimAl + IQ-TREE; model=LG+G4; UFBoot=81.12%; SH-aLRT=89.05%	15.8034895	26.148207	12.586141	28.660527	55.14	91.23	43.91	100.0	High	RNAi	The candidate is associated with Angiotensin-converting enzyme in insect biological processes during normal insect development and is predicted to contribute to digestive function. RNA expression is detectable across stages (Larva TPM 15.8, Adult 26.1, Pupa 12.6, Egg 28.7). Knockdown could reduce the corresponding digestive activity and limit nutrient acquisition during feeding. This provides a plausible RNAi mechanism, although functional redundancy should be considered.
75	g15779	g15779.t1	216	Glutathione S-transferase, C-terminal	Supported phylogenetic placement (UFBoot 82%; SH-aLRT 86%)	A0A4C1X2M3	Eumeta variegata	PF00043;PF13417	IPR004046;IPR040079;IPR036249;IPR036282;IPR004045;IPR010987	Glutathione S-transferase 1, isoform D in insect biological processes		1.72e-140	87.5	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+G4; UFBoot=81.62%; SH-aLRT=85.91%	56.286061	10.02879	5.95222	7.026562	100.0	17.82	10.57	12.48	High	RNAi	The candidate is annotated as Glutathione S-transferase 1, isoform D in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 56.3 versus Adult 10.0, Pupa 6.0, and Egg 7.0). The phylogenetic analysis provides supported phylogenetic placement (ufboot 82%; sh-alrt 86%). The biological effect of RNAi remains to be confirmed experimentally.
76	g1854	g1854.t1	408	Ecdysteroid kinase-like	Supported phylogenetic placement (UFBoot 76%; SH-aLRT 86%)	A0A4C1YY61	Eumeta variegata	PF02958	IPR004119;IPR011009;IPR015897	CHK kinase-like domain-containing protein in insect biological processes		0.0	77.696	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+F+G4; UFBoot=75.88%; SH-aLRT=85.92%	16.244294	1.087722	0.0	0.0	100.0	6.7	0.0	0.0	High	RNAi	The candidate is annotated as CHK kinase-like domain-containing protein in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 16.2 versus Adult 1.1, Pupa 0.0, and Egg 0.0). The phylogenetic analysis provides supported phylogenetic placement (ufboot 76%; sh-alrt 86%). The biological effect of RNAi remains to be confirmed experimentally.
77	g10012	g10012.t1	754	Leucine-rich repeat protein	Supported phylogenetic placement (UFBoot 97%; SH-aLRT 98%)	A0A4C1TF09	Eumeta variegata	PF13855;PF13516	IPR032675;IPR001611;IPR050328;IPR003591	Insulin-like growth factor-binding protein complex acid labile subunit		0.0	88.727	100.0	MAFFT + trimAl + IQ-TREE; model=Q.INSECT+F+G4; UFBoot=97.00%; SH-aLRT=97.84%	41.1867885	16.860627	11.740469	8.455475	100.0	40.94	28.51	20.53	High	RNAi	The candidate is annotated as Insulin-like growth factor-binding protein complex acid labile subunit with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 41.2 versus Adult 16.9, Pupa 11.7, and Egg 8.5). The phylogenetic analysis provides supported phylogenetic placement (ufboot 97%; sh-alrt 98%). The biological effect of RNAi remains to be confirmed experimentally.
78	g4895	g4895.t1	164	Protein kinase-like domain superfamily	Supported phylogenetic placement (UFBoot 84%; SH-aLRT 83%)	A0A4C1W8L2	Eumeta variegata	PF02958	IPR011009;IPR004119	CHK kinase-like domain-containing protein in insect biological processes		5.47e-94	79.268	100.0	MAFFT + trimAl + IQ-TREE; model=Q.YEAST+I+G4; UFBoot=83.62%; SH-aLRT=82.66%	20.466838000000003	3.480051	1.913512	0.0	100.0	17.0	9.35	0.0	High	RNAi	The candidate is annotated as CHK kinase-like domain-containing protein in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 20.5 versus Adult 3.5, Pupa 1.9, and Egg 0.0). The phylogenetic analysis provides supported phylogenetic placement (ufboot 84%; sh-alrt 83%). The biological effect of RNAi remains to be confirmed experimentally.
79	g17098	g17098.t1	421	Ecdysteroid kinase-like	Supported phylogenetic placement (UFBoot 86%; SH-aLRT 80%)	A0A4C1YA79	Eumeta variegata	PF02958	IPR004119;IPR011009;IPR015897	CHK kinase-like domain-containing protein in insect biological processes		0.0	73.872	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+I+G4; UFBoot=85.88%; SH-aLRT=79.74%	14.899605	1.281523	0.0	0.0	100.0	8.6	0.0	0.0	High	RNAi	The candidate is annotated as CHK kinase-like domain-containing protein in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 14.9 versus Adult 1.3, Pupa 0.0, and Egg 0.0). The phylogenetic analysis provides supported phylogenetic placement (ufboot 86%; sh-alrt 80%). The biological effect of RNAi remains to be confirmed experimentally.
80	g2464	g2464.t1	368	UDP-glucuronosyl/UDP-glucosyltransferase	Supported phylogenetic placement (UFBoot 90%; SH-aLRT 93%)	A0A4C1YFG7	Eumeta variegata	PF00201	IPR002213;IPR050271	Ecdysteroid UDP-glucosyltransferase in insect biological processes during normal insect development		0.0	82.173	98.0	MAFFT + trimAl + IQ-TREE; model=LG+G4; UFBoot=90.38%; SH-aLRT=92.91%	94.9675055	32.034441	86.541101	15.588703	100.0	33.73	91.13	16.41	High	RNAi	The candidate is annotated as Ecdysteroid UDP-glucosyltransferase in insect biological processes during normal insect development with supporting sequence and functional evidence. RNA expression is highest in larvae (Larva TPM 95.0; Adult 32.0, Pupa 86.5, Egg 15.6). The phylogenetic analysis provides supported phylogenetic placement (ufboot 90%; sh-alrt 93%). The biological effect of RNAi remains to be confirmed experimentally.
81	g1247	g1247.t1	173	Xaa-Pro dipeptidase-like	Supported phylogenetic placement (UFBoot 64%; SH-aLRT 72%)	A0AAD7YKZ8	Mythimna separata	PF05195	IPR052433;IPR007865;IPR029149	Xaa-Pro dipeptidase in insect biological processes during normal insect development	DIGESTION	6.14e-93	75.723	100.0	MAFFT + trimAl + IQ-TREE; model=JTTDCMUT+G4; UFBoot=64.25%; SH-aLRT=71.70%	2.8948465	1.37244	0.668104	1.267143	100.0	47.41	23.08	43.77	Moderate	RNAi	The candidate is associated with Xaa-Pro dipeptidase in insect biological processes during normal insect development and is predicted to contribute to digestive function. RNA expression is strongly larva-biased (Larva TPM 2.9 versus Adult 1.4, Pupa 0.7, and Egg 1.3). Knockdown could reduce the corresponding digestive activity and limit nutrient acquisition during feeding. This provides a plausible RNAi mechanism, although functional redundancy should be considered.
82	g11500	g11500.t1	414	Glycoside hydrolase family 18, catalytic domain	Supported phylogenetic placement (UFBoot 88%; SH-aLRT 84%)	Q9GV28	Bombyx mori	PF00704	IPR001223;IPR029070;IPR050314;IPR011583;IPR017853	Chitinase-like protein EN03 in insect biological processes		0.0	72.662	94.0	MAFFT + trimAl + IQ-TREE; model=Q.PFAM+G4; UFBoot=87.62%; SH-aLRT=84.10%	124.3871185	69.752895	72.885152	14.474529	100.0	56.08	58.6	11.64	Very High	RNAi	The candidate is annotated as Chitinase-like protein EN03 in insect biological processes with supporting sequence and functional evidence. RNA expression is highest in larvae (Larva TPM 124.4; Adult 69.8, Pupa 72.9, Egg 14.5). The phylogenetic analysis provides supported phylogenetic placement (ufboot 88%; sh-alrt 84%). The biological effect of RNAi remains to be confirmed experimentally.
83	g2734	g2734.t1	468	Mitochondrial processing peptidase	Supported phylogenetic placement (UFBoot 82%; SH-aLRT 76%)	A0A4C1TFN7	Eumeta variegata	PF00675;PF05193	IPR011249;IPR011765;IPR001431;IPR050361;IPR007863	Mitochondrial-processing peptidase subunit beta in insect biological processes		0.0	97.65	100.0	MAFFT + trimAl + IQ-TREE; model=LG+G4; UFBoot=81.62%; SH-aLRT=75.74%	959.316066	570.405533	3209.629893	1207.409597	29.89	17.77	100.0	37.62	Very High	RNAi	The candidate is annotated as Mitochondrial-processing peptidase subunit beta in insect biological processes with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 959.3, Adult 570.4, Pupa 3209.6, Egg 1207.4). The phylogenetic analysis provides supported phylogenetic placement (ufboot 82%; sh-alrt 76%). The biological effect of RNAi remains to be confirmed experimentally.
84	g15833	g15833.t1	605	Leucine-rich repeat protein	Supported phylogenetic placement (UFBoot 90%; SH-aLRT 85%)	A0A4C1X464	Eumeta variegata	PF13855;PF01582	IPR000157;IPR003591;IPR032675;IPR001611;IPR035897	Toll-like receptor 6 in insect biological processes		0.0	83.967	100.0	MAFFT + trimAl + IQ-TREE; model=Q.INSECT+I+G4; UFBoot=89.62%; SH-aLRT=85.35%	7.245507	0.824441	0.414102	0.99707	100.0	11.38	5.72	13.76	Moderate	RNAi	The candidate is annotated as Toll-like receptor 6 in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 7.2 versus Adult 0.8, Pupa 0.4, and Egg 1.0). The phylogenetic analysis provides supported phylogenetic placement (ufboot 90%; sh-alrt 85%). The biological effect of RNAi remains to be confirmed experimentally.
85	g18787	g18787.t1	558	Immunoglobulin-like protein	Supported phylogenetic placement (UFBoot 91%; SH-aLRT 86%)	A0A4C1SRI5	Eumeta variegata	PF00704;PF08329	IPR001579;IPR029070;IPR050314;IPR001223;IPR014756;IPR011583;IPR017853;IPR013783;IPR013540	Chitinase A in insect biological processes during normal insect development		0.0	95.602	94.0	MAFFT + trimAl + IQ-TREE; model=WAG+G4; UFBoot=90.75%; SH-aLRT=85.74%	243.9927945	67.340617	405.265564	441.189159	55.3	15.26	91.86	100.0	Very High	RNAi	The candidate is annotated as Chitinase A in insect biological processes during normal insect development with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 244.0, Adult 67.3, Pupa 405.3, Egg 441.2). The phylogenetic analysis provides supported phylogenetic placement (ufboot 91%; sh-alrt 86%). The biological effect of RNAi remains to be confirmed experimentally.
86	g4893	g4893.t1	399	Protein kinase-like domain superfamily	Supported phylogenetic placement (UFBoot 93%; SH-aLRT 94%)	A0A4C1W8H4	Eumeta variegata	PF02958	IPR011009;IPR004119;IPR015897	CHK kinase-like domain-containing protein in insect biological processes		0.0	74.937	100.0	MAFFT + trimAl + IQ-TREE; model=LG+I+G4; UFBoot=93.38%; SH-aLRT=94.47%	9.1028925	1.460517	4.539151	0.376946	100.0	16.04	49.86	4.14	Moderate	RNAi	The candidate is annotated as CHK kinase-like domain-containing protein in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 9.1 versus Adult 1.5, Pupa 4.5, and Egg 0.4). The phylogenetic analysis provides supported phylogenetic placement (ufboot 93%; sh-alrt 94%). The biological effect of RNAi remains to be confirmed experimentally.
87	g13522	g13522.t1	855	Leucine-rich repeat protein	Supported phylogenetic placement (UFBoot 88%; SH-aLRT 92%)	A0A4C1UMJ1	Eumeta variegata	PF01582;PF13855	IPR035897;IPR017241;IPR000157;IPR003591;IPR001611;IPR032675	Toll-like receptor 4 in insect biological processes		0.0	92.279	95.0	MAFFT + trimAl + IQ-TREE; model=Q.YEAST+I+G4; UFBoot=88.00%; SH-aLRT=92.29%	15.413192	9.005398	6.201716	3.063881	100.0	58.43	40.24	19.88	High	RNAi	The candidate is annotated as Toll-like receptor 4 in insect biological processes with supporting sequence and functional evidence. RNA expression is highest in larvae (Larva TPM 15.4; Adult 9.0, Pupa 6.2, Egg 3.1). The phylogenetic analysis provides supported phylogenetic placement (ufboot 88%; sh-alrt 92%). The biological effect of RNAi remains to be confirmed experimentally.
88	g10834	g10834.t1	258	Larval/pupal cuticle protein	Supported phylogenetic placement (UFBoot 67%; SH-aLRT 72%)	A0A4C1ZSN6	Eumeta variegata	PF00379	IPR050468;IPR000618	Adult-specific rigid cuticular protein 12.6 in insect biological processes		1.07e-128	90.31	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+F+R2; UFBoot=66.86%; SH-aLRT=71.89%	490.5116335	114.676275	1407.250823	16.673086	34.86	8.15	100.0	1.18	Very High	RNAi	The candidate is annotated as Adult-specific rigid cuticular protein 12.6 in insect biological processes with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 490.5, Adult 114.7, Pupa 1407.3, Egg 16.7). The phylogenetic analysis provides supported phylogenetic placement (ufboot 67%; sh-alrt 72%). The biological effect of RNAi remains to be confirmed experimentally.
89	g13179	g13179.t1	219	Drosophila Developmental Transcription Regulators	Supported phylogenetic placement (UFBoot 68%; SH-aLRT 76%)	A0A4C1UYD8	Eumeta variegata	PF00651	IPR051095;IPR000210;IPR011333	Modifier of mdg4 in insect biological processes		6.55e-156	99.543	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+I+G4; UFBoot=67.75%; SH-aLRT=75.97%	388.888801	3161.162146	819.98316	4265.846469	9.12	74.1	19.22	100.0	Very High	RNAi	The candidate is annotated as Modifier of mdg4 in insect biological processes with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 388.9, Adult 3161.2, Pupa 820.0, Egg 4265.8). The phylogenetic analysis provides supported phylogenetic placement (ufboot 68%; sh-alrt 76%). The biological effect of RNAi remains to be confirmed experimentally.
90	g15120	g15120.t1	393	Cytochrome P450, E-class, group I	Supported phylogenetic placement (UFBoot 85%; SH-aLRT 84%)	A0A4C1XS72	Eumeta variegata	PF00067	IPR002401;IPR001128;IPR036396;IPR050479;IPR017972	Cytochrome P450 CYP12A2 in insect biological processes		0.0	71.694	98.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+G4; UFBoot=85.25%; SH-aLRT=83.61%	7.938988500000001	2.161212	1.667171	0.0	100.0	27.22	21.0	0.0	Moderate	RNAi	The candidate is annotated as Cytochrome P450 CYP12A2 in insect biological processes with supporting sequence and functional evidence. RNA expression is strongly larva-biased (Larva TPM 7.9 versus Adult 2.2, Pupa 1.7, and Egg 0.0). The phylogenetic analysis provides supported phylogenetic placement (ufboot 85%; sh-alrt 84%). The biological effect of RNAi remains to be confirmed experimentally.
91	g8852	g8852.t1	243	Adenylate kinase/UMP-CMP kinase	Supported phylogenetic placement (UFBoot 65%; SH-aLRT 59%)	Q1HQK0	Aedes aegypti	PF05191;PF00406	IPR000850;IPR027417;IPR007862;IPR028587;IPR033690;IPR006259	Adenylate kinase in insect biological processes during normal insect development		1.8699999999999998e-134	76.05	98.0	MAFFT + trimAl + IQ-TREE; model=LG+G4; UFBoot=65.38%; SH-aLRT=58.86%	191.0923335	127.491923	89.998699	169.080281	100.0	66.72	47.1	88.48	Very High	RNAi	The candidate is annotated as Adenylate kinase in insect biological processes during normal insect development with supporting sequence and functional evidence. RNA expression is highest in larvae (Larva TPM 191.1; Adult 127.5, Pupa 90.0, Egg 169.1). The phylogenetic analysis provides supported phylogenetic placement (ufboot 65%; sh-alrt 59%). The biological effect of RNAi remains to be confirmed experimentally.
92	g1101	g1101.t2	536	Pyruvate kinase, C-terminal	Supported phylogenetic placement (UFBoot 72%; SH-aLRT 78%)	A0A4C1X6I1	Eumeta variegata	PF02887;PF00224	IPR015795;IPR036918;IPR011037;IPR001697;IPR015806;IPR040442;IPR015813;IPR018209;IPR015793	Pyruvate kinase in insect biological processes during normal insect development		0.0	91.771	99.0	MAFFT + trimAl + IQ-TREE; model=JTTDCMUT+G4; UFBoot=72.12%; SH-aLRT=77.50%	29.3133755	11.100951	13.824122	17.020047	100.0	37.87	47.16	58.06	High	RNAi	The candidate is annotated as Pyruvate kinase in insect biological processes during normal insect development with supporting sequence and functional evidence. RNA expression is highest in larvae (Larva TPM 29.3; Adult 11.1, Pupa 13.8, Egg 17.0). The phylogenetic analysis provides supported phylogenetic placement (ufboot 72%; sh-alrt 78%). The biological effect of RNAi remains to be confirmed experimentally.
93	g3804	g3804.t1	914	Immunoglobulin-like protein	Supported phylogenetic placement (UFBoot 89%; SH-aLRT 95%)	A0A4C1WCW2	Eumeta variegata	PF13855;PF13927	IPR007110;IPR001611;IPR050541;IPR032675;IPR003591;IPR003599;IPR036179;IPR013783;IPR003598	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2		0.0	87.746	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+I+G4; UFBoot=89.00%; SH-aLRT=94.55%	56.67241	87.832201	79.928801	139.582374	40.6	62.92	57.26	100.0	High	RNAi	The candidate is annotated as Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 56.7, Adult 87.8, Pupa 79.9, Egg 139.6). The phylogenetic analysis provides supported phylogenetic placement (ufboot 89%; sh-alrt 95%). The biological effect of RNAi remains to be confirmed experimentally.
94	g19654	g19654.t1	260	Nuclear receptor-binding factor 2	Supported phylogenetic placement (UFBoot 84%; SH-aLRT 91%)	A0A4C1Y749	Eumeta variegata	PF17169	IPR039679;IPR033393	Nuclear receptor-binding factor 2 in insect biological processes		3.4200000000000002e-164	87.5	100.0	MAFFT + trimAl + IQ-TREE; model=Q.INSECT+G4; UFBoot=84.38%; SH-aLRT=90.90%	58.8967385	218.302529	130.88029	188.412962	26.98	100.0	59.95	86.31	High	RNAi	The candidate is annotated as Nuclear receptor-binding factor 2 in insect biological processes with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 58.9, Adult 218.3, Pupa 130.9, Egg 188.4). The phylogenetic analysis provides supported phylogenetic placement (ufboot 84%; sh-alrt 91%). The biological effect of RNAi remains to be confirmed experimentally.
95	g4892	g4892.t1	402	Protein kinase-like domain superfamily	Supported phylogenetic placement (UFBoot 80%; SH-aLRT 81%)	A0A4C1W6C4	Eumeta variegata	PF02958	IPR011009;IPR015897;IPR004119	CHK kinase-like domain-containing protein in insect biological processes		0.0	74.436	99.0	MAFFT + trimAl + IQ-TREE; model=LG+I+G4; UFBoot=79.75%; SH-aLRT=81.08%	17.2275435	14.920968	7.837821	0.176399	100.0	86.61	45.5	1.02	High	RNAi	The candidate is annotated as CHK kinase-like domain-containing protein in insect biological processes with supporting sequence and functional evidence. RNA expression is highest in larvae (Larva TPM 17.2; Adult 14.9, Pupa 7.8, Egg 0.2). The phylogenetic analysis provides supported phylogenetic placement (ufboot 80%; sh-alrt 81%). The biological effect of RNAi remains to be confirmed experimentally.
96	g14934	g14934.t1	386	AdipoR/Haemolysin-III-related	Supported phylogenetic placement (UFBoot 58%; SH-aLRT 58%)	A0A0L7LBW4	Operophtera brumata	PF03006	IPR004254	ADIPOR-like receptor in insect biological processes during normal insect development		0.0	95.337	100.0	MAFFT + trimAl + IQ-TREE; model=Q.PLANT+I; UFBoot=57.83%; SH-aLRT=57.85%	146.5631805	324.154356	375.234285	241.893948	39.06	86.39	100.0	64.46	Very High	RNAi	The candidate is annotated as ADIPOR-like receptor in insect biological processes during normal insect development with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 146.6, Adult 324.2, Pupa 375.2, Egg 241.9). The phylogenetic analysis provides supported phylogenetic placement (ufboot 58%; sh-alrt 58%). The biological effect of RNAi remains to be confirmed experimentally.
97	g17827	g17827.t1	1020	Mitochondrial presequence protease	Supported phylogenetic placement (UFBoot 80%; SH-aLRT 86%)	A0A4C1ZL26	Eumeta variegata	PF08367;PF22516;PF00675;PF05193	IPR011249;IPR013578;IPR055130;IPR011765;IPR007863	Presequence protease, mitochondrial in insect biological processes		0.0	92.369	99.0	MAFFT + trimAl + IQ-TREE; model=Q.YEAST+I+G4; UFBoot=79.75%; SH-aLRT=86.21%	21.235717	90.936339	35.809158	134.774019	15.76	67.47	26.57	100.0	High	RNAi	The candidate is annotated as Presequence protease, mitochondrial in insect biological processes with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 21.2, Adult 90.9, Pupa 35.8, Egg 134.8). The phylogenetic analysis provides supported phylogenetic placement (ufboot 80%; sh-alrt 86%). The biological effect of RNAi remains to be confirmed experimentally.
98	g152	g152.t1	256	G-protein coupled receptor Dmsr-1	Supported phylogenetic placement (UFBoot 72%; SH-aLRT 61%)	A0A4C1VEI9	Eumeta variegata	PF10324	IPR053219;IPR017452;IPR019427;IPR000276	Sex peptide receptor in insect biological processes		0.0	96.484	100.0	MAFFT + trimAl + IQ-TREE; model=JTT+G4; UFBoot=72.25%; SH-aLRT=60.91%	64.928206	65.448349	25.093072	136.357024	47.62	48.0	18.4	100.0	High	RNAi	The candidate is annotated as Sex peptide receptor in insect biological processes with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 64.9, Adult 65.4, Pupa 25.1, Egg 136.4). The phylogenetic analysis provides supported phylogenetic placement (ufboot 72%; sh-alrt 61%). The biological effect of RNAi remains to be confirmed experimentally.
99	g5044	g5044.t1	1063	Protein kinase domain	Supported phylogenetic placement (UFBoot 78%; SH-aLRT 85%)	A0AAV1K2K6	Leptosia nina	PF14843;PF01030;PF07714	IPR000719;IPR009030;IPR032778;IPR006212;IPR017441;IPR001245;IPR000494;IPR036941;IPR011009;IPR050122;IPR020635;IPR008266	Receptor protein-tyrosine kinase in insect biological processes		0.0	77.943	100.0	MAFFT + trimAl + IQ-TREE; model=JTTDCMUT+R2; UFBoot=77.83%; SH-aLRT=85.18%	13.7535295	12.638607	30.911877	208.547784	6.59	6.06	14.82	100.0	High	RNAi	The candidate is annotated as Receptor protein-tyrosine kinase in insect biological processes with supporting sequence and functional evidence. RNA expression is detectable across stages (Larva TPM 13.8, Adult 12.6, Pupa 30.9, Egg 208.5). The phylogenetic analysis provides supported phylogenetic placement (ufboot 78%; sh-alrt 85%). The biological effect of RNAi remains to be confirmed experimentally.
