gene_id	rank	final_score	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description
g4483.t1	248	86.872	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	239	tr|A0ABN8EDN4|A0ABN8EDN4_CHISP	Papilio xuthus	66420	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	65.801	97.0	1.06e-110	335.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	93.741	100.0	30.0	100.0	95.0	Tubulin-tyrosine ligase/Tubulin polyglutamylase	IPR004344; IPR053317	Tubulin-tyrosine ligase/Tubulin polyglutamylase; Tubulin polyglutamylase	PF03133; Tubulin-tyrosine ligase family	PTHR47113; LD09343P	GO:0036211(InterPro)	digestion	DIGESTION	Tubulin polyglutamylase ttll-15 OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS3430 PE=4 SV=1
g984.t1	249	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	629	tr|A0A4C1Y9M1|A0A4C1Y9M1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.732	99.0	0.0	1153.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Netrin receptor UNC5A-D	IPR037936; IPR000488; IPR011029; IPR033772; IPR000906	Netrin receptor UNC5A-D; Death domain; Death-like domain superfamily; UPA domain; ZU5 domain	PF17217; UPA domain; PF00531; Death domain; PF00791; ZU5 domain	PTHR12582; NETRIN RECEPTOR UNC5	GO:0005042(InterPro)|GO:0008045(PANTHER)|GO:0016020(InterPro)|GO:0038007(InterPro); GO:0005515(InterPro)|GO:0007165(InterPro)	receptor	SIGNALING	Netrin receptor UNC5 OS=Eumeta variegata OX=151549 GN=Unc5b PE=3 SV=1
g17839.t1	250	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1010	tr|A0A4C1W0S5|A0A4C1W0S5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	92.567	99.0	0.0	1701.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Serine/threonine-protein kinase, active site	IPR008271; IPR017441; IPR000719; IPR049761; IPR009060; IPR050236; IPR015940; IPR011009	Serine/threonine-protein kinase, active site; Protein kinase, ATP binding site; Protein kinase domain; Serine/threonine-protein kinase , Mob-binding domain; UBA-like superfamily; Serine/threonine-protein kinases, AGC; Ubiquitin-associated domain; Protein kinase-like domain superfamily	PF00069; Protein kinase domain	PTHR24356; SERINE/THREONINE-PROTEIN KINASE	GO:0004672(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005515(InterPro); GO:0000082(PANTHER)|GO:0004674(PANTHER)|GO:0018105(PANTHER)|GO:0035329(PANTHER)|GO:0035556(PANTHER)|GO:0043065(PANTHER)|GO:0046620(PANTHER)	enzyme	SIGNALING	tr|A0A4C1W0S5|A0A4C1W0S5_EUMVA non-specific serine/threonine protein kinase OS=Eumeta variegata OX=151549 GN=EVAR_24813_1 PE=3 SV=1
g14543.t1	251	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1283	tr|A0ACC2R7J8|A0ACC2R7J8_9NEOP	Mythimna loreyi	667449	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	75.52	99.0	0.0	1904.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Diacylglycerol kinase	IPR037607; IPR000756; IPR002219; IPR001206; IPR011993; IPR017438; IPR046349; IPR016064; IPR001849	Diacylglycerol kinase; Diacylglycerol kinase, accessory domain; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; Diacylglycerol kinase, catalytic domain; PH-like domain superfamily; Inorganic polyphosphate/ATP-NAD kinase, N-terminal; C1-like domain superfamily; NAD kinase/diacylglycerol kinase-like domain superfamily; Pleckstrin homology domain	PF00609; Diacylglycerol kinase accessory domain; PF00130; Phorbol esters/diacylglycerol binding domain (C1 domain); PF00781; Diacylglycerol kinase catalytic domain	PTHR11255; DIACYLGLYCEROL KINASE	GO:0004143(PANTHER)|GO:0004143(InterPro)|GO:0005886(PANTHER)|GO:0007165(InterPro)|GO:0016020(PANTHER); GO:0004143(InterPro)|GO:0007200(InterPro); GO:0016301(InterPro)	enzyme; transcription_factor	SIGNALING	tr|A0ACC2R7J8|A0ACC2R7J8_9NEOP Diacylglycerol kinase OS=Mythimna loreyi OX=667449 GN=PYW08_014351 PE=3 SV=1
g6095.t1	252	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	402	tr|A0A8R2GDP4|A0A8R2GDP4_BOMMO	Bombyx mori	7091	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.636	99.0	0.0	728.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase, ATP binding site	IPR017441; IPR000719; IPR011009; IPR008271; IPR050108	Protein kinase, ATP binding site; Protein kinase domain; Protein kinase-like domain superfamily; Serine/threonine-protein kinase, active site; Cyclin-dependent kinase	PF00069; Protein kinase domain	PTHR24056; CELL DIVISION PROTEIN KINASE	GO:0005524(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0004674(PANTHER)|GO:0005634(PANTHER)|GO:0006468(PANTHER)	enzyme	SIGNALING	Cyclin-dependent kinase-like 2 OS=Bombyx mori OX=7091 PE=3 SV=1
g18620.t1	253	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	599	tr|A0A4C1WBZ2|A0A4C1WBZ2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	84.5	99.0	0.0	1053.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase-like domain superfamily	IPR011009; IPR011029; IPR000719; IPR008271; IPR029397; IPR017441	Protein kinase-like domain superfamily; Death-like domain superfamily; Protein kinase domain; Serine/threonine-protein kinase, active site; Tube, Death domain; Protein kinase, ATP binding site	PF14786; Tube Death domain; PF00069; Protein kinase domain	PTHR27001; OS01G0253100 PROTEIN	GO:0005886(PANTHER)|GO:0006468(PANTHER); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro)	enzyme	SIGNALING	tr|A0A4C1WBZ2|A0A4C1WBZ2_EUMVA Interleukin-1 receptor-associated kinase 4 OS=Eumeta variegata OX=151549 GN=IRAK4 PE=4 SV=1
g12982.t1	254	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	948	tr|A0A4C1XG70|A0A4C1XG70_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.979	99.0	0.0	1514.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase domain	IPR000719; IPR017441; IPR050122; IPR011009; IPR001245	Protein kinase domain; Protein kinase, ATP binding site; Receptor Tyrosine Kinase; Protein kinase-like domain superfamily; Serine-threonine/tyrosine-protein kinase, catalytic domain	PF07714; Protein tyrosine and serine/threonine kinase	PTHR24416; TYROSINE-PROTEIN KINASE RECEPTOR	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0004714(PANTHER)|GO:0005886(PANTHER)|GO:0007169(PANTHER)|GO:0007275(PANTHER)|GO:0033674(PANTHER)|GO:0043235(PANTHER); GO:0004672(InterPro)|GO:0006468(InterPro)	enzyme; receptor	SIGNALING	receptor protein-tyrosine kinase OS=Eumeta variegata OX=151549 GN=Cad96Ca PE=4 SV=1
g15729.t1	255	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	168	tr|A0ABM3N7H8|A0ABM3N7H8_GALME	Galleria mellonella	7137	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.425	99.0	7.45e-103	303.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	ER lumen protein retaining receptor	IPR000133	ER lumen protein retaining receptor	PF00810; ER lumen protein retaining receptor	PTHR10585; ER LUMEN PROTEIN RETAINING RECEPTOR	GO:0006621(InterPro)|GO:0016020(InterPro)|GO:0046923(InterPro)	receptor	SIGNALING	tr|A0ABM3N7H8|A0ABM3N7H8_GALME ER lumen protein-retaining receptor OS=Galleria mellonella OX=7137 GN=LOC113511896 PE=3 SV=1
g858.t1	256	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	594	tr|A0A4C1VE18|A0A4C1VE18_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.203	99.0	0.0	1017.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	PDZ superfamily	IPR036034; IPR001478; IPR052074	PDZ superfamily; PDZ domain; Non-receptor Tyrosine-protein Phosphatases	PF00595; PDZ domain	PTHR46900; TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 13	GO:0005515(InterPro)	enzyme; receptor	SIGNALING	Tyrosine-protein phosphatase non-receptor type 13 OS=Eumeta variegata OX=151549 GN=PTPN13 PE=4 SV=1
g13267.t1	257	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	169	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.643	99.0	1.31e-107	335.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Phox homology	IPR001683; IPR051866; IPR036871	Phox homology; Intracellular Signaling and Trafficking Protein; PX domain superfamily	PF00787; PX domain	PTHR15508; RIBOSOMAL PROTEIN S6 KINASE	GO:0035091(InterPro)	enzyme; signal	SIGNALING	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA Ribosomal protein S6 kinase-like 1 OS=Eumeta variegata OX=151549 GN=RPS6KL1 PE=4 SV=1
g14874.t1	258	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	240	tr|A0A4C1WFV5|A0A4C1WFV5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.979	99.0	9.81e-168	480.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Ribokinase-like	IPR029056; IPR007666	Ribokinase-like; ADP-specific phosphofructokinase/glucokinase	PF04587; ADP-specific Phosphofructokinase/Glucokinase conserved region	PTHR21208; ADP-DEPENDENT GLUCOKINASE	GO:0005975(InterPro)|GO:0016773(InterPro); GO:0005783(PANTHER)|GO:0005975(InterPro)|GO:0005975(PANTHER)|GO:0006006(PANTHER)|GO:0016773(InterPro)|GO:0043843(PANTHER)	enzyme	SIGNALING	tr|A0A4C1WFV5|A0A4C1WFV5_EUMVA ADP-dependent glucokinase OS=Eumeta variegata OX=151549 GN=Adpgk PE=4 SV=1
g3693.t2	259	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	434	tr|A0A194QHC7|A0A194QHC7_PAPXU	Papilio xuthus	66420	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.679	99.0	0.0	743.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	G protein-coupled receptor, rhodopsin-like	IPR000276; IPR001556; IPR017452	G protein-coupled receptor, rhodopsin-like; Bombesin receptor-like; GPCR, rhodopsin-like, 7TM	PF00001; 7 transmembrane receptor (rhodopsin family)	PTHR45695; LEUCOKININ RECEPTOR-RELATED	GO:0004930(PANTHER)|GO:0005886(PANTHER)|GO:0007186(PANTHER)|GO:0008188(PANTHER); GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0007186(InterPro)|GO:0008528(InterPro)|GO:0016020(InterPro); GO:0016020(InterPro)	receptor; membrane	SIGNALING	Neuromedin-B receptor OS=Papilio xuthus OX=66420 GN=RR46_02521 PE=3 SV=1
g13534.t2	260	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	413	tr|A0A921ZGI8|A0A921ZGI8_MANSE	Manduca sexta	7130	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	89.104	99.0	0.0	708.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	G protein-coupled receptor, rhodopsin-like	IPR000276; IPR017452	G protein-coupled receptor, rhodopsin-like; GPCR, rhodopsin-like, 7TM	PF00001; 7 transmembrane receptor (rhodopsin family)	PTHR24241; NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0016020(InterPro); GO:0004930(PANTHER)|GO:0005886(PANTHER)|GO:0007186(PANTHER)|GO:0032870(PANTHER)|GO:0042277(PANTHER)	receptor; membrane	SIGNALING	tr|A0A921ZGI8|A0A921ZGI8_MANSE G-protein coupled receptors family 1 profile domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX009716 PE=3 SV=1
g14252.t1	261	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	292	tr|A0A4C1VUI2|A0A4C1VUI2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	92.734	99.0	0.0	565.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase, ATP binding site	IPR017441; IPR030616; IPR000719; IPR011009; IPR008271	Protein kinase, ATP binding site; Aurora kinase-like; Protein kinase domain; Protein kinase-like domain superfamily; Serine/threonine-protein kinase, active site	PF00069; Protein kinase domain	PTHR24350; SERINE/THREONINE-PROTEIN KINASE IAL-RELATED	GO:0005524(InterPro); GO:0004672(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro)	enzyme	SIGNALING	tr|A0A4C1VUI2|A0A4C1VUI2_EUMVA Aurora kinase OS=Eumeta variegata OX=151549 GN=EVAR_86799_1 PE=3 SV=1
g17548.t1	262	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	301	tr|A0A4C1ZSM7|A0A4C1ZSM7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.0	99.0	0.0	565.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Serine/threonine-protein kinase, active site	IPR008271; IPR050235; IPR011009; IPR000719; IPR017441	Serine/threonine-protein kinase, active site; Casein kinase 1/Serine/threonine-protein kinase-like; Protein kinase-like domain superfamily; Protein kinase domain; Protein kinase, ATP binding site	PF00069; Protein kinase domain	PTHR11909; CASEIN KINASE-RELATED	GO:0004672(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro)	enzyme	SIGNALING	tr|A0A4C1ZSM7|A0A4C1ZSM7_EUMVA non-specific serine/threonine protein kinase OS=Eumeta variegata OX=151549 GN=ball PE=4 SV=1
g14198.t1	263	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	416	tr|A0A8S4DKS2|A0A8S4DKS2_PLUXY	Plutella xylostella	51655	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.378	99.0	0.0	768.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Serine/threonine-protein kinase, active site	IPR008271; IPR000719; IPR011009; IPR017441; IPR002291	Serine/threonine-protein kinase, active site; Protein kinase domain; Protein kinase-like domain superfamily; Protein kinase, ATP binding site; Phosphorylase kinase, gamma catalytic subunit	PF00069; Protein kinase domain	PTHR24347; SERINE/THREONINE-PROTEIN KINASE	GO:0004672(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0004689(InterPro)|GO:0005516(InterPro)|GO:0005524(InterPro)|GO:0005964(InterPro)|GO:0005977(InterPro)|GO:0006468(InterPro)	enzyme	SIGNALING	tr|A0A8S4DKS2|A0A8S4DKS2_PLUXY phosphorylase kinase OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS3251 PE=3 SV=1
g1288.t1	264	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	889	tr|A0A4C1W0S5|A0A4C1W0S5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.475	99.0	0.0	1759.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase domain	IPR000719; IPR049761; IPR017441; IPR050236; IPR008271; IPR011009; IPR000961	Protein kinase domain; Serine/threonine-protein kinase , Mob-binding domain; Protein kinase, ATP binding site; Serine/threonine-protein kinases, AGC; Serine/threonine-protein kinase, active site; Protein kinase-like domain superfamily; AGC-kinase, C-terminal	PF00069; Protein kinase domain	PTHR24356; SERINE/THREONINE-PROTEIN KINASE	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0000082(PANTHER)|GO:0004674(PANTHER)|GO:0018105(PANTHER)|GO:0035329(PANTHER)|GO:0035556(PANTHER)|GO:0043065(PANTHER)|GO:0046620(PANTHER); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	enzyme	SIGNALING	non-specific serine/threonine protein kinase OS=Eumeta variegata OX=151549 GN=EVAR_24813_1 PE=3 SV=1
g1191.t1	265	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	296	tr|A0A194PM22|A0A194PM22_PAPXU	Papilio xuthus	66420	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	78.571	99.0	4.33e-174	491.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Ribokinase-like	IPR029056; IPR004625; IPR013749	Ribokinase-like; Pyridoxine kinase; Pyridoxamine kinase/Phosphomethylpyrimidine kinase	PF08543; Phosphomethylpyrimidine kinase	PTHR10534; PYRIDOXAL KINASE	GO:0008478(InterPro)|GO:0009443(InterPro); GO:0005829(PANTHER)|GO:0008478(PANTHER)|GO:0008478(InterPro)|GO:0009443(InterPro)|GO:0009443(PANTHER)	enzyme	SIGNALING	Pyridoxal kinase OS=Papilio xuthus OX=66420 GN=RR46_04445 PE=3 SV=1
g4175.t1	266	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	535	tr|A0A9N9R483|A0A9N9R483_9NEOP	Diatraea saccharalis	40085	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	71.481	99.0	0.0	828.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase-like domain superfamily	IPR011009; IPR051409; IPR004147; IPR034646	Protein kinase-like domain superfamily; Atypical kinase ADCK; ABC1 atypical kinase-like domain; ADCK3-like domain	PF03109; ABC1 atypical kinase-like domain	PTHR43851	GO:0006744(PANTHER)	enzyme	SIGNALING	ABC1 atypical kinase-like domain-containing protein OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS6784 PE=3 SV=1
g15783.t1	267	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	78	tr|A0AAV1KR80|A0AAV1KR80_9NEOP	Parnassius mnemosyne	213953	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.805	99.0	1.69e-47	154.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Cyclin-dependent kinase, regulatory subunit	IPR000789; IPR036858	Cyclin-dependent kinase, regulatory subunit; Cyclin-dependent kinase, regulatory subunit superfamily	PF01111; Cyclin-dependent kinase regulatory subunit	PTHR23415; CYCLIN-DEPENDENT KINASES REGULATORY SUBUNIT/60S RIBOSOME SUBUNIT BIOGENESIS PROTEIN NIP7	GO:0016538(InterPro)	enzyme	SIGNALING	tr|A0AAV1KR80|A0AAV1KR80_9NEOP Cyclin-dependent kinases regulatory subunit OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS5565 PE=3 SV=1
g2654.t1	268	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	192	tr|A0A9J7DZT3|A0A9J7DZT3_SPOLT	Plutella xylostella	51655	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	98.953	99.0	4.35e-134	392.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase domain	IPR000719; IPR011009; IPR008271; IPR050117	Protein kinase domain; Protein kinase-like domain superfamily; Serine/threonine-protein kinase, active site; Mitogen-activated protein (MAP) kinase	PF00069; Protein kinase domain	PTHR24055; MITOGEN-ACTIVATED PROTEIN KINASE	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro)	enzyme	SIGNALING	Mitogen-activated protein kinase OS=Spodoptera litura OX=69820 GN=LOC111351547 PE=3 SV=1
g10299.t1	269	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1382	tr|A0A4C1XG70|A0A4C1XG70_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	86.344	99.0	0.0	2396.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Serine-threonine/tyrosine-protein kinase, catalytic domain	IPR001245; IPR020635; IPR017441; IPR000719; IPR050122; IPR008266; IPR011009	Serine-threonine/tyrosine-protein kinase, catalytic domain; Tyrosine-protein kinase, catalytic domain; Protein kinase, ATP binding site; Protein kinase domain; Receptor Tyrosine Kinase; Tyrosine-protein kinase, active site; Protein kinase-like domain superfamily	PF07714; Protein tyrosine and serine/threonine kinase	PTHR24416; TYROSINE-PROTEIN KINASE RECEPTOR	GO:0004672(InterPro)|GO:0006468(InterPro); GO:0004713(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004714(PANTHER)|GO:0005886(PANTHER)|GO:0007169(PANTHER)|GO:0007275(PANTHER)|GO:0033674(PANTHER)|GO:0043235(PANTHER)	enzyme; receptor	SIGNALING	receptor protein-tyrosine kinase OS=Eumeta variegata OX=151549 GN=Cad96Ca PE=4 SV=1
g11431.t1	270	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	646	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.818	99.0	0.0	1073.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase domain	IPR000719; IPR007330; IPR011009; IPR051866; IPR036181	Protein kinase domain; MIT domain; Protein kinase-like domain superfamily; Intracellular Signaling and Trafficking Protein; MIT domain superfamily	PF00069; Protein kinase domain; PF04212; MIT (microtubule interacting and transport) domain	PTHR15508; RIBOSOMAL PROTEIN S6 KINASE	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	enzyme; transporter; signal	SIGNALING	Ribosomal protein S6 kinase-like 1 OS=Eumeta variegata OX=151549 GN=RPS6KL1 PE=4 SV=1
g4564.t1	271	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	295	tr|A0A4C1V1J4|A0A4C1V1J4_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.279	99.0	0.0	606.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Protein kinase-like domain superfamily	IPR011009; IPR000719; IPR051585	Protein kinase-like domain superfamily; Protein kinase domain; STE20 Subfamily Serine/Threonine Kinases	PF00069; Protein kinase domain	PTHR46538; PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	GO:0005524(InterPro)|GO:0006468(InterPro)	enzyme	SIGNALING	Protein kinase domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_16813_1 PE=4 SV=1
g15503.t1	272	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	302	tr|A0A9P0BV46|A0A9P0BV46_CHRIL	Chrysodeixis includens	689277	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.714	99.0	0.0	552.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Cyclin-dependent kinase	IPR050108; IPR000719; IPR011009; IPR008271; IPR017441	Cyclin-dependent kinase; Protein kinase domain; Protein kinase-like domain superfamily; Serine/threonine-protein kinase, active site; Protein kinase, ATP binding site	PF00069; Protein kinase domain	PTHR24056; CELL DIVISION PROTEIN KINASE	GO:0000086(PANTHER)|GO:0004674(PANTHER)|GO:0004693(PANTHER)|GO:0005634(PANTHER)|GO:0006468(PANTHER)|GO:0007095(PANTHER); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro)	enzyme	SIGNALING	tr|A0A9P0BV46|A0A9P0BV46_CHRIL Protein kinase domain-containing protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS6811 PE=3 SV=1
g11778.t1	273	86.849	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	480	tr|A0A4C1VYP8|A0A4C1VYP8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	75.901	99.0	0.0	620.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	85.0	Adenylate kinase/UMP-CMP kinase	IPR000850; IPR027417; IPR047499; IPR007858	Adenylate kinase/UMP-CMP kinase; P-loop containing nucleoside triphosphate hydrolase; Adenylate kinase 7, dimerization/docking domain; Dpy-30 motif	PF05186; Dpy-30 motif	PTHR23359; NUCLEOTIDE KINASE	GO:0005524(InterPro)|GO:0006139(InterPro)|GO:0019205(InterPro)	enzyme	SIGNALING	Adenylate kinase 7 OS=Eumeta variegata OX=151549 GN=AK7 PE=4 SV=1
