qseqid	sseqid	pident	length	qlen	slen	qcov	evalue	bitscore	stitle
g15969.t1	tr|A0A0L7KSP0|A0A0L7KSP0_OPEBR	46.104	462	561	472	95.0	5.15e-130	397.0	tr|A0A0L7KSP0|A0A0L7KSP0_OPEBR Uncharacterized protein (Fragment) OS=Operophtera brumata OX=104452 GN=OBRU01_22476 PE=4 SV=1
g15969.t1	tr|A0A0L7KSP0|A0A0L7KSP0_OPEBR	43.532	402	561	472	95.0	3.78e-102	325.0	tr|A0A0L7KSP0|A0A0L7KSP0_OPEBR Uncharacterized protein (Fragment) OS=Operophtera brumata OX=104452 GN=OBRU01_22476 PE=4 SV=1
g15969.t1	tr|A0ABM3N1S2|A0ABM3N1S2_GALME	40.816	588	561	852	95.0	6.25e-127	401.0	tr|A0ABM3N1S2|A0ABM3N1S2_GALME GATA zinc finger domain-containing protein 14-like OS=Galleria mellonella OX=7137 GN=LOC113517588 PE=4 SV=1
g15969.t1	tr|A0ABM3N1S2|A0ABM3N1S2_GALME	37.669	592	561	852	95.0	1.6500000000000001e-105	345.0	tr|A0ABM3N1S2|A0ABM3N1S2_GALME GATA zinc finger domain-containing protein 14-like OS=Galleria mellonella OX=7137 GN=LOC113517588 PE=4 SV=1
g15969.t1	tr|A0ABM3N1S2|A0ABM3N1S2_GALME	38.837	533	561	852	95.0	3.27e-102	337.0	tr|A0ABM3N1S2|A0ABM3N1S2_GALME GATA zinc finger domain-containing protein 14-like OS=Galleria mellonella OX=7137 GN=LOC113517588 PE=4 SV=1
g15969.t1	tr|A0ABM3N1S2|A0ABM3N1S2_GALME	37.413	433	561	852	95.0	1.27e-69	249.0	tr|A0ABM3N1S2|A0ABM3N1S2_GALME GATA zinc finger domain-containing protein 14-like OS=Galleria mellonella OX=7137 GN=LOC113517588 PE=4 SV=1
g15969.t1	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU	40.984	488	561	503	95.0	6.969999999999999e-104	331.0	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003389 PE=4 SV=1
g15969.t1	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU	39.468	489	561	503	95.0	4.73e-96	311.0	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003389 PE=4 SV=1
g15969.t1	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU	37.474	483	561	503	95.0	9.79e-86	284.0	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003389 PE=4 SV=1
g15969.t1	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU	35.252	139	561	503	95.0	1.41e-09	72.0	tr|A0ACC0KFB5|A0ACC0KFB5_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003389 PE=4 SV=1
g15969.t1	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU	36.703	455	561	414	95.0	8.790000000000001e-75	253.0	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003391 PE=4 SV=1
g15969.t1	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU	35.845	438	561	414	95.0	8.519999999999999e-67	232.0	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003391 PE=4 SV=1
g15969.t1	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU	36.804	413	561	414	95.0	3.22e-66	230.0	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003391 PE=4 SV=1
g15969.t1	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU	35.325	385	561	414	95.0	2.55e-56	204.0	tr|A0ACC0KEI0|A0ACC0KEI0_CHOFU Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_003391 PE=4 SV=1
g15969.t1	tr|A0A8S0YXV2|A0A8S0YXV2_ARCPL	36.798	356	561	367	80.0	8.27e-57	204.0	tr|A0A8S0YXV2|A0A8S0YXV2_ARCPL Uncharacterized protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS2105 PE=4 SV=1
g15969.t1	tr|A0A8S0YXV2|A0A8S0YXV2_ARCPL	35.511	352	561	367	80.0	2.18e-51	189.0	tr|A0A8S0YXV2|A0A8S0YXV2_ARCPL Uncharacterized protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS2105 PE=4 SV=1
g15969.t1	tr|A0A8S0YXV2|A0A8S0YXV2_ARCPL	34.795	342	561	367	80.0	5.1e-44	170.0	tr|A0A8S0YXV2|A0A8S0YXV2_ARCPL Uncharacterized protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS2105 PE=4 SV=1
g15969.t1	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI	46.396	222	561	242	96.0	1.4599999999999998e-48	178.0	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI Uncharacterized protein LOC113506165 OS=Trichoplusia ni OX=7111 GN=LOC113506165 PE=4 SV=1
g15969.t1	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI	45.946	222	561	242	96.0	2.87e-48	177.0	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI Uncharacterized protein LOC113506165 OS=Trichoplusia ni OX=7111 GN=LOC113506165 PE=4 SV=1
g15969.t1	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI	43.111	225	561	242	96.0	1.12e-47	176.0	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI Uncharacterized protein LOC113506165 OS=Trichoplusia ni OX=7111 GN=LOC113506165 PE=4 SV=1
g15969.t1	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI	42.424	231	561	242	96.0	5.6e-46	171.0	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI Uncharacterized protein LOC113506165 OS=Trichoplusia ni OX=7111 GN=LOC113506165 PE=4 SV=1
g15969.t1	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI	44.162	197	561	242	96.0	3.6e-39	153.0	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI Uncharacterized protein LOC113506165 OS=Trichoplusia ni OX=7111 GN=LOC113506165 PE=4 SV=1
g15969.t1	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI	39.801	201	561	242	96.0	6.43e-30	127.0	tr|A0A7E5WWB8|A0A7E5WWB8_TRINI Uncharacterized protein LOC113506165 OS=Trichoplusia ni OX=7111 GN=LOC113506165 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	45.146	206	561	207	95.0	1.54e-43	163.0	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	43.575	179	561	207	95.0	1.3e-35	142.0	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	41.206	199	561	207	95.0	2.24e-35	141.0	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	43.575	179	561	207	95.0	2.15e-33	136.0	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	48.485	132	561	207	95.0	1.08e-28	123.0	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	35.204	196	561	207	95.0	5.11e-25	113.0	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	48.624	109	561	207	95.0	6.76e-18	92.8	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI	33.548	155	561	207	95.0	2.18e-10	71.2	tr|A0A9P0IFR2|A0A9P0IFR2_SPOLI Secreted protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS11386 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	46.231	199	561	207	95.0	2.0100000000000003e-43	163.0	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	41.146	192	561	207	95.0	1.03e-35	142.0	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	40.104	192	561	207	95.0	1.07e-35	142.0	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	41.899	179	561	207	95.0	2.33e-33	136.0	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	48.485	132	561	207	95.0	7.67e-29	124.0	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	37.186	199	561	207	95.0	6.3399999999999995e-28	121.0	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	34.839	155	561	207	95.0	4.63e-11	73.2	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT	47.945	73	561	207	95.0	2.13e-07	62.4	tr|A0A9J7DVM0|A0A9J7DVM0_SPOLT Uncharacterized protein LOC111351558 OS=Spodoptera litura OX=69820 GN=LOC111351558 PE=4 SV=1
g15969.t1	tr|A0A835GHU8|A0A835GHU8_SPOEX	46.231	199	561	205	91.0	2.6600000000000003e-43	163.0	tr|A0A835GHU8|A0A835GHU8_SPOEX Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_004762 PE=4 SV=1
g15969.t1	tr|A0A835GHU8|A0A835GHU8_SPOEX	43.023	172	561	205	91.0	8.11e-36	142.0	tr|A0A835GHU8|A0A835GHU8_SPOEX Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_004762 PE=4 SV=1
g15969.t1	tr|A0A835GHU8|A0A835GHU8_SPOEX	42.188	192	561	205	91.0	9.260000000000001e-36	142.0	tr|A0A835GHU8|A0A835GHU8_SPOEX Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_004762 PE=4 SV=1
g15969.t1	tr|A0A835GHU8|A0A835GHU8_SPOEX	40.201	199	561	205	91.0	1.64e-33	136.0	tr|A0A835GHU8|A0A835GHU8_SPOEX Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_004762 PE=4 SV=1
g15969.t1	tr|A0A835GHU8|A0A835GHU8_SPOEX	36.842	209	561	205	91.0	4.59e-28	121.0	tr|A0A835GHU8|A0A835GHU8_SPOEX Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_004762 PE=4 SV=1
g15969.t1	tr|A0A835GHU8|A0A835GHU8_SPOEX	36.0	225	561	205	91.0	7.27e-27	118.0	tr|A0A835GHU8|A0A835GHU8_SPOEX Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_004762 PE=4 SV=1
g15969.t1	tr|A0A835GHU8|A0A835GHU8_SPOEX	47.059	102	561	205	91.0	1.97e-17	91.7	tr|A0A835GHU8|A0A835GHU8_SPOEX Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_004762 PE=4 SV=1
g15970.t1	tr|A0ACF8KP26|A0ACF8KP26_9NEOP	80.392	255	551	798	99.0	1.72e-148	455.0	tr|A0ACF8KP26|A0ACF8KP26_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_012095 PE=4 SV=1
g15970.t1	tr|A0ACF8KP26|A0ACF8KP26_9NEOP	73.09	301	551	798	99.0	2.99e-127	400.0	tr|A0ACF8KP26|A0ACF8KP26_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_012095 PE=4 SV=1
g15970.t1	tr|A0ACF8M045|A0ACF8M045_9NEOP	80.0	255	551	941	97.0	6.31e-146	453.0	tr|A0ACF8M045|A0ACF8M045_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_018250 PE=4 SV=1
g15970.t1	tr|A0ACF8M045|A0ACF8M045_9NEOP	64.151	212	551	941	97.0	2.13e-61	228.0	tr|A0ACF8M045|A0ACF8M045_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_018250 PE=4 SV=1
g15970.t1	tr|A0ACF8M045|A0ACF8M045_9NEOP	93.421	76	551	941	97.0	7.930000000000001e-35	150.0	tr|A0ACF8M045|A0ACF8M045_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_018250 PE=4 SV=1
g15970.t1	tr|A0ABN8BG44|A0ABN8BG44_CHISP	72.763	257	551	776	100.0	1.47e-131	411.0	tr|A0ABN8BG44|A0ABN8BG44_CHISP C2H2-type domain-containing protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS9211 PE=4 SV=1
g15970.t1	tr|A0ABN8BG44|A0ABN8BG44_CHISP	67.327	303	551	776	100.0	1.6699999999999999e-119	379.0	tr|A0ABN8BG44|A0ABN8BG44_CHISP C2H2-type domain-containing protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS9211 PE=4 SV=1
g15970.t1	tr|A0ACF8L2A5|A0ACF8L2A5_9NEOP	71.765	255	551	650	78.0	1.39e-127	397.0	tr|A0ACF8L2A5|A0ACF8L2A5_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_014445 PE=4 SV=1
g15970.t1	tr|A0ACF8L2A5|A0ACF8L2A5_9NEOP	81.461	178	551	650	78.0	8.980000000000001e-79	270.0	tr|A0ACF8L2A5|A0ACF8L2A5_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_014445 PE=4 SV=1
g15970.t1	tr|A0A4C1VLH1|A0A4C1VLH1_EUMVA	67.373	236	551	663	81.0	1.71e-103	335.0	tr|A0A4C1VLH1|A0A4C1VLH1_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_29096_1 PE=4 SV=1
g15970.t1	tr|A0A4C1VLH1|A0A4C1VLH1_EUMVA	76.22	164	551	663	81.0	5.99e-65	233.0	tr|A0A4C1VLH1|A0A4C1VLH1_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_29096_1 PE=4 SV=1
g15970.t1	tr|A0A4C1VLH1|A0A4C1VLH1_EUMVA	80.769	52	551	663	81.0	3.64e-17	96.3	tr|A0A4C1VLH1|A0A4C1VLH1_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_29096_1 PE=4 SV=1
g15970.t1	tr|A0AAE1LGW8|A0AAE1LGW8_9NEOP	52.326	258	551	742	76.0	1.82e-86	292.0	tr|A0AAE1LGW8|A0AAE1LGW8_9NEOP Mitogen-activated protein kinase kinase kinase OS=Frankliniella fusca OX=407009 GN=KUF71_008412 PE=4 SV=1
g15970.t1	tr|A0AAE1LGW8|A0AAE1LGW8_9NEOP	52.071	169	551	742	76.0	6.7899999999999995e-28	129.0	tr|A0AAE1LGW8|A0AAE1LGW8_9NEOP Mitogen-activated protein kinase kinase kinase OS=Frankliniella fusca OX=407009 GN=KUF71_008412 PE=4 SV=1
g15970.t1	tr|A0AAE1HP73|A0AAE1HP73_9NEOP	51.362	257	551	791	99.0	2.56e-83	285.0	tr|A0AAE1HP73|A0AAE1HP73_9NEOP Mitogen-activated protein kinase kinase kinase (Fragment) OS=Frankliniella fusca OX=407009 GN=KUF71_013112 PE=4 SV=1
g15970.t1	tr|A0AAE1HP73|A0AAE1HP73_9NEOP	38.462	299	551	791	99.0	1.19e-30	138.0	tr|A0AAE1HP73|A0AAE1HP73_9NEOP Mitogen-activated protein kinase kinase kinase (Fragment) OS=Frankliniella fusca OX=407009 GN=KUF71_013112 PE=4 SV=1
g15970.t1	tr|A0AAE1L4V6|A0AAE1L4V6_9NEOP	50.193	259	551	794	99.0	1.2e-77	270.0	tr|A0AAE1L4V6|A0AAE1L4V6_9NEOP 4-hydroxy-tetrahydrodipicolinate synthase OS=Frankliniella fusca OX=407009 GN=KUF71_000048 PE=4 SV=1
g15970.t1	tr|A0AAE1L4V6|A0AAE1L4V6_9NEOP	37.71	297	551	794	99.0	8.36e-32	141.0	tr|A0AAE1L4V6|A0AAE1L4V6_9NEOP 4-hydroxy-tetrahydrodipicolinate synthase OS=Frankliniella fusca OX=407009 GN=KUF71_000048 PE=4 SV=1
g15971.t1	tr|A0A4C1YKI8|A0A4C1YKI8_EUMVA	84.474	760	969	778	78.0	0.0	1293.0	tr|A0A4C1YKI8|A0A4C1YKI8_EUMVA Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Eumeta variegata OX=151549 GN=EVAR_61597_1 PE=4 SV=1
g15971.t1	tr|A0A4C1XAK2|A0A4C1XAK2_EUMVA	84.135	624	969	654	70.0	0.0	1085.0	tr|A0A4C1XAK2|A0A4C1XAK2_EUMVA Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Eumeta variegata OX=151549 GN=EVAR_84462_1 PE=4 SV=1
g15971.t1	tr|A0A4C1XAK2|A0A4C1XAK2_EUMVA	94.915	59	969	654	70.0	1.5499999999999998e-24	121.0	tr|A0A4C1XAK2|A0A4C1XAK2_EUMVA Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Eumeta variegata OX=151549 GN=EVAR_84462_1 PE=4 SV=1
g15971.t1	tr|W8B6G9|W8B6G9_CERCA	47.778	990	969	1375	99.0	0.0	910.0	tr|W8B6G9|W8B6G9_CERCA Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Ceratitis capitata OX=7213 GN=POLX PE=2 SV=1
g15971.t1	tr|A0A811VGT3|A0A811VGT3_CERCA	47.778	990	969	1375	99.0	0.0	909.0	tr|A0A811VGT3|A0A811VGT3_CERCA (Mediterranean fruit fly) hypothetical protein OS=Ceratitis capitata OX=7213 GN=CCAP1982_LOCUS22199 PE=4 SV=1
g15971.t1	tr|W8AYT4|W8AYT4_CERCA	48.377	986	969	1379	99.0	0.0	909.0	tr|W8AYT4|W8AYT4_CERCA Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Ceratitis capitata OX=7213 GN=POLX PE=2 SV=1
g15971.t1	tr|A0A0J7NGT3|A0A0J7NGT3_LASNI	46.39	1011	969	1351	99.0	0.0	879.0	tr|A0A0J7NGT3|A0A0J7NGT3_LASNI Retrovirus-related gag-pol polyprotein OS=Lasius niger OX=67767 GN=RF55_7366 PE=4 SV=1
g15971.t1	tr|A0A0J7KKH5|A0A0J7KKH5_LASNI	46.344	1012	969	1122	99.0	0.0	878.0	tr|A0A0J7KKH5|A0A0J7KKH5_LASNI Retrovirus-related pol polyprotein from transposon tnt 1-94 OS=Lasius niger OX=67767 GN=RF55_9486 PE=4 SV=1
g15971.t1	tr|A0A8J6LJA3|A0A8J6LJA3_TENMO	42.002	1019	969	1392	99.0	0.0	800.0	tr|A0A8J6LJA3|A0A8J6LJA3_TENMO Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Tenebrio molitor OX=7067 GN=GEV33_001758 PE=4 SV=1
g15971.t1	tr|A0A8J6HD81|A0A8J6HD81_TENMO	42.002	1019	969	1392	99.0	0.0	797.0	tr|A0A8J6HD81|A0A8J6HD81_TENMO Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Tenebrio molitor OX=7067 GN=GEV33_010168 PE=4 SV=1
g15972.t1	tr|A0A4C1X2A7|A0A4C1X2A7_EUMVA	77.711	498	526	496	92.0	0.0	716.0	tr|A0A4C1X2A7|A0A4C1X2A7_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_90096_1 PE=4 SV=1
g15972.t1	tr|A0A194QKP2|A0A194QKP2_PAPMA	53.527	482	526	462	91.0	1.1700000000000001e-125	384.0	tr|A0A194QKP2|A0A194QKP2_PAPMA Uncharacterized protein OS=Papilio machaon OX=76193 GN=RR48_14570 PE=4 SV=1
g15972.t1	tr|A0A194PET5|A0A194PET5_PAPXU	53.125	480	526	468	91.0	3.8100000000000003e-122	375.0	tr|A0A194PET5|A0A194PET5_PAPXU Uncharacterized protein OS=Papilio xuthus OX=66420 GN=RR46_15037 PE=4 SV=1
g15972.t1	tr|A0A8J2RE56|A0A8J2RE56_9NEOP	44.954	545	526	497	99.0	4.61e-119	369.0	tr|A0A8J2RE56|A0A8J2RE56_9NEOP (African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS15803 PE=4 SV=1
g15972.t1	tr|A0A9P0BZE6|A0A9P0BZE6_CHRIL	47.578	578	526	549	98.0	9.41e-119	370.0	tr|A0A9P0BZE6|A0A9P0BZE6_CHRIL Uncharacterized protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS11119 PE=4 SV=1
g15972.t1	tr|A0A6J2KKE4|A0A6J2KKE4_BOMMA	49.531	533	526	485	99.0	3.93e-118	366.0	tr|A0A6J2KKE4|A0A6J2KKE4_BOMMA Cell wall protein IFF6-like OS=Bombyx mandarina OX=7092 GN=LOC114251382 PE=4 SV=1
g15972.t1	tr|A0A921YNZ5|A0A921YNZ5_MANSE	50.466	537	526	510	99.0	1.9600000000000003e-117	365.0	tr|A0A921YNZ5|A0A921YNZ5_MANSE Uncharacterized protein OS=Manduca sexta OX=7130 GN=O3G_MSEX002464 PE=4 SV=1
g15972.t1	tr|A0AAV1J900|A0AAV1J900_9NEOP	46.388	526	526	488	98.0	4.0199999999999997e-115	358.0	tr|A0AAV1J900|A0AAV1J900_9NEOP Uncharacterized protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS5020 PE=4 SV=1
g15972.t1	tr|A0A9P0TIZ3|A0A9P0TIZ3_PIEBR	45.826	539	526	480	99.0	6.06e-115	357.0	tr|A0A9P0TIZ3|A0A9P0TIZ3_PIEBR Uncharacterized protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS6382 PE=4 SV=1
g15972.t1	tr|A0ABN8J4G8|A0ABN8J4G8_9NEOP	51.143	481	526	461	91.0	1.53e-114	356.0	tr|A0ABN8J4G8|A0ABN8J4G8_9NEOP DUF11 domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS15791 PE=4 SV=1
g15973.t1	tr|A0A4C2ADV4|A0A4C2ADV4_EUMVA	72.727	110	110	171	100.0	2.7499999999999998e-45	153.0	tr|A0A4C2ADV4|A0A4C2ADV4_EUMVA Bombyxin A-3 OS=Eumeta variegata OX=151549 GN=BBXA3 PE=3 SV=1
g15973.t1	tr|A0A4C1Z5E6|A0A4C1Z5E6_EUMVA	71.818	110	110	106	100.0	3.96e-38	132.0	tr|A0A4C1Z5E6|A0A4C1Z5E6_EUMVA Bombyxin B-1 homolog OS=Eumeta variegata OX=151549 GN=SBXB1 PE=3 SV=1
g15973.t1	tr|A0A4C1Z431|A0A4C1Z431_EUMVA	56.364	110	110	107	100.0	5.53e-33	120.0	tr|A0A4C1Z431|A0A4C1Z431_EUMVA Bombyxin C-1 OS=Eumeta variegata OX=151549 GN=BBXC1 PE=3 SV=1
g15973.t1	tr|F6KMX3|F6KMX3_SPOLI	45.536	112	110	105	100.0	7.82e-21	89.4	tr|F6KMX3|F6KMX3_SPOLI Insulin-like polypeptide 2 OS=Spodoptera littoralis OX=7109 GN=ILPP2 PE=2 SV=1
g15973.t1	tr|A0A9J7EBT5|A0A9J7EBT5_SPOLT	45.536	112	110	105	100.0	1.08e-20	89.0	tr|A0A9J7EBT5|A0A9J7EBT5_SPOLT Bombyxin A-3 homolog OS=Spodoptera litura OX=69820 GN=LOC111355766 PE=3 SV=1
g15973.t1	tr|A0ABR3I0H6|A0ABR3I0H6_LOXSC	46.296	108	110	101	98.0	2.38e-20	87.8	tr|A0ABR3I0H6|A0ABR3I0H6_LOXSC Insulin-like domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_000836 PE=3 SV=1
g15973.t1	tr|A0ACC2R5E6|A0ACC2R5E6_9NEOP	42.991	107	110	105	95.0	4.63e-20	87.4	tr|A0ACC2R5E6|A0ACC2R5E6_9NEOP Insulin-like domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_001709 PE=3 SV=1
g15973.t1	tr|A0A8R2QWI7|A0A8R2QWI7_BOMMO	43.119	109	110	104	97.0	3.23e-18	82.4	tr|A0A8R2QWI7|A0A8R2QWI7_BOMMO Insulin-like domain-containing protein OS=Bombyx mori OX=7091 PE=3 SV=1
g15973.t1	tr|A0A6J2J9D9|A0A6J2J9D9_BOMMA	43.925	107	110	132	95.0	4.27e-18	83.2	tr|A0A6J2J9D9|A0A6J2J9D9_BOMMA Bombyxin B-3-like OS=Bombyx mandarina OX=7092 GN=LOC114239809 PE=3 SV=1
g15973.t1	tr|A0A921YR09|A0A921YR09_MANSE	50.0	88	110	103	79.0	5.36e-18	82.0	tr|A0A921YR09|A0A921YR09_MANSE Insulin-like domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX003257 PE=3 SV=1
g15974.t1	tr|A0A4C2ADV4|A0A4C2ADV4_EUMVA	62.617	107	105	171	100.0	1.5000000000000002e-38	135.0	tr|A0A4C2ADV4|A0A4C2ADV4_EUMVA Bombyxin A-3 OS=Eumeta variegata OX=151549 GN=BBXA3 PE=3 SV=1
g15974.t1	tr|A0A4C1Z431|A0A4C1Z431_EUMVA	60.0	110	105	107	100.0	1.81e-33	120.0	tr|A0A4C1Z431|A0A4C1Z431_EUMVA Bombyxin C-1 OS=Eumeta variegata OX=151549 GN=BBXC1 PE=3 SV=1
