qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	source_file	classification
g9305.t1	tr|A0AAV1K833|A0AAV1K833_9NEOP	52.393	1170	1044	1468	100	0.0	993.0	Chorion peroxidase OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS1245 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0ABN8B152|A0ABN8B152_CHISP	59.483	812	1044	1514	100	0.0	887.0	Chorion peroxidase OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS2255 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0ABN8B152|A0ABN8B152_CHISP	34.879	496	1044	1514	100	1.6800000000000002e-43	184.0	Chorion peroxidase OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS2255 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0A921Z8M9|A0A921Z8M9_MANSE	72.258	620	1044	1515	94	0.0	873.0	Chorion peroxidase OS=Manduca sexta OX=7130 GN=O3G_MSEX008127 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0A921Z8M9|A0A921Z8M9_MANSE	38.983	413	1044	1515	94	2.17e-47	196.0	Chorion peroxidase OS=Manduca sexta OX=7130 GN=O3G_MSEX008127 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0AAU9TIP4|A0AAU9TIP4_EUPED	71.757	609	1044	1477	99	0.0	858.0	Chorion peroxidase OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS2067 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0AAU9TIP4|A0AAU9TIP4_EUPED	32.609	460	1044	1477	99	7.72e-43	182.0	Chorion peroxidase OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS2067 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0A8R2QSE3|A0A8R2QSE3_BOMMO	66.717	661	1044	1492	99	0.0	848.0	Chorion peroxidase OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9305.t1	tr|A0A8R2QSE3|A0A8R2QSE3_BOMMO	35.831	427	1044	1492	99	2.83e-43	183.0	Chorion peroxidase OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0ACC1DKU1|A0ACC1DKU1_9NEOP	48.725	353	353	601	97	1.69e-104	328.0	EB domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_000755 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0AAV1JWR4|A0AAV1JWR4_9NEOP	48.387	341	353	589	97	5.749999999999999e-104	326.0	EB domain-containing protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS12239 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0A8R2AMV6|A0A8R2AMV6_BOMMO	47.953	342	353	612	97	4.2e-103	325.0	EB domain-containing protein OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0A6J2JT28|A0A6J2JT28_BOMMA	47.953	342	353	612	97	5.860000000000001e-103	324.0	Latent-transforming growth factor beta-binding protein 4 OS=Bombyx mandarina OX=7092 GN=LOC114244458 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0A821XHQ7|A0A821XHQ7_9NEOP	46.291	337	353	589	95	6.18e-101	318.0	EB domain-containing protein OS=Pieris macdunnoughi OX=345717 GN=PMACD_LOCUS14883 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0ABN8IRE7|A0ABN8IRE7_9NEOP	49.258	337	353	592	95	8.96e-101	318.0	EB domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS12829 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0A9P0TJ79|A0A9P0TJ79_PIEBR	46.471	340	353	595	96	2.06e-100	317.0	EB domain-containing protein OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS9530 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0A0N0PCR6|A0A0N0PCR6_PAPMA	48.765	324	353	411	92	2.5e-100	311.0	EB domain-containing protein OS=Papilio machaon OX=76193 GN=RR48_01192 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0AAV1LAM8|A0AAV1LAM8_9NEOP	45.588	340	353	579	96	1.05e-98	312.0	EB domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS12123 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9308.t1	tr|A0ACC2PZW7|A0ACC2PZW7_9NEOP	46.328	354	353	608	97	4.31e-98	312.0	EB domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_012272 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1Z374|A0A4C1Z374_EUMVA	38.356	146	150	861	91	1.39e-13	77.4	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1YNB8|A0A4C1YNB8_EUMVA	38.509	161	150	348	89	1.49e-12	73.6	Zinc finger protein 155 OS=Eumeta variegata OX=151549 GN=ZNF155 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C2A3D7|A0A4C2A3D7_EUMVA	37.391	115	150	537	74	3.71e-11	70.1	Zinc finger protein 227 OS=Eumeta variegata OX=151549 GN=ZNF227 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1Z502|A0A4C1Z502_EUMVA	38.411	151	150	731	88	3.79e-11	70.1	Zinc finger protein 569 OS=Eumeta variegata OX=151549 GN=ZNF569 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1ZBD8|A0A4C1ZBD8_EUMVA	38.732	142	150	571	78	1.08e-09	65.9	Zinc finger protein 570 OS=Eumeta variegata OX=151549 GN=ZNF570 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1ZP30|A0A4C1ZP30_EUMVA	38.333	120	150	281	71	1.24e-09	65.1	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_64157_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1ZAD6|A0A4C1ZAD6_EUMVA	33.333	138	150	202	74	2.27e-09	63.5	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_65663_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1Z1A2|A0A4C1Z1A2_EUMVA	35.338	133	150	655	86	2.48e-09	65.1	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1YSH8|A0A4C1YSH8_EUMVA	36.607	112	150	720	72	1.27e-08	62.8	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9311.t1	tr|A0A4C1Y3P7|A0A4C1Y3P7_EUMVA	34.146	164	150	729	89	1.65e-08	62.8	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C1ZBD8|A0A4C1ZBD8_EUMVA	36.129	155	145	571	91	6.43e-10	66.6	Zinc finger protein 570 OS=Eumeta variegata OX=151549 GN=ZNF570 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C1YNB8|A0A4C1YNB8_EUMVA	39.216	153	145	348	88	5.23e-09	63.5	Zinc finger protein 155 OS=Eumeta variegata OX=151549 GN=ZNF155 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C1Z1A2|A0A4C1Z1A2_EUMVA	34.091	132	145	655	87	1.33e-08	62.8	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C2A3D7|A0A4C2A3D7_EUMVA	37.755	98	145	537	75	4.03e-07	58.5	Zinc finger protein 227 OS=Eumeta variegata OX=151549 GN=ZNF227 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C1ZWX4|A0A4C1ZWX4_EUMVA	33.333	156	145	582	71	1.05e-06	57.4	Zinc finger protein 782 OS=Eumeta variegata OX=151549 GN=ZNF782 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C1Z374|A0A4C1Z374_EUMVA	32.624	141	145	861	92	1.2e-06	57.0	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C1Y3P7|A0A4C1Y3P7_EUMVA	34.615	156	145	729	88	6.02e-06	55.1	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9313.t1	tr|A0A4C1ZBX6|A0A4C1ZBX6_EUMVA	34.884	129	145	858	73	3e-05	53.1	Zinc finger protein 271 OS=Eumeta variegata OX=151549 GN=ZNF271 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A9J7EAM2|A0A9J7EAM2_SPOLT	92.262	168	168	270	100	5.86e-112	328.0	Uncharacterized protein LOC111357143 OS=Spodoptera litura OX=69820 GN=LOC111357143 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0ABN8L748|A0ABN8L748_CHISP	92.857	168	168	762	100	8.81e-109	336.0	C2H2-type domain-containing protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS9042 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A7F5RK61|A0A7F5RK61_AGRPL	93.413	167	168	841	99	3.66e-108	336.0	Uncharacterized protein LOC112905893 OS=Agrilus planipennis OX=224129 GN=LOC112906404 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A7F5RK49|A0A7F5RK49_AGRPL	93.413	167	168	841	99	3.9e-108	336.0	Uncharacterized protein LOC112906448 OS=Agrilus planipennis OX=224129 GN=LOC112906448 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A8J2WDZ9|A0A8J2WDZ9_9NEOP	92.814	167	168	811	99	1.4e-106	331.0	(African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS14893 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A4C1ZJL5|A0A4C1ZJL5_EUMVA	89.881	168	168	286	100	2.69e-106	314.0	C2H2-type domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_60062_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A4C1UX04|A0A4C1UX04_EUMVA	89.881	168	168	348	100	4.2699999999999996e-106	316.0	C2H2-type domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_82551_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A4C1T4C7|A0A4C1T4C7_EUMVA	90.419	167	168	466	99	1.05e-105	319.0	C2H2-type domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_77123_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A4C1X2X5|A0A4C1X2X5_EUMVA	89.222	167	168	389	99	1.39e-105	316.0	C2H2-type domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_33256_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9314.t1	tr|A0A4C1V649|A0A4C1V649_EUMVA	90.476	168	168	798	99	3.5700000000000003e-103	322.0	C2H2-type domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_17070_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0A4C1XJU0|A0A4C1XJU0_EUMVA	88.541	1213	1213	1201	100	0.0	2212.0	Focadhesin OS=Eumeta variegata OX=151549 GN=Focad PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0AAD8DRD3|A0AAD8DRD3_MYTSE	57.072	1209	1213	1214	99	0.0	1391.0	Focadhesin OS=Mythimna separata OX=271217 GN=PYW07_005531 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0ABM3MWZ9|A0ABM3MWZ9_GALME	58.141	1216	1213	1219	99	0.0	1387.0	Focadhesin isoform X2 OS=Galleria mellonella OX=7137 GN=LOC113515764 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0ABN8B378|A0ABN8B378_CHISP	56.312	1204	1213	1202	99	0.0	1380.0	DUF3730 domain-containing protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS4352 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0ABN8L7D5|A0ABN8L7D5_CHISP	56.312	1204	1213	1189	99	0.0	1380.0	DUF3730 domain-containing protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS4352 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0A9N9RGM1|A0A9N9RGM1_9NEOP	57.475	1204	1213	1204	99	0.0	1379.0	Focadhesin OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS13169 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0ABM3MX09|A0ABM3MX09_GALME	57.749	1226	1213	1229	99	0.0	1379.0	Focadhesin isoform X1 OS=Galleria mellonella OX=7137 GN=LOC113515764 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0ABR3HIB6|A0ABR3HIB6_LOXSC	55.782	1228	1213	1229	99	0.0	1378.0	DUF3730 domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_006304 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0A921ZPE8|A0A921ZPE8_MANSE	57.084	1207	1213	1202	99	0.0	1377.0	DUF3730 domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX012746 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9315.t1	tr|A0A6J2JRA6|A0A6J2JRA6_BOMMA	57.06	1211	1213	1209	99	0.0	1377.0	Focadhesin OS=Bombyx mandarina OX=7092 GN=LOC114244607 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0A4C1XM75|A0A4C1XM75_EUMVA	70.968	93	93	92	100	6.06e-44	146.0	Deltamethrin resistance protein prag01 domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_56488_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0A7E5WAU4|A0A7E5WAU4_TRINI	45.455	88	93	100	95	1.63e-20	87.4	Uncharacterized protein LOC113500650 OS=Trichoplusia ni OX=7111 GN=LOC113500650 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0AAV1LXP4|A0AAV1LXP4_9NEOP	43.011	93	93	102	100	5.77e-20	86.3	Deltamethrin resistance protein prag01 domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS17917 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0AAV1M9Z1|A0AAV1M9Z1_9NEOP	42.222	90	93	102	97	2.12e-19	84.7	Deltamethrin resistance protein prag01 domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS22763 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0A835GM28|A0A835GM28_SPOEX	42.0	100	93	127	99	1.41e-18	83.6	Deltamethrin resistance protein prag01 domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_004982 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0AAV1LUP0|A0AAV1LUP0_9NEOP	42.553	94	93	103	100	3.68e-18	81.6	Deltamethrin resistance protein prag01 domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS17917 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0ACC1D4Q3|A0ACC1D4Q3_9NEOP	50.0	84	93	102	89	3.7e-18	81.6	Deltamethrin resistance protein prag01 domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_005479 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0A8S1BLG7|A0A8S1BLG7_ARCPL	43.373	83	93	101	89	2.04e-17	79.7	Deltamethrin resistance protein prag01 domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS16183 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0A8R2AGV3|A0A8R2AGV3_BOMMO	44.304	79	93	110	85	5.81e-17	79.0	Deltamethrin resistance protein prag01 domain-containing protein OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9318.t1	tr|A0A6J2JE35|A0A6J2JE35_BOMMA	44.304	79	93	110	85	6e-17	79.0	Uncharacterized protein LOC114240824 OS=Bombyx mandarina OX=7092 GN=LOC114240824 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A6G5NKJ9|A0A6G5NKJ9_PLUXY	60.41	927	938	934	96	0.0	1122.0	Aminopeptidase OS=Plutella xylostella OX=51655 GN=APN10 PE=2 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A8S4G780|A0A8S4G780_PLUXY	60.302	927	938	934	96	0.0	1120.0	Aminopeptidase OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS15232 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A6J1WKR8|A0A6J1WKR8_GALME	62.64	894	938	938	93	0.0	1111.0	Aminopeptidase OS=Galleria mellonella OX=7137 GN=LOC113515351 PE=3 SV=2	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0ABQ7QSY9|A0ABQ7QSY9_PLUXY	66.208	799	938	801	85	0.0	1105.0	Aminopeptidase OS=Plutella xylostella OX=51655 GN=JYU34_006782 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A8B8IGI3|A0A8B8IGI3_VANTA	58.805	937	938	938	98	0.0	1102.0	Aminopeptidase OS=Vanessa tameamea OX=334116 GN=LOC113400759 PE=3 SV=2	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0ABR3I1H0|A0ABR3I1H0_LOXSC	59.765	937	938	940	98	0.0	1092.0	Aminopeptidase OS=Loxostege sticticalis OX=481309 GN=ABMA27_001086 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A921Z3E1|A0A921Z3E1_MANSE	60.064	939	938	938	98	0.0	1087.0	Aminopeptidase OS=Manduca sexta OX=7130 GN=O3G_MSEX006399 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A9N9WJ10|A0A9N9WJ10_9NEOP	58.969	931	938	938	97	0.0	1085.0	Aminopeptidase OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS12326 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A6J1NEU6|A0A6J1NEU6_BICAN	58.887	934	938	934	97	0.0	1081.0	Aminopeptidase OS=Bicyclus anynana OX=110368 GN=LOC112049724 PE=3 SV=2	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9320.t1	tr|A0A8J9UT12|A0A8J9UT12_9NEOP	56.992	944	938	971	98	0.0	1075.0	Aminopeptidase (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS10950 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A8B8IGI3|A0A8B8IGI3_VANTA	68.489	933	942	938	99	0.0	1365.0	Aminopeptidase OS=Vanessa tameamea OX=334116 GN=LOC113400759 PE=3 SV=2	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A6G5NKJ9|A0A6G5NKJ9_PLUXY	68.898	926	942	934	98	0.0	1362.0	Aminopeptidase OS=Plutella xylostella OX=51655 GN=APN10 PE=2 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A8S4G780|A0A8S4G780_PLUXY	68.79	926	942	934	98	0.0	1360.0	Aminopeptidase OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS15232 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A6J1WKR8|A0A6J1WKR8_GALME	69.694	914	942	938	97	0.0	1352.0	Aminopeptidase OS=Galleria mellonella OX=7137 GN=LOC113515351 PE=3 SV=2	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0ABR3I1H0|A0ABR3I1H0_LOXSC	68.703	933	942	940	99	0.0	1343.0	Aminopeptidase OS=Loxostege sticticalis OX=481309 GN=ABMA27_001086 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A9N9WJ10|A0A9N9WJ10_9NEOP	68.472	923	942	938	98	0.0	1337.0	Aminopeptidase OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS12326 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A6J1NEU6|A0A6J1NEU6_BICAN	67.164	938	942	934	99	0.0	1332.0	Aminopeptidase OS=Bicyclus anynana OX=110368 GN=LOC112049724 PE=3 SV=2	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A921Z3E1|A0A921Z3E1_MANSE	68.77	935	942	938	99	0.0	1332.0	Aminopeptidase OS=Manduca sexta OX=7130 GN=O3G_MSEX006399 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A8J9UT12|A0A8J9UT12_9NEOP	66.31	935	942	971	98	0.0	1327.0	Aminopeptidase (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS10950 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9321.t1	tr|A0A9N8Q077|A0A9N8Q077_CHRIL	67.232	943	942	970	99	0.0	1322.0	Aminopeptidase OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS11649 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0AAV1KGA8|A0AAV1KGA8_9NEOP	59.298	570	603	538	93	0.0	661.0	PiggyBac transposable element-derived protein domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS3225 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0AAV0WHY8|A0AAV0WHY8_9HEMI	42.314	605	603	594	99	4.7500000000000006e-161	483.0	PiggyBac transposable element-derived protein domain-containing protein OS=Macrosiphum euphorbiae OX=13131 GN=MEUPH1_LOCUS11250 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0A1Y1MSE2|A0A1Y1MSE2_PHOPY	42.574	606	603	585	99	5.180000000000001e-161	482.0	PiggyBac transposable element-derived protein domain-containing protein OS=Photinus pyralis OX=7054 GN=PPYR_00776 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0A4Y2SLV1|A0A4Y2SLV1_ARAVE	43.182	572	603	574	94	1.6900000000000002e-160	480.0	PiggyBac transposable element-derived protein 4 OS=Araneus ventricosus OX=182803 GN=PGBD4_567 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0A4Y2GEG6|A0A4Y2GEG6_ARAVE	43.007	572	603	575	94	2.6900000000000002e-160	480.0	PiggyBac transposable element-derived protein 4 OS=Araneus ventricosus OX=182803 GN=PGBD4_615 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0A4Y2Q863|A0A4Y2Q863_ARAVE	43.455	573	603	575	94	3.2800000000000004e-160	479.0	PiggyBac transposable element-derived protein 4 OS=Araneus ventricosus OX=182803 GN=PGBD4_259 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0A087UAY4|A0A087UAY4_STEMI	45.486	576	603	558	94	3.37e-160	479.0	PiggyBac transposable element-derived protein 4 (Fragment) OS=Stegodyphus mimosarum OX=407821 GN=X975_20931 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0AAV0Y1F7|A0AAV0Y1F7_9HEMI	42.484	612	603	596	99	3.45e-160	480.0	PiggyBac transposable element-derived protein domain-containing protein OS=Macrosiphum euphorbiae OX=13131 GN=MEUPH1_LOCUS27060 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9327.t1	tr|A0A4Y2USX1|A0A4Y2USX1_ARAVE	43.007	572	603	578	94	3.7700000000000005e-160	479.0	PiggyBac transposable element-derived protein 4 OS=Araneus ventricosus OX=182803 GN=PGBD4_389 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9328.t1	tr|A0A9R0EJ00|A0A9R0EJ00_SPOFR	97.011	368	372	594	99	0.0	741.0	PiggyBac transposable element-derived protein 3-like OS=Spodoptera frugiperda OX=7108 GN=LOC118267134 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g9328.t1	tr|A0A9R0ETY4|A0A9R0ETY4_SPOFR	97.011	368	372	499	99	0.0	740.0	PiggyBac transposable element-derived protein 3-like OS=Spodoptera frugiperda OX=7108 GN=LOC118281064 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
