gene_id	protein_id	top_hit_sseqid	top_hit_accession	top_hit_identity_pct	top_hit_query_coverage_pct	top_hit_evalue	top_hit_bitscore	top_hit_description	interpro_evidence	phylo_success	phylo_sequence_count	alignment_length	trimmed_alignment_length	iqtree_model	ufboot_mean_pct	ufboot_min_pct	ufboot_max_pct	ufboot_nodes	sh_alrt_mean_pct	sh_alrt_min_pct	sh_alrt_max_pct	sh_alrt_nodes	phylo_error
g16396.t1	g16396.t1	tr|A0ABN8J582|A0ABN8J582_9NEOP	A0ABN8J582	75.235	94	2.53e-165	477.0	tr|A0ABN8J582|A0ABN8J582_9NEOP Retinoid-inducible serine carboxypeptidase (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS17160 PE=3 SV=1	G3DSA:3.40.50.1820: alpha/beta hydrolase; InterPro=IPR029058; SSF53474: alpha/beta-Hydrolases; PTHR11802: SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE; InterPro=IPR001563; PF00450: Serine carboxypeptidase; PR00724: Carboxypeptidase C serine protease (S10) family signature	True	11	451	437	Q.PFAM+G4	83.0	47.0	100.0	8	78.6875	17.6	100.0	8	
g19654.t1	g19654.t1	tr|A0A4C1Y749|A0A4C1Y749_EUMVA	A0A4C1Y749	87.5	100	3.4200000000000002e-164	464.0	tr|A0A4C1Y749|A0A4C1Y749_EUMVA Nuclear receptor-binding factor 2 OS=Eumeta variegata OX=151549 GN=Nrbf2 PE=4 SV=1	Coil: Coil; mobidb-lite: consensus disorder prediction; SSF140361: MIT domain-like; PTHR14964: NUCLEAR RECEPTOR BINDING FACTOR 2; InterPro=IPR039679; G3DSA:1.20.58.80: -; PF17169: MIT domain of nuclear receptor-binding factor 2; InterPro=IPR033393	True	11	278	265	Q.INSECT+G4	84.375	47.0	100.0	8	90.9	77.2	100.0	8	
g13775.t1	g13775.t1	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	A0A4C1WGE0	96.104	90	2.1900000000000003e-163	460.0	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; cd00190: Tryp_SPc; InterPro=IPR001254; G3DSA:2.40.10.10: -; PTHR24276: POLYSERASE-RELATED; PS50240: Serine proteases, trypsin domain profile.; PF00089: Trypsin; SM00020: trypsin_2	True	11	262	256	Q.PFAM+G4	75.0	46.0	100.0	8	82.9125	43.6	100.0	8	
g13781.t1	g13781.t1	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA	A0A4C1WDX3	87.984	99	1.02e-159	452.0	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45633_1 PE=3 SV=1	PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PTHR24276: POLYSERASE-RELATED; G3DSA:2.40.10.10:FF:000068: transmembrane protease serine 2; G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PS50240: Serine proteases, trypsin domain profile.; InterPro=IPR001254; PF00089: Trypsin; SM00020: trypsin_2; G3DSA:2.40.10.10: -; cd00190: Tryp_SPc; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003	True	11	635	256	Q.INSECT+F+G4	79.875	50.0	100.0	8	88.1	67.3	100.0	8	
g13179.t1	g13179.t1	tr|A0A4C1UYD8|A0A4C1UYD8_EUMVA	A0A4C1UYD8	99.543	100	6.55e-156	450.0	Modifier of mdg4 OS=Eumeta variegata OX=151549 GN=mod(mdg4) PE=4 SV=1	PTHR23110: BTB DOMAIN TRANSCRIPTION FACTOR; InterPro=IPR051095; PS50097: BTB domain profile.; InterPro=IPR000210; mobidb-lite: consensus disorder prediction; SSF54695: POZ domain; InterPro=IPR011333; PF00651: BTB/POZ domain; G3DSA:3.30.710.10: Potassium Channel Kv1.1; Chain A	True	11	548	340	Q.PLANT+I+G4	67.75	42.0	100.0	8	75.975	35.3	100.0	8	
g13784.t1	g13784.t1	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA	A0A4C1WEL4	87.083	93	1.03e-149	441.0	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA trypsin OS=Eumeta variegata OX=151549 GN=EVAR_45636_1 PE=4 SV=1	G3DSA:2.40.10.10:FF:000047: Trypsin eta; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; cd00190: Tryp_SPc; InterPro=IPR001254; PF00089: Trypsin; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PS50240: Serine proteases, trypsin domain profile.; G3DSA:2.40.10.10: -; PTHR24276: POLYSERASE-RELATED; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; SM00020: trypsin_2	True	11	635	256	WAG+F+I	85.875	64.0	100.0	8	88.425	67.7	100.0	8	
g13777.t1	g13777.t1	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	A0A4C1WGE0	91.342	90	8.030000000000001e-154	436.0	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	SM00020: trypsin_2; InterPro=IPR001254; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PF00089: Trypsin; cd00190: Tryp_SPc; G3DSA:2.40.10.10: -; PTHR24276: POLYSERASE-RELATED; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PS50240: Serine proteases, trypsin domain profile.	True	11	277	256	WAG+F+G4	76.5	52.0	100.0	8	89.275	62.0	100.0	8	
g2864.t1	g2864.t1	tr|A0A4C1SF71|A0A4C1SF71_EUMVA	A0A4C1SF71	72.109	97	1.18e-151	435.0	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74358_1 PE=4 SV=1	G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PF00089: Trypsin; InterPro=IPR001254; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PS50240: Serine proteases, trypsin domain profile.; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; G3DSA:2.40.10.10: -; cd00190: Tryp_SPc; PTHR24276: POLYSERASE-RELATED; SM00020: trypsin_2; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314	True	11	484	263	WAG+G4	87.5	68.0	100.0	8	90.0625	70.2	100.0	8	
g4081.t1	g4081.t1	tr|A0A4C1TF99|A0A4C1TF99_EUMVA	A0A4C1TF99	68.098	100	4.73e-150	431.0	Lipoprotein lipase OS=Eumeta variegata OX=151549 GN=LPL PE=3 SV=1	PTHR11610: LIPASE; InterPro=IPR000734; PF00151: Lipase; InterPro=IPR013818; SSF53474: alpha/beta-Hydrolases; InterPro=IPR029058; G3DSA:3.40.50.1820: alpha/beta hydrolase; PR00821: Triacylglycerol lipase family signature	True	11	959	298	Q.PFAM+G4	82.5	51.0	100.0	8	90.125	71.8	100.0	8	
g13776.t1	g13776.t1	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	A0A4C1WGE0	88.261	92	2.17e-151	430.0	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	cd00190: Tryp_SPc; InterPro=IPR001254; PTHR24276: POLYSERASE-RELATED; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PS50240: Serine proteases, trypsin domain profile.; SM00020: trypsin_2; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; G3DSA:2.40.10.10: -; PF00089: Trypsin	True	11	262	255	Q.PFAM+G4	79.125	51.0	100.0	8	79.0375	17.9	100.0	8	
g18546.t1	g18546.t1	tr|A0A4C1U938|A0A4C1U938_EUMVA	A0A4C1U938	81.275	100	1.4999999999999999e-146	422.0	tr|A0A4C1U938|A0A4C1U938_EUMVA Circadian clock-controlled protein OS=Eumeta variegata OX=151549 GN=EVAR_95305_1 PE=4 SV=1	SSF55394: Bactericidal permeability-increasing protein, BPI; InterPro=IPR017943; G3DSA:3.15.10.30: Haemolymph juvenile hormone binding protein; InterPro=IPR038606; PF06585: Haemolymph juvenile hormone binding protein (JHBP); InterPro=IPR010562; PTHR11008: PROTEIN TAKEOUT-LIKE PROTEIN; SM00700: jhbp	True	11	369	268	Q.PFAM+G4	86.75	57.0	100.0	8	88.0875	54.9	100.0	8	
g2862.t1	g2862.t1	tr|A0ACC1CV66|A0ACC1CV66_9NEOP	A0ACC1CV66	68.166	96	4.65e-145	422.0	Lipase OS=Dendrolimus kikuchii OX=765133 GN=K1T71_008723 PE=3 SV=1	G3DSA:3.40.50.1820:FF:000057: Lipase; PTHR11005: LYSOSOMAL ACID LIPASE-RELATED; SSF53474: alpha/beta-Hydrolases; InterPro=IPR029058; PF04083: Partial alpha/beta-hydrolase lipase region; InterPro=IPR006693; G3DSA:3.40.50.1820: alpha/beta hydrolase	True	11	448	420	LG+G4	80.875	35.0	100.0	8	79.8375	19.8	100.0	8	
g15091.t1	g15091.t1	tr|A0A4C1SD69|A0A4C1SD69_EUMVA	A0A4C1SD69	79.167	100	1.41e-143	412.0	tr|A0A4C1SD69|A0A4C1SD69_EUMVA Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74357_1 PE=3 SV=1	PF00089: Trypsin; InterPro=IPR001254; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; cd00190: Tryp_SPc; G3DSA:2.40.10.10:FF:000068: transmembrane protease serine 2; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; SM00020: trypsin_2; PS50240: Serine proteases, trypsin domain profile.; PTHR24276: POLYSERASE-RELATED; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; G3DSA:2.40.10.10: -	True	11	442	263	WAG+G4	78.625	40.0	100.0	8	76.7375	28.5	99.8	8	
g14298.t1	g14298.t1	tr|A0A4C1SD69|A0A4C1SD69_EUMVA	A0A4C1SD69	78.788	100	2.91e-143	411.0	tr|A0A4C1SD69|A0A4C1SD69_EUMVA Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74357_1 PE=3 SV=1	PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; cd00190: Tryp_SPc; InterPro=IPR001254; PS50240: Serine proteases, trypsin domain profile.; PTHR24276: POLYSERASE-RELATED; SM00020: trypsin_2; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PF00089: Trypsin; G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; G3DSA:2.40.10.10:FF:000068: transmembrane protease serine 2; G3DSA:2.40.10.10: -; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003	True	11	442	263	WAG+G4	79.125	40.0	100.0	8	76.625	30.9	99.8	8	
g13783.t1	g13783.t1	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA	A0A4C1WEL4	81.818	93	3.63e-136	405.0	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA trypsin OS=Eumeta variegata OX=151549 GN=EVAR_45636_1 PE=4 SV=1	G3DSA:2.40.10.10: -; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PF00089: Trypsin; InterPro=IPR001254; PS50240: Serine proteases, trypsin domain profile.; G3DSA:2.40.10.10:FF:000036: Trypsin beta; PTHR24276: POLYSERASE-RELATED; G3DSA:2.40.10.10:FF:000068: transmembrane protease serine 2; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; SM00020: trypsin_2; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; cd00190: Tryp_SPc	True	11	641	257	Q.PFAM+G4	80.5	46.0	100.0	8	75.6125	6.9	100.0	8	
g15779.t1	g15779.t1	tr|A0A4C1X2M3|A0A4C1X2M3_EUMVA	A0A4C1X2M3	87.5	100	1.72e-140	400.0	tr|A0A4C1X2M3|A0A4C1X2M3_EUMVA Glutathione S-transferase 1, isoform D OS=Eumeta variegata OX=151549 GN=GstD1 PE=4 SV=1	G3DSA:1.20.1050.10: -; PF00043: Glutathione S-transferase, C-terminal domain; InterPro=IPR004046; G3DSA:3.40.30.10:FF:000034: glutathione S-transferase 1; SFLDG00358: Main (cytGST); PTHR43969: GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED; G3DSA:1.20.1050.10:FF:000007: Glutathione S-transferase 1-1; SFLDS00019: Glutathione Transferase (cytosolic); InterPro=IPR040079; SSF52833: Thioredoxin-like; InterPro=IPR036249; G3DSA:3.40.30.10: Glutaredoxin; SSF47616: GST C-terminal domain-like; InterPro=IPR036282; PS50404: Soluble glutathione S-transferase N-terminal domain profile.; InterPro=IPR004045; cd03045: GST_N_Delta_Epsilon; PS50405: Soluble glutathione S-transferase C-terminal domain profile.; InterPro=IPR010987; cd03177: GST_C_Delta_Epsilon; SFLDG01153: Main.4: Theta-like; PF13417: Glutathione S-transferase, N-terminal domain	True	11	217	215	Q.PLANT+G4	81.625	33.0	100.0	8	85.91250000000001	34.9	100.0	8	
g4114.t1	g4114.t1	tr|A0A4C1Z8Z0|A0A4C1Z8Z0_EUMVA	A0A4C1Z8Z0	79.646	100	2.11e-140	399.0	Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1	PS50405: Soluble glutathione S-transferase C-terminal domain profile.; InterPro=IPR010987; PF13410: Glutathione S-transferase, C-terminal domain; G3DSA:3.40.30.10: Glutaredoxin; InterPro=IPR036249; SFLDG01153: Main.4: Theta-like; SFLDG00358: Main (cytGST); cd03177: GST_C_Delta_Epsilon; PS50404: Soluble glutathione S-transferase N-terminal domain profile.; InterPro=IPR004045; PTHR43969: GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED; SSF52833: Thioredoxin-like; PF13417: Glutathione S-transferase, N-terminal domain; G3DSA:1.20.1050.10: -; G3DSA:3.40.30.10:FF:000034: glutathione S-transferase 1; SSF47616: GST C-terminal domain-like; InterPro=IPR036282; G3DSA:1.20.1050.10:FF:000007: Glutathione S-transferase 1-1; SFLDS00019: Glutathione Transferase (cytosolic); InterPro=IPR040079	True	11	281	224	LG+G4	93.25	74.0	100.0	8	91.4375	58.6	100.0	8	
g16391.t1	g16391.t1	tr|A0A4C1Z8T8|A0A4C1Z8T8_EUMVA	A0A4C1Z8T8	82.432	99	1.6599999999999998e-138	396.0	tr|A0A4C1Z8T8|A0A4C1Z8T8_EUMVA Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1	SSF47616: GST C-terminal domain-like; InterPro=IPR036282; G3DSA:3.40.30.10: Glutaredoxin; InterPro=IPR036249; SFLDG00358: Main (cytGST); PS50405: Soluble glutathione S-transferase C-terminal domain profile.; InterPro=IPR010987; G3DSA:1.20.1050.10:FF:000007: Glutathione S-transferase 1-1; PF13417: Glutathione S-transferase, N-terminal domain; InterPro=IPR004045; SFLDS00019: Glutathione Transferase (cytosolic); InterPro=IPR040079; PS50404: Soluble glutathione S-transferase N-terminal domain profile.; PTHR43969: GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED; PF00043: Glutathione S-transferase, C-terminal domain; InterPro=IPR004046; SSF52833: Thioredoxin-like; G3DSA:1.20.1050.10: -; cd03177: GST_C_Delta_Epsilon	True	11	283	223	LG+I+G4	85.5	54.0	100.0	8	79.875	14.7	99.7	8	
g13779.t1	g13779.t1	tr|A0A4C1WHF6|A0A4C1WHF6_EUMVA	A0A4C1WHF6	82.553	90	1.21e-133	386.0	tr|A0A4C1WHF6|A0A4C1WHF6_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45629_1 PE=3 SV=1	G3DSA:2.40.10.10: -; SM00020: trypsin_2; InterPro=IPR001254; PTHR24276: POLYSERASE-RELATED; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PF00089: Trypsin; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; cd00190: Tryp_SPc; PS50240: Serine proteases, trypsin domain profile.	True	11	637	257	WAG+F+G4	73.75	20.0	100.0	8	90.175	62.8	100.0	8	
g8852.t1	g8852.t1	sp|Q1HQK0|KAD2_AEDAE	Q1HQK0	76.05	98	1.8699999999999998e-134	381.0	Adenylate kinase OS=Aedes aegypti OX=7159 GN=Adk2 PE=2 SV=1	PR00094: Adenylate kinase signature; InterPro=IPR000850; G3DSA:3.40.50.300:FF:000106: Adenylate kinase mitochondrial; NF001380: adenylate kinase; NF011100: adenylate kinase; G3DSA:3.40.50.300: -; InterPro=IPR027417; PF05191: Adenylate kinase, active site lid; InterPro=IPR007862; mobidb-lite: consensus disorder prediction; PF00406: Adenylate kinase; cd01428: ADK; MF_03168: Adenylate kinase 2, mitochondrial [AK2].; InterPro=IPR028587; Coil: Coil; MF_00235: Adenylate kinase [adk].; PTHR23359: NUCLEOTIDE KINASE; PS00113: Adenylate kinase signature.; InterPro=IPR033690; NF001381: adenylate kinase; SSF52540: P-loop containing nucleoside triphosphate hydrolases; TIGR01351: adenylate kinase; InterPro=IPR006259	True	11	244	240	LG+G4	65.375	43.0	93.0	8	58.8625	0.0	98.9	8	
g3539.t1	g3539.t1	tr|A0A4C1YZY8|A0A4C1YZY8_EUMVA	A0A4C1YZY8	71.605	99	1.16e-127	375.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	mobidb-lite: consensus disorder prediction; PS00284: Serpins signature.; InterPro=IPR023795; G3DSA:2.30.39.10: -; InterPro=IPR042185; G3DSA:3.30.497.10: Antithrombin, subunit I, domain 2; InterPro=IPR042178; PTHR11461: SERINE PROTEASE INHIBITOR, SERPIN; InterPro=IPR000215; SSF56574: Serpins; InterPro=IPR036186; SM00093: serpin2; InterPro=IPR023796; PF00079: Serpin (serine protease inhibitor)	True	11	424	382	Q.YEAST+G4	90.0	62.0	100.0	8	88.5125	49.3	100.0	8	
g10834.t1	g10834.t1	tr|A0A4C1ZSN6|A0A4C1ZSN6_EUMVA	A0A4C1ZSN6	90.31	100	1.07e-128	374.0	Adult-specific rigid cuticular protein 12.6 OS=Eumeta variegata OX=151549 GN=EVAR_57264_1 PE=4 SV=1	PTHR10380: CUTICLE PROTEIN; InterPro=IPR050468; PS51155: Chitin-binding type R&R domain profile.; InterPro=IPR000618; PF00379: Insect cuticle protein; mobidb-lite: consensus disorder prediction	True	11	346	270	Q.PLANT+F+R2	66.85714285714286	44.0	100.0	7	71.88571428571429	36.0	100.0	7	
g4123.t1	g4123.t1	tr|A0A4C1U445|A0A4C1U445_EUMVA	A0A4C1U445	93.684	100	5.6200000000000005e-129	367.0	Signal peptidase complex subunit 2 OS=Eumeta variegata OX=151549 GN=Spase25 PE=3 SV=1	PTHR13085: MICROSOMAL SIGNAL PEPTIDASE 25 KDA SUBUNIT; InterPro=IPR009582; PF06703: Microsomal signal peptidase 25 kDa subunit (SPC25)	True	11	190	184	Q.PLANT+R2	71.125	32.0	100.0	8	80.4625	54.8	99.7	8	
g3686.t1	g3686.t1	tr|A0A6J1WV74|A0A6J1WV74_GALME	A0A6J1WV74	69.835	92	2.4299999999999998e-126	367.0	Trypsin, alkaline C-like OS=Galleria mellonella OX=7137 GN=LOC113516381 PE=3 SV=1	G3DSA:2.40.10.10: -; PTHR24276: POLYSERASE-RELATED; cd00190: Tryp_SPc; InterPro=IPR001254; PS50240: Serine proteases, trypsin domain profile.; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PF00089: Trypsin; SM00020: trypsin_2; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116	True	11	264	260	WAG+G4	79.625	49.0	100.0	8	83.2375	51.5	100.0	8	
g16392.t1	g16392.t1	tr|A0A4C1Z354|A0A4C1Z354_EUMVA	A0A4C1Z354	75.446	100	4.8999999999999994e-126	364.0	tr|A0A4C1Z354|A0A4C1Z354_EUMVA Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1	SFLDS00019: Glutathione Transferase (cytosolic); InterPro=IPR040079; SSF47616: GST C-terminal domain-like; InterPro=IPR036282; PF13417: Glutathione S-transferase, N-terminal domain; InterPro=IPR004045; G3DSA:3.40.30.10: Glutaredoxin; InterPro=IPR036249; SSF52833: Thioredoxin-like; PF00043: Glutathione S-transferase, C-terminal domain; InterPro=IPR004046; PTHR43969: GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED; SFLDG00358: Main (cytGST); PS50404: Soluble glutathione S-transferase N-terminal domain profile.; G3DSA:1.20.1050.10:FF:000007: Glutathione S-transferase 1-1; PS50405: Soluble glutathione S-transferase C-terminal domain profile.; InterPro=IPR010987; G3DSA:1.20.1050.10: -; cd03177: GST_C_Delta_Epsilon	True	11	283	221	LG+I+G4	90.375	41.0	100.0	8	85.3125	3.3	99.9	8	
g14299.t1	g14299.t1	tr|A0A4C1SD49|A0A4C1SD49_EUMVA	A0A4C1SD49	64.773	100	1.6000000000000002e-123	361.0	tr|A0A4C1SD49|A0A4C1SD49_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74344_1 PE=3 SV=1	PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; cd00190: Tryp_SPc; InterPro=IPR001254; G3DSA:2.40.10.10: -; PTHR24276: POLYSERASE-RELATED; PS00135: Serine proteases, trypsin family, serine active site.; InterPro=IPR033116; PF00089: Trypsin; SM00020: trypsin_2; PS50240: Serine proteases, trypsin domain profile.; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314	True	11	486	262	WAG+G4	75.5	43.0	100.0	8	84.2875	32.3	100.0	8	
g14301.t1	g14301.t1	tr|A0A4C1SD49|A0A4C1SD49_EUMVA	A0A4C1SD49	85.106	99	4.72e-115	337.0	tr|A0A4C1SD49|A0A4C1SD49_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74344_1 PE=3 SV=1	PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PTHR24276: POLYSERASE-RELATED; PS50240: Serine proteases, trypsin domain profile.; InterPro=IPR001254; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; cd00190: Tryp_SPc; SM00020: trypsin_2; PF00089: Trypsin; G3DSA:2.40.10.10: -	True	11	965	263	Q.PFAM+G4	93.75	70.0	100.0	8	94.0625	71.5	100.0	8	
g13778.t1	g13778.t1	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	A0A4C1WGE0	69.264	89	2.68e-108	321.0	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	G3DSA:2.40.10.10:FF:000002: Transmembrane protease serine; G3DSA:2.40.10.10: -; G3DSA:2.40.10.10:FF:000068: transmembrane protease serine 2; PTHR24276: POLYSERASE-RELATED; SM00020: trypsin_2; InterPro=IPR001254; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; cd00190: Tryp_SPc; PS50240: Serine proteases, trypsin domain profile.; PF00089: Trypsin	True	11	265	256	WAG+F+G4	90.125	76.0	100.0	8	93.0	83.3	99.3	8	
g4994.t1	g4994.t1	tr|A0A4C1VV52|A0A4C1VV52_EUMVA	A0A4C1VV52	97.386	100	3.86e-109	315.0	Nucleoside diphosphate kinase OS=Eumeta variegata OX=151549 GN=awd PE=3 SV=1	cd04413: NDPk_I; SM00562: ndk_5; InterPro=IPR034907; G3DSA:3.30.70.141: -; InterPro=IPR036850; PS00469: Nucleoside diphosphate kinase (NDPK) active site signature.; InterPro=IPR023005; PS51374: Nucleoside diphosphate kinase (NDPK)-like domain profile.; NF001908: nucleoside-diphosphate kinase; SSF54919: Nucleoside diphosphate kinase, NDK; PR01243: Nucleoside diphosphate kinase signature; InterPro=IPR001564; PTHR11349: NUCLEOSIDE DIPHOSPHATE KINASE; G3DSA:3.30.70.141:FF:000002: Nucleoside diphosphate kinase; PF00334: Nucleoside diphosphate kinase; MF_00451: Nucleoside diphosphate kinase [ndk].	True	11	176	153	CPREV+G4	66.25	40.0	98.0	8	66.325	0.0	98.3	8	
g1247.t1	g1247.t1	tr|A0AAD7YKZ8|A0AAD7YKZ8_MYTSE	A0AAD7YKZ8	75.723	100	6.14e-93	288.0	Xaa-Pro dipeptidase OS=Mythimna separata OX=271217 GN=PYW07_012334 PE=3 SV=1	PTHR48480: -; InterPro=IPR052433; SM01011: AMP_N_2; InterPro=IPR007865; G3DSA:3.40.350.10: -; InterPro=IPR029149; SSF53092: Creatinase/prolidase N-terminal domain; PF05195: Aminopeptidase P, N-terminal domain	True	11	571	468	JTTDCMUT+G4	64.25	26.0	100.0	8	71.7	13.6	99.9	8	
g4895.t1	g4895.t1	tr|A0A4C1W8L2|A0A4C1W8L2_EUMVA	A0A4C1W8L2	79.268	100	5.47e-94	285.0	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_28046_1 PE=4 SV=1	SSF56112: Protein kinase-like (PK-like); InterPro=IPR011009; G3DSA:3.90.1200.10: -; PTHR11012: PROTEIN KINASE-LIKE DOMAIN-CONTAINING; PF02958: Ecdysteroid kinase-like family; InterPro=IPR004119	True	11	497	314	Q.YEAST+I+G4	83.625	63.0	99.0	8	82.6625	55.4	99.8	8	
g2865.t1	g2865.t1	tr|A0A4C1SF71|A0A4C1SF71_EUMVA	A0A4C1SF71	70.466	92	1.0400000000000001e-88	271.0	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74358_1 PE=4 SV=1	PF00089: Trypsin; InterPro=IPR001254; SSF50494: Trypsin-like serine proteases; InterPro=IPR009003; PS00134: Serine proteases, trypsin family, histidine active site.; InterPro=IPR018114; PTHR24276: POLYSERASE-RELATED; G3DSA:2.40.10.10: -; PS50240: Serine proteases, trypsin domain profile.; SM00020: trypsin_2; PR00722: Chymotrypsin serine protease family (S1) signature; InterPro=IPR001314	True	11	964	262	WAG+G4	96.5	86.0	100.0	8	96.2625	88.4	100.0	8	
