gene_id	combined_rank	final_score_RNA	annotation_score_before_RNA	final_score	RNA_score	Larva_expression_score	Larva_specificity_score	Larva_TPM	Adult_TPM	Pupa_TPM	Egg_TPM	Non_larval_mean_TPM	Larva_vs_nonLarva_ratio	Larva_expression	Highest_expression_stage	Larva_stage_dominant	RNA_matched	rank	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description	TPM_sample_1	NumReads_sample_1	stage_sample_1	TPM_sample_2	NumReads_sample_2	stage_sample_2	TPM_sample_3	NumReads_sample_3	stage_sample_3	TPM_sample_4	NumReads_sample_4	stage_sample_4	TPM_sample_5	NumReads_sample_5	stage_sample_5	Larva_log2_TPM	Non_larval_log2_TPM	Egg_log2_TPM	Adult_log2_TPM	Pupa_log2_TPM
g3537	49	81.7490281830451	88.559	88.559	43.159187886967345	56.33950588130057	10.888710895467517	164.813174	77.484918	134.724535	125.864738	112.691397	1.4584496133863147	Very High	Larva	True	True	34	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	396	tr|A0A4C1Z4C9|A0A4C1Z4C9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.061	100.0	0.0	676.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serpin superfamily, domain 2	IPR042185; IPR042178; IPR000215; IPR023795; IPR023796; IPR036186	Serpin superfamily, domain 2; Serpin superfamily, domain 1; Serpin family; Serpin, conserved site; Serpin domain; Serpin superfamily	PF00079; Serpin (serine protease inhibitor)	PTHR11461; SERINE PROTEASE INHIBITOR, SERPIN	GO:0004867(InterPro)|GO:0005576(InterPro)|GO:0005615(PANTHER)	enzyme; digestion	DIGESTION	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	134.724535	591.0	Pupa	77.484918	334.0	Adult	178.100008	1046.0	Larva	151.52634	1101.0	Larva	125.864738	308.0	Egg	7.373414824530128	6.828979279756752	6.987147318198458	6.294343541030504	7.084537730894873
g2844	50	81.73309262592416	88.559	88.559	43.05295083949445	25.604425980463596	56.725738128040724	9.203350499999999	0.892496	0.0	0.393548	0.4286813333333333	7.141795907834823	Moderate	Larva	True	True	44	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	408	tr|A0A4C1YXT1|A0A4C1YXT1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.167	100.0	0.0	692.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR025483; IPR006693	Alpha/Beta hydrolase fold; Lipase, eukaryotic; Partial AB-hydrolase lipase domain	PF04083; Partial alpha/beta-hydrolase lipase region	PTHR11005; LYSOSOMAL ACID LIPASE-RELATED	GO:0016788(InterPro); GO:0006629(InterPro)	enzyme; digestion	DIGESTION	Lipase OS=Eumeta variegata OX=151549 GN=Lip1 PE=3 SV=1	0.0	0.0	Pupa	0.892496	4.0	Adult	6.592703	40.262	Larva	11.813998	89.161	Larva	0.393548	1.0	Egg	3.3509710663010255	0.5146841598989893	0.4787626961405529	0.9202902509183981	0.0
g3411	51	81.58493839467502	88.234	88.234	43.90692263116691	23.825402292323727	61.52920313943168	7.682689	0.087939	0.0	0.0	0.029313000000000002	8.435421489867514	Moderate	Larva	True	True	80	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	91	tr|A0A4C1T8G7|A0A4C1T8G7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.111	99.0	1.47e-42	147.0	12	12	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.278	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR009003; IPR018114	Serine proteases, trypsin domain; Peptidase S1, PA clan; Serine protease-like, trypsin family, histidine active site	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(PANTHER); GO:0004252(InterPro)|GO:0006508(InterPro)	enzyme; digestion	DIGESTION	Chymotrypsin-2 OS=Eumeta variegata OX=151549 GN=EVAR_6336_1 PE=3 SV=1	0.0	0.0	Pupa	0.087939	1.898	Adult	1.940321	57.15	Larva	13.425057	477.798	Larva	0.0	0.0	Egg	3.1181419097415506	0.04168175276996659	0.0	0.12159766792591643	0.0
g4895	52	81.45868601967524	87.222	87.222	48.79990679783495	33.80361873330969	58.79433889462285	20.466838000000003	3.480051	1.913512	0.0	1.7978543333333334	7.672607449303711	High	Larva	True	True	141	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	164	tr|A0A4C1W8L2|A0A4C1W8L2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.268	100.0	5.47e-94	285.0	9	9	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.906	100.0	30.0	93.0	100.0	Protein kinase-like domain superfamily	IPR011009; IPR004119	Protein kinase-like domain superfamily; Ecdysteroid kinase-like	PF02958; Ecdysteroid kinase-like family	PTHR11012; PROTEIN KINASE-LIKE DOMAIN-CONTAINING		enzyme	GROWTH_DEVELOPMENT	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_28046_1 PE=4 SV=1	1.913512	4.0	Pupa	3.480051	7.0	Adult	15.855978	44.0	Larva	25.077698	89.0	Larva	0.0	0.0	Egg	4.4240377971379585	1.484320852406816	0.0	2.1635151557266936	1.5427592527840293
g18546	53	81.44110722945068	86.309	86.309	53.85638152967131	30.970462867768944	75.68525952252485	15.601589	0.169437	0.102654	0.342792	0.20496099999999998	13.77769819936081	High	Larva	True	True	391	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	250	tr|A0A4C1U938|A0A4C1U938_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.275	100.0	1.5e-146	422.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	100.0	100.0	Bactericidal permeability-increasing protein, alpha/beta domain superfamily	IPR017943; IPR038606; IPR010562	Bactericidal permeability-increasing protein, alpha/beta domain superfamily; Takeout superfamily; Haemolymph juvenile hormone binding	PF06585; Haemolymph juvenile hormone binding protein (JHBP)	PTHR11008; PROTEIN TAKEOUT-LIKE PROTEIN	GO:0008289(InterPro)	hormone	GROWTH_DEVELOPMENT	tr|A0A4C1U938|A0A4C1U938_EUMVA Circadian clock-controlled protein OS=Eumeta variegata OX=151549 GN=EVAR_95305_1 PE=4 SV=1	0.102654	5.047	Pupa	0.169437	8.39	Adult	11.550363	780.915	Larva	19.652815	1600.138	Larva	0.342792	9.335	Egg	4.053249428791331	0.26898645266508875	0.42523584697777916	0.2258141428055669	0.14098016101704086
g15779	54	81.3978407432305	86.309	86.309	53.567938288203464	44.623698178248965	54.48429845313522	56.286061000000004	10.02879	5.95222	7.026562	7.669190666666668	6.6080056608129345	High	Larva	True	True	373	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	216	tr|A0A4C1X2M3|A0A4C1X2M3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.5	100.0	1.72e-140	400.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	80.0	Glutathione S-transferase, C-terminal	IPR004046; IPR040079; IPR036249; IPR036282; IPR004045; IPR010987	Glutathione S-transferase, C-terminal; Glutathione transferase family; Thioredoxin-like superfamily; Glutathione S-transferase, C-terminal domain superfamily; Glutathione S-transferase, N-terminal; Glutathione S-transferase, C-terminal-like	PF00043; Glutathione S-transferase, C-terminal domain; PF13417; Glutathione S-transferase, N-terminal domain	PTHR43969; GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED	GO:0004364(PANTHER)|GO:0006749(PANTHER)	enzyme	DETOXIFICATION	tr|A0A4C1X2M3|A0A4C1X2M3_EUMVA Glutathione S-transferase 1, isoform D OS=Eumeta variegata OX=151549 GN=GstD1 PE=4 SV=1	5.95222	68.3	Pupa	10.02879	115.0	Adult	66.406936	1038.999	Larva	46.165186	877.351	Larva	7.026562	44.764	Egg	5.840112236093746	3.1158973134369856	3.004782173589551	3.4632026123119712	2.797473736336298
g6035	55	81.0228599851048	86.879	86.879	47.838066567365345	28.76193567871909	63.95226290033473	12.5875095	1.134891	0.228325	0.079859	0.481025	9.174395773197617	High	Larva	True	True	247	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	675	tr|A0A4C1TW98|A0A4C1TW98_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.963	92.0	0.0	1164.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	93.764	100.0	30.0	100.0	95.0	Peptidase M2, peptidyl-dipeptidase A	IPR001548	Peptidase M2, peptidyl-dipeptidase A	PF01401; Angiotensin-converting enzyme	PTHR10514; ANGIOTENSIN-CONVERTING ENZYME	GO:0006508(InterPro)|GO:0008237(InterPro)|GO:0008241(InterPro)|GO:0016020(InterPro); GO:0005615(PANTHER)|GO:0005886(PANTHER)|GO:0006508(InterPro)|GO:0008237(PANTHER)|GO:0008237(InterPro)|GO:0008241(InterPro)|GO:0016020(InterPro)	enzyme; digestion	DIGESTION	Angiotensin-converting enzyme OS=Eumeta variegata OX=151549 GN=Ance PE=3 SV=1	0.228325	21.715	Pupa	1.134891	108.845	Adult	9.319817	1220.5	Larva	15.855202	2497.355	Larva	0.079859	4.206	Egg	3.7642091388316192	0.5665959938148825	0.11084294823992259	1.0941624128088574	0.2966923309469857
g7468	56	80.7915946038885	88.139	88.139	39.15629735925669	24.56769846668146	48.539195698119535	8.287495999999999	1.736346	0.159032	0.285844	0.727074	5.377590074310654	Moderate	Larva	True	True	95	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1038	tr|A0A4C1W8E5|A0A4C1W8E5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	80.98	98.0	0.0	1751.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	95.0	Peptidase M4/M1, CTD superfamily	IPR027268; IPR050344; IPR024571; IPR045357; IPR042097; IPR014782	Peptidase M4/M1, CTD superfamily; Peptidase M1 family aminopeptidases; ERAP1-like C-terminal domain; Aminopeptidase N-like , N-terminal domain; Aminopeptidase N-like , N-terminal domain superfamliy; Peptidase M1, membrane alanine aminopeptidase	PF11838; ERAP1-like C-terminal domain; PF17900; Peptidase M1 N-terminal domain; PF01433; Peptidase family M1 domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER); GO:0008237(InterPro)|GO:0008270(InterPro)	enzyme; digestion	DIGESTION	Membrane alanyl aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95134_1 PE=3 SV=1	0.159032	18.218	Pupa	1.736346	200.626	Adult	3.375742	532.605	Larva	13.19925	2504.174	Larva	0.285844	18.132	Egg	3.215289684301957	0.7883298993959805	0.3627156239425981	1.4522506647719235	0.21292039861702933
g13356	57	80.37366063486454	88.349	88.349	35.1800708990969	58.63345149849483	0.0	203.17101000000002	223.715333	121.271871	424.708247	256.56515033333335	0.7926965652603538	Very High	Egg	False	True	59	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	139	tr|A0ABN8ITD3|A0ABN8ITD3_9NEOP	Iphiclides podalirius	110791	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	90.58	99.0	1.24e-88	263.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	95.0	Signal peptidase complex subunit 3	IPR007653	Signal peptidase complex subunit 3	PF04573; Signal peptidase subunit	PTHR12804; MICROSOMAL SIGNAL PEPTIDASE 23 KD SUBUNIT  SPC22/23	GO:0005787(InterPro)|GO:0005787(PANTHER)|GO:0006465(PANTHER)|GO:0016020(InterPro)|GO:0045047(PANTHER)|GO:0051604(InterPro); GO:0005787(InterPro)|GO:0016020(InterPro)|GO:0051604(InterPro)	enzyme; digestion	DIGESTION	tr|A0ABN8ITD3|A0ABN8ITD3_9NEOP Signal peptidase complex subunit 3 (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS12335 PE=3 SV=1	121.271871	203.0	Pupa	223.715333	357.0	Adult	168.114112	372.0	Larva	238.227908	685.0	Larva	424.708247	401.0	Egg	7.673634223971116	8.008793593621277	8.733721228662858	7.811954757053377	6.933948735615484
g18787	58	80.29949405148423	88.049	88.049	36.3856270098948	60.642711683158	0.0	243.9927945	67.340617	405.265564	441.189159	304.5984466666667	0.8016820673412236	Very High	Egg	False	True	102	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	558	tr|A0A4C1SRI5|A0A4C1SRI5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.602	94.0	0.0	1051.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.164	100.0	30.0	100.0	100.0	Glycosyl hydrolase family 18, active site	IPR001579; IPR029070; IPR050314; IPR001223; IPR014756; IPR011583; IPR017853; IPR013783; IPR013540	Glycosyl hydrolase family 18, active site; Chitinase insertion domain superfamily; Glycosyl hydrolase family 18; Glycoside hydrolase family 18, catalytic domain; Immunoglobulin E-set; Chitinase II/V-like, catalytic domain; Glycoside hydrolase superfamily; Immunoglobulin-like fold; Chitinase A N-terminal	PF00704; Glycosyl hydrolases family 18; PF08329; Chitinase A, N-terminal domain	PTHR11177; CHITINASE	GO:0004553(InterPro)|GO:0005975(InterPro); GO:0005975(InterPro); GO:0008061(InterPro); GO:0004568(InterPro)|GO:0006032(InterPro)	enzyme; digestion	CHITIN	tr|A0A4C1SRI5|A0A4C1SRI5_EUMVA Chitinase A OS=Eumeta variegata OX=151549 GN=chiA PE=3 SV=1	405.265564	2706.0	Pupa	67.340617	446.0	Adult	124.126894	1121.0	Larva	363.858695	4024.0	Larva	441.189159	1639.0	Egg	7.936595508423041	8.255493400059407	8.788519845302767	6.0946713678055815	8.666279273389033
g8852	59	80.28751161152954	86.639	86.639	44.29574407686362	57.96121992194939	11.29753030923496	191.0923335	127.491923	89.998699	169.080281	128.8569676666667	1.4792608895125823	Very High	Larva	True	True	327	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	243	sp|Q1HQK0|KAD2_AEDAE	Aedes aegypti	7159	Eukaryota; Metazoa; Arthropoda; Insecta; Diptera	76.05	98.0	1.8699999999999998e-134	381.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	85.0	Adenylate kinase/UMP-CMP kinase	IPR000850; IPR027417; IPR007862; IPR028587; IPR033690; IPR006259	Adenylate kinase/UMP-CMP kinase; P-loop containing nucleoside triphosphate hydrolase; Adenylate kinase, active site lid domain; Adenylate kinase 2; Adenylate kinase, conserved site; Adenylate kinase subfamily	PF05191; Adenylate kinase, active site lid; PF00406; Adenylate kinase	PTHR23359; NUCLEOTIDE KINASE	GO:0005524(InterPro)|GO:0006139(InterPro)|GO:0019205(InterPro); GO:0004017(InterPro); GO:0004017(InterPro)|GO:0006172(InterPro); GO:0004017(InterPro)|GO:0005524(InterPro)|GO:0016776(InterPro)	enzyme	SIGNALING	Adenylate kinase OS=Aedes aegypti OX=7159 GN=Adk2 PE=2 SV=1	89.998699	321.0	Pupa	127.491923	444.0	Adult	151.819577	720.0	Larva	230.36509	1361.0	Larva	169.080281	337.0	Egg	7.585656131254784	7.020779615793036	7.41007207532277	7.005533864259402	6.507774014268307
g97	60	80.1076252797939	88.427	88.427	32.964501865292604	27.358995669661113	28.87276115873984	10.963767	2.649589	6.076364	1.469091	3.3983480000000004	2.720059213140934	High	Larva	True	True	55	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	739	tr|A0A4C1W4H9|A0A4C1W4H9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	86.024	99.0	0.0	1335.0	12	12	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.924	100.0	30.0	100.0	95.0	Peptidase M1, membrane alanine aminopeptidase	IPR014782; IPR045357; IPR042097; IPR001930; IPR024571; IPR034016; IPR050344; IPR027268	Peptidase M1, membrane alanine aminopeptidase; Aminopeptidase N-like , N-terminal domain; Aminopeptidase N-like , N-terminal domain superfamliy; Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase; ERAP1-like C-terminal domain; Aminopeptidase N-type; Peptidase M1 family aminopeptidases; Peptidase M4/M1, CTD superfamily	PF01433; Peptidase family M1 domain; PF17900; Peptidase M1 N-terminal domain; PF11838; ERAP1-like C-terminal domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0008237(InterPro)|GO:0008270(InterPro); GO:0006508(InterPro); GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER)	enzyme; digestion	DIGESTION	Aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95136_1 PE=3 SV=1	6.076364	400.557	Pupa	2.649589	176.037	Adult	7.924477	718.878	Larva	14.003057	1528.776	Larva	1.469091	53.637	Egg	3.580599813565103	2.136961755628111	1.303980008951083	1.867734003431538	2.8230082605055236
g16245	61	80.09503866758985	87.554	87.554	37.82759111726564	38.661082584470165	24.07735391645885	32.353282	23.56905	14.740628	2.127294	13.478990666666666	2.303564023753774	High	Larva	True	True	125	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	423	tr|A0A4C1Z3B3|A0A4C1Z3B3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	66.274	100.0	0.0	585.0	12	13	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.012	100.0	30.0	100.0	95.0	Serpin domain	IPR023796; IPR036186; IPR042185; IPR023795; IPR000215; IPR042178	Serpin domain; Serpin superfamily; Serpin superfamily, domain 2; Serpin, conserved site; Serpin family; Serpin superfamily, domain 1	PF00079; Serpin (serine protease inhibitor)	PTHR11461; SERINE PROTEASE INHIBITOR, SERPIN	GO:0004867(InterPro)|GO:0005576(InterPro)|GO:0005615(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1Z3B3|A0A4C1Z3B3_EUMVA Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	14.740628	70.29	Pupa	23.56905	110.679	Adult	22.136925	141.664	Larva	42.569639	336.226	Larva	2.127294	5.655	Egg	5.059756826077001	3.8558891302540585	1.6449148548254433	4.618770169649471	3.976421195733521
g2865	62	79.92451889514896	86.879	86.879	40.51579263432642	21.563963432849445	56.443536436541876	6.072286999999999	0.0	0.0	0.0	0.0	7.072286999999999	Moderate	Larva	True	True	245	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	171	tr|A0A4C1SF71|A0A4C1SF71_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	70.466	92.0	1.0400000000000001e-88	271.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	93.764	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR009003; IPR018114; IPR001314	Serine proteases, trypsin domain; Peptidase S1, PA clan; Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74358_1 PE=4 SV=1	0.0	0.0	Pupa	0.0	0.0	Adult	6.542724	168.774	Larva	5.60185	174.754	Larva	0.0	0.0	Egg	2.8221768218270937	0.0	0.0	0.0	0.0
g10012	63	79.81690325491599	86.309	86.309	43.02835503277328	41.251060518884834	33.19429680360593	41.1867885	16.860627	11.740469	8.455475	12.352190333333333	3.1595406781074695	High	Larva	True	True	379	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	754	tr|A0A4C1TF09|A0A4C1TF09_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.727	100.0	0.0	1345.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	100.0	100.0	Leucine-rich repeat domain superfamily	IPR032675; IPR001611; IPR050328; IPR003591	Leucine-rich repeat domain superfamily; Leucine-rich repeat; Multifunctional Developmental and Immune Receptor; Leucine-rich repeat, typical subtype	PF13855; Leucine rich repeat; PF13516; Leucine Rich repeat	PTHR24373; SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN	GO:0005515(InterPro); GO:0005615(PANTHER)|GO:0031012(PANTHER)	receptor; development	GROWTH_DEVELOPMENT	Insulin-like growth factor-binding protein complex acid labile subunit OS=Eumeta variegata OX=151549 GN=Igfals PE=4 SV=1	11.740469	120.0	Pupa	16.860627	172.0	Adult	31.040066	432.0	Larva	51.333511	869.0	Larva	8.455475	48.0	Egg	5.398719360413985	3.7390045202336877	3.2411499344237367	4.158710822262115	3.6713464817060766
g5153	64	79.7655694465002	87.117	87.117	38.107462976667875	20.871441373035733	51.461495382116084	5.641657	0.183384	0.034121	0.1308	0.11610166666666666	5.95076344598237	Moderate	Larva	True	True	148	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	541	tr|A0A4C1SWU5|A0A4C1SWU5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.016	95.0	0.0	930.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.055	100.0	30.0	97.0	95.0	Peptidase M17, leucine aminopeptidase/peptidase B	IPR011356; IPR000819	Peptidase M17, leucine aminopeptidase/peptidase B; Peptidase M17, leucyl aminopeptidase, C-terminal	PF00883; Cytosol aminopeptidase family, catalytic domain	PTHR11963; LEUCINE AMINOPEPTIDASE-RELATED	GO:0005737(InterPro)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008233(PANTHER)|GO:0019538(InterPro)|GO:0030145(InterPro); GO:0006508(InterPro)|GO:0046872(InterPro); GO:0005737(InterPro)|GO:0019538(InterPro)|GO:0030145(InterPro)	enzyme; digestion	DIGESTION	Aminopeptidase W07G4.4 OS=Eumeta variegata OX=151549 GN=lap-2 PE=3 SV=1	0.034121	4.05	Pupa	0.183384	21.956	Adult	8.076515	1320.397	Larva	3.206799	630.397	Larva	0.1308	8.597	Egg	2.7315432185984334	0.15846844949262956	0.177343788281726	0.2429182943050924	0.048405001790923496
g10898	65	79.73697928721234	88.559	88.559	29.74552858141562	17.684424034562486	35.33718540169532	3.974127	0.683291	0.548165	0.153452	0.461636	3.4031229389533375	Moderate	Larva	True	True	46	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	454	tr|A0A4C1U2C6|A0A4C1U2C6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.242	100.0	0.0	762.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase S10, serine carboxypeptidase	IPR001563; IPR029058	Peptidase S10, serine carboxypeptidase; Alpha/Beta hydrolase fold	PF00450; Serine carboxypeptidase	PTHR11802; SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE	GO:0004185(InterPro)|GO:0004185(PANTHER)|GO:0006508(InterPro); GO:0004185(InterPro)|GO:0006508(InterPro)	enzyme; digestion	DIGESTION	Retinoid-inducible serine carboxypeptidase OS=Eumeta variegata OX=151549 GN=Scpep1 PE=3 SV=1	0.548165	55.472	Pupa	0.683291	69.733	Adult	4.007497	558.456	Larva	3.940757	660.447	Larva	0.153452	8.599	Egg	2.3144433430858102	0.5475840730010441	0.20595796864783825	0.751284605049392	0.630559238921702
g3535	66	79.60352379524386	88.559	88.559	28.85582530162576	48.09304216937627	0.0	77.4750165	211.017532	124.657795	130.482436	155.385921	0.5018035894676222	High	Adult	False	True	48	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	429	tr|A0A4C1Z130|A0A4C1Z130_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	78.555	100.0	0.0	700.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serpin superfamily, domain 1	IPR042178; IPR000215; IPR036186; IPR023796; IPR042185	Serpin superfamily, domain 1; Serpin family; Serpin superfamily; Serpin domain; Serpin superfamily, domain 2	PF00079; Serpin (serine protease inhibitor)	PTHR11461; SERINE PROTEASE INHIBITOR, SERPIN	GO:0004867(InterPro)|GO:0005576(InterPro)|GO:0005615(PANTHER)	enzyme; digestion	DIGESTION	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	124.657795	605.0	Pupa	211.017532	1008.999	Adult	73.967265	482.0	Larva	80.982768	651.0	Larva	130.482436	353.0	Egg	6.294161522032958	7.288966826347375	7.038726280637524	7.7280397577880064	6.973356359274454
g4123	67	79.59856091818679	88.559	88.559	28.82273945457868	48.03789909096447	0.0	77.083439	82.575556	35.379104	191.373679	103.10944633333334	0.7500130079454621	High	Egg	False	True	37	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	190	tr|A0A4C1U445|A0A4C1U445_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	93.684	100.0	5.6200000000000005e-129	367.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Signal peptidase complex subunit 2	IPR009582	Signal peptidase complex subunit 2	PF06703; Microsomal signal peptidase 25 kDa subunit (SPC25)	PTHR13085; MICROSOMAL SIGNAL PEPTIDASE 25 KDA SUBUNIT	GO:0005787(InterPro)|GO:0005787(PANTHER)|GO:0006465(PANTHER)|GO:0016020(InterPro)|GO:0045047(PANTHER)|GO:0051604(InterPro); GO:0005787(InterPro)|GO:0016020(InterPro)|GO:0051604(InterPro)	enzyme; digestion	DIGESTION	Signal peptidase complex subunit 2 OS=Eumeta variegata OX=151549 GN=Spase25 PE=3 SV=1	35.379104	110.0	Pupa	82.575556	250.0	Adult	34.327194	142.0	Larva	119.839684	620.0	Larva	191.373679	333.0	Egg	6.286944689271087	6.701957166769038	7.587767609600764	6.385009142525728	5.185038105422796
