Gene_ID,Length,GC(%),N_Count,Invalid_Characters
g23300,23081,33.56,0,
g23301,2467,36.0,0,
g23302,12958,40.99,0,
g23303,973,45.32,0,
g23304,14708,37.35,0,
g23305,27726,33.22,0,
g23306,19054,37.33,0,
g23307,6219,32.75,0,
g23308,26256,39.71,0,
g23309,8669,41.58,0,
g2331,30315,33.66,0,
g23310,54648,35.2,0,
g23311,1930,43.42,0,
g23312,219,73.97,0,
g23313,60711,42.37,0,
g23314,429,56.88,0,
g23315,1032,63.08,0,
g23316,1530,44.58,0,
g23317,22820,36.71,0,
g23318,7901,35.39,0,
g23319,130217,36.25,0,
g2332,6326,36.82,0,
g23320,1286,33.13,0,
g23321,420,38.57,0,
g23322,98994,36.64,0,
g23323,1747,38.69,0,
g23324,513,49.32,0,
g23325,871,51.44,0,
g23326,321,47.98,0,
g23327,16172,35.46,0,
g23328,13461,36.46,0,
g23329,19569,37.14,0,
g2333,5822,33.41,0,
g23330,396,54.29,0,
g23331,1023,48.58,0,
g23332,4032,33.04,0,
g23333,10235,33.4,0,
g23334,7507,35.35,0,
g23335,1643,33.29,0,
g23336,20549,34.83,0,
g23337,4038,34.0,0,
g23338,5387,35.46,0,
g23339,3691,33.49,0,
g2334,8500,35.99,0,
g23340,2120,31.04,0,
g23341,29558,35.26,0,
g23342,1190,33.53,0,
g23343,60594,36.73,0,
g23344,893,44.23,0,
g23345,327,44.65,0,
g23346,5933,36.46,0,
g23347,4979,38.08,0,
g23348,7948,41.32,0,
g23349,10155,33.01,0,
g2335,59803,39.38,0,
g23350,22238,37.01,0,
g23351,11440,37.1,0,
g23352,20808,35.23,0,
g23353,14520,38.45,0,
g23354,17253,36.71,0,
g23355,19716,35.98,0,
g23356,462,39.18,0,
g23357,18948,35.78,0,
g23358,112638,36.89,0,
g23359,3910,36.19,0,
g2336,249,65.06,0,
g23360,349,47.28,0,
g23361,37475,35.75,0,
g23362,19303,36.0,0,
g23363,327,58.72,0,
g23364,1875,39.89,0,
g23365,567,39.86,0,
g23366,3677,31.96,0,
g23367,5564,41.21,0,
g23368,5279,36.28,0,
g23369,2727,43.78,0,
g2337,6321,32.31,0,
g23370,2027,30.64,0,
g23371,6172,33.54,0,
g23372,22943,36.75,0,
g23373,5853,32.7,0,
g23374,903,34.22,0,
g23375,7494,32.67,0,
g23376,3932,30.98,0,
g23377,648,37.65,0,
g23378,11498,37.41,0,
g23379,471,37.79,0,
g2338,14320,35.01,0,
g23380,1594,39.27,0,
g23381,684,39.04,0,
g23382,16103,38.38,0,
g23383,372,61.56,0,
g23384,294,45.24,0,
g23385,17400,33.24,0,
g23386,2735,44.68,0,
g23387,2205,35.74,0,
g23388,204,68.14,0,
g23389,3187,39.94,0,
g2339,10221,32.97,0,
g23390,400,47.5,0,
g23391,3632,36.4,0,
g23392,6358,34.93,0,
g23393,50795,36.44,0,
g23394,336,60.42,0,
g23395,273,51.65,0,
g23396,43879,34.85,0,
g23397,11222,37.85,0,
g23398,1151,40.83,0,
g23399,583,37.05,0,
g234,5130,33.7,0,
g2340,2996,30.11,0,
g23400,3905,41.18,0,
g23401,73486,34.95,0,
g23402,2054,35.35,0,
g23403,11796,37.0,0,
g23404,3120,42.37,0,
g23405,6442,35.78,0,
g23406,4858,40.49,0,
g23407,327,59.94,0,
g23408,5050,31.84,0,
g23409,5674,31.85,0,
g2341,5990,34.07,0,
g23410,486,33.95,0,
g23411,34682,35.8,0,
g23412,2155,38.7,0,
g23413,510,55.1,0,
g23414,300,60.33,0,
g23415,366,64.21,0,
g23416,2043,36.71,0,
g23417,163294,36.2,0,
g23418,1017,58.6,0,
g23419,26735,34.17,0,
g2342,975,39.79,0,
g23420,5150,39.73,0,
g23421,5348,36.39,0,
g23422,19648,39.21,0,
g23423,23210,36.05,0,
g23424,15020,38.08,0,
g23425,285,42.46,0,
g23426,5399,51.32,0,
g23427,2451,53.45,0,
g23428,696,59.34,0,
g23429,387,50.39,0,
g2343,37747,35.15,0,
g23430,820,62.32,0,
g23431,1595,61.82,0,
g23432,6619,32.56,0,
g23433,14559,36.42,0,
g23434,9767,37.66,0,
g23435,36381,37.04,0,
g23436,5120,50.02,0,
g23437,14180,33.11,0,
g23438,20158,36.24,0,
g23439,4225,42.75,0,
g2344,5062,31.79,0,
g23440,10100,34.9,0,
g23441,2321,32.62,0,
g23442,76790,36.85,0,
g23443,6030,34.69,0,
g23444,3891,36.31,0,
g23445,20572,34.75,0,
g23446,420,34.29,0,
g23447,270,61.48,0,
g23448,225,59.56,0,
g23449,2871,34.24,0,
g2345,130656,37.31,0,
g23450,5063,34.35,0,
g23451,4584,31.37,0,
g23452,5826,30.54,0,
g23453,4674,35.24,0,
g23454,5398,33.68,0,
g23455,4350,33.56,0,
g23456,2954,33.55,0,
g23457,6662,34.09,0,
g23458,6000,38.75,0,
g23459,2919,30.32,0,
g2346,4900,30.76,0,
g23460,492,38.21,0,
g23461,1039,29.55,0,
g23462,4611,32.96,0,
g23463,2841,33.79,0,
g23464,87441,37.33,0,
g23465,27336,36.66,0,
g23466,14908,37.1,0,
g23467,16478,37.2,0,
g23468,489,67.28,0,
g23469,333,55.26,0,
g2347,4484,38.89,0,
g23470,16704,37.51,0,
g23471,5092,33.74,0,
g23472,1855,37.9,0,
g23473,1891,37.44,0,
g23474,1890,37.99,0,
g23475,2471,35.21,0,
g23476,339,61.06,0,
g23477,294,40.48,0,
g23478,258,40.7,0,
g23479,16169,37.46,0,
g2348,249,53.82,0,
g23480,5129,32.23,0,
g23481,33076,35.61,0,
g23482,18496,40.39,0,
g23483,21623,36.34,0,
g23484,5337,36.89,0,
g23485,7203,37.23,0,
g23486,4691,32.57,0,
g23487,14150,38.73,0,
g23488,5659,39.67,0,
g23489,294,57.82,0,
g2349,333,52.85,0,
g23490,1199,43.95,0,
g23491,780,51.15,0,
g23492,358,59.78,0,
g23493,504,63.69,0,
g23494,3980,35.05,0,
g23495,300,45.33,0,
g23496,40826,36.3,0,
g23497,17648,35.89,0,
g23498,36898,35.21,0,
g23499,26157,36.46,0,
g235,8285,35.67,0,
g2350,67680,36.71,0,
g23500,9731,32.58,0,
g23501,37214,34.28,0,
g23502,34576,36.32,0,
g23503,29052,35.76,0,
g23504,2579,40.98,0,
g23505,80492,37.02,0,
g23506,36762,35.59,0,
g23507,15489,32.66,0,
g23508,7863,31.99,0,
g23509,1146,38.05,0,
g2351,1230,44.07,0,
g23510,2893,32.98,0,
g23511,1644,34.55,0,
g23512,10849,34.42,0,
g23513,1299,31.1,0,
g23514,418,42.82,0,
g23515,28953,36.38,0,
g23516,264,58.71,0,
g23517,49360,35.55,0,
g23518,28575,32.31,0,
g23519,11805,35.14,0,
g2352,16669,37.88,0,
g23520,19966,32.93,0,
g23521,14491,34.61,0,
g23522,12830,33.87,0,
g23523,2160,34.03,0,
g23524,32244,37.22,0,
g23525,1374,37.92,0,
g23526,1902,45.22,0,
g23527,17461,37.27,0,
g23528,1682,33.89,0,
g23529,109353,36.24,0,
g2353,47117,36.3,0,
g23530,37709,36.17,0,
g23531,9254,36.64,0,
g23532,30434,35.58,0,
g23533,222,56.31,0,
g23534,1523,39.33,0,
g23535,1424,38.13,0,
g23536,831,38.51,0,
g23537,1868,38.44,0,
g23538,1382,42.19,0,
g23539,17910,38.59,0,
g2354,2525,35.25,0,
g23540,6638,42.06,0,
g23541,5898,37.93,0,
g23542,11172,35.7,0,
g23543,8989,32.26,0,
g23544,4754,35.78,0,
g23545,134077,37.95,0,
g23546,1683,39.04,0,
g23547,1922,35.85,0,
g23548,1740,36.32,0,
g23549,1749,36.71,0,
g2355,2499,35.05,0,
g23550,8018,33.99,0,
g23551,3362,34.24,0,
g23552,1964,32.89,0,
g23553,39746,35.53,0,
g23554,4797,32.27,0,
g23555,39942,36.06,0,
g23556,2223,46.69,0,
g23557,7763,35.17,0,
g23558,8227,34.08,0,
g23559,22700,38.58,0,
g2356,5689,38.62,0,
g23560,3807,47.2,0,
g23561,237,50.21,0,
g23562,8443,31.55,0,
g23563,1251,35.33,0,
g23564,2919,33.71,0,
g23565,12795,39.91,0,
g23566,15721,35.08,0,
g23567,19807,38.64,0,
g23568,20149,36.33,0,
g23569,184,64.67,0,
g2357,24075,37.79,0,
g23570,2259,43.34,0,
g23571,2237,40.14,0,
g23572,852,39.08,0,
g23573,75380,35.74,0,
g23574,1238,36.27,0,
g23575,1080,34.72,0,
g23576,5646,33.39,0,
g23577,1276,34.95,0,
g23578,6647,35.28,0,
g23579,2760,33.26,0,
g2358,1191,43.32,0,
g23580,852,39.2,0,
g23581,8878,36.97,0,
g23582,119059,37.85,0,
g23583,1246,36.92,0,
g23584,1765,35.18,0,
g23585,516,53.29,0,
g23586,3278,31.79,0,
g23587,4070,34.2,0,
g23588,507,47.93,0,
g23589,772,37.44,0,
g2359,101372,37.8,0,
g23590,1296,36.73,0,
g23591,1183,37.79,0,
g23592,14683,38.87,0,
g23593,6101,39.06,0,
g23594,444,60.59,0,
g23595,726,61.71,0,
g23596,6727,32.08,0,
g23597,1944,39.2,0,
g23598,8939,34.31,0,
g23599,324,36.11,0,
g236,23776,34.24,0,
g2360,9616,35.73,0,
g23600,104624,36.09,0,
g23601,5699,34.8,0,
g23602,2963,35.27,0,
g23603,12681,35.72,0,
g23604,3625,36.08,0,
g23605,600,38.83,0,
g23606,594,41.25,0,
g23607,594,41.58,0,
g23608,4810,50.44,0,
g23609,4816,38.64,0,
g2361,3109,41.36,0,
g23610,4196,34.01,0,
g23611,35235,34.1,0,
g23612,2271,37.6,0,
g23613,4621,39.58,0,
g23614,2397,48.1,0,
g23615,279,29.75,0,
g23616,10149,38.71,0,
g23617,10277,32.93,0,
g23618,8708,37.53,0,
g23619,3393,54.94,0,
g2362,279,58.42,0,
g23620,279,59.5,0,
g23621,23743,34.87,0,
g23622,816,69.36,0,
g23623,246,56.1,0,
g23624,2687,42.95,0,
g23625,23155,34.76,0,
g23626,354,55.08,0,
g23627,12684,37.95,0,
g23628,2867,40.5,0,
g23629,6496,35.54,0,
g2363,312,50.96,0,
g23630,33700,36.95,0,
g23631,6553,35.54,0,
g23632,15515,35.06,0,
g23633,2535,34.91,0,
g23634,2806,30.76,0,
g23635,4413,35.35,0,
g23636,3811,36.34,0,
g23637,372,34.41,0,
g23638,19844,40.2,0,
g23639,14560,39.1,0,
g2364,8805,36.32,0,
g23640,17845,36.42,0,
g23641,13701,38.79,0,
g23642,270,63.7,0,
g23643,12304,34.81,0,
g23644,51666,38.3,0,
g23645,2097,45.06,0,
g23646,291,55.67,0,
g23647,717,65.69,0,
g23648,336,50.0,0,
g23649,22542,39.88,0,
g2365,2417,32.35,0,
g23650,4392,46.36,0,
g23651,3136,40.18,0,
g23652,777,49.94,0,
g23653,2381,46.12,0,
g23654,41921,37.5,0,
g23655,5461,34.19,0,
g23656,243,60.91,0,
g23657,405,56.3,0,
g23658,264,62.5,0,
g23659,2038,35.33,0,
g2366,5875,33.06,0,
g23660,48301,36.79,0,
g23661,798,38.22,0,
g23662,24040,33.09,0,
g23663,19023,31.78,0,
g23664,6056,34.46,0,
g23665,4794,33.31,0,
g23666,6707,31.7,0,
g23667,22121,33.62,0,
g23668,3628,34.07,0,
g23669,2457,33.05,0,
g2367,7702,42.92,0,
g23670,986,34.18,0,
g23671,45648,34.25,0,
g23672,252,60.71,0,
g23673,6434,30.0,0,
g23674,9468,32.92,0,
g23675,1628,35.63,0,
g23676,1554,37.45,0,
g23677,972,44.03,0,
g23678,14712,36.83,0,
g23679,660,55.76,0,
g2368,25917,39.52,0,
g23680,27505,36.55,0,
g23681,36147,36.22,0,
g23682,36666,35.6,0,
g23683,204,67.65,0,
g23684,14276,38.99,0,
g23685,37478,37.01,0,
g23686,5912,34.07,0,
g23687,3548,35.71,0,
g23688,5535,35.59,0,
g23689,1155,35.06,0,
g2369,12791,42.74,0,
g23690,8517,35.6,0,
g23691,115980,36.77,0,
g23692,877,71.15,0,
g23693,2016,43.7,0,
g23694,11492,37.77,0,
g23695,24992,35.65,0,
g23696,38263,34.56,0,
g23697,1434,34.66,0,
g23698,5341,35.59,0,
g23699,7377,33.51,0,
g237,477,46.75,0,
g2370,12938,34.89,0,
g23700,17159,36.5,0,
g23701,44491,35.88,0,
g23702,7819,58.26,0,
g23703,3488,35.95,0,
g23704,1389,38.3,0,
g23705,5279,36.24,0,
g23706,4511,33.1,0,
g23707,9689,35.07,0,
g23708,7746,31.96,0,
g23709,6473,35.61,0,
g2371,15689,37.09,0,
g23710,23353,34.61,0,
g23711,2194,36.28,0,
g23712,14055,36.17,0,
g23713,5346,33.03,0,
g23714,1464,47.88,0,
g23715,18031,33.75,0,
g23716,9399,32.87,0,
g23717,2467,32.71,0,
g23718,23369,36.36,0,
g23719,28600,38.03,0,
g2372,3026,32.19,0,
g23720,7030,30.88,0,
g23721,26284,33.06,0,
g23722,10115,39.35,0,
g23723,270,56.67,0,
g23724,64077,36.37,0,
g23725,11285,36.07,0,
g23726,2740,37.12,0,
g23727,924,38.64,0,
g23728,273,56.78,0,
g23729,213,50.23,0,
g2373,3977,34.02,0,
g23730,252,61.11,0,
g23731,234,43.59,0,
g23732,1249,41.71,0,
g23733,3246,37.8,0,
g23734,10595,36.34,0,
g23735,10224,37.74,0,
g23736,14564,35.03,0,
g23737,1560,37.95,0,
g23738,11325,37.26,0,
g23739,7124,41.21,0,
g2374,8192,36.63,0,
g23740,105071,35.64,0,
g23741,5502,46.49,0,
g23742,52349,36.54,0,
g23743,2023,41.03,0,
g23744,4864,39.29,0,
g23745,3491,34.63,0,
g23746,70079,37.22,0,
g23747,9565,33.27,0,
g23748,11909,37.36,0,
g23749,10917,33.13,0,
g2375,8493,33.47,0,
g23750,6281,39.29,0,
g23751,32353,33.63,0,
g23752,21230,35.78,0,
g23753,1304,51.69,0,
g23754,32865,37.34,0,
g23755,321,73.83,0,
g23756,49962,34.19,0,
g23757,906,70.97,0,
g23758,273,55.31,0,
g23759,243,59.67,0,
g2376,10219,36.78,0,
g23760,4906,41.01,0,
g23761,246,45.53,0,
g23762,279,51.97,0,
g23763,27968,35.66,0,
g23764,555,66.67,0,
g23765,1117,50.31,0,
g23766,2364,35.7,0,
g23767,16868,38.81,0,
g23768,1344,43.6,0,
g23769,9001,37.21,0,
g2377,33820,35.62,0,
g23770,3187,49.01,0,
g23771,234,61.54,0,
g23772,13888,45.63,0,
g23773,5315,38.51,0,
g23774,3209,37.24,0,
g23775,420,72.38,0,
g23776,5074,32.18,0,
g23777,729,40.74,0,
g23778,3504,34.93,0,
g23779,13455,37.41,0,
g2378,82000,35.97,0,
g23780,15368,36.61,0,
g23781,462,35.28,0,
g23782,2852,30.54,0,
g23783,3194,30.37,0,
g23784,101885,37.43,0,
g23785,23350,37.29,0,
g23786,1176,36.9,0,
g23787,22780,35.56,0,
g23788,36945,35.5,0,
g23789,28180,36.93,0,
g2379,1003,38.88,0,
g23790,50585,38.33,0,
g23791,462,43.94,0,
g23792,34078,40.06,0,
g23793,3076,33.97,0,
g23794,56598,37.13,0,
g23795,9810,36.76,0,
g23796,5267,30.0,0,
g23797,6822,35.52,0,
g23798,6217,32.06,0,
g23799,34318,34.01,0,
g238,1359,37.16,0,
g2380,666,34.08,0,
g23800,28711,36.8,0,
g23801,7235,36.1,0,
g23802,2560,32.97,0,
g23803,626,57.83,0,
g23804,1622,37.98,0,
g23805,9402,36.25,0,
g23806,1830,46.34,0,
g23807,10150,36.87,0,
g23808,13213,36.4,0,
g23809,14587,37.16,0,
g2381,2454,40.67,0,
g23810,6701,40.49,0,
g23811,21108,34.33,0,
g23812,10405,35.88,0,
g23813,264,41.67,0,
g23814,6432,37.84,0,
g23815,5214,33.79,0,
g23816,3427,30.55,0,
g23817,3591,34.36,0,
g23818,3871,28.75,0,
g23819,4556,38.54,0,
g2382,14112,34.24,0,
g23820,1218,42.28,0,
g23821,429,41.96,0,
g23822,1882,38.74,0,
g23823,4579,37.19,0,
g23824,14020,32.75,0,
g23825,1800,39.94,0,
g23826,252,51.59,0,
g23827,939,50.69,0,
g23828,678,32.01,0,
g23829,29764,35.19,0,
g2383,2386,40.95,0,
g23830,4440,34.44,0,
g23831,2294,35.44,0,
g23832,16140,39.13,0,
g23833,3964,36.25,0,
g23834,217,58.99,0,
g23835,4116,50.27,0,
g23836,1627,41.67,0,
g23837,27658,37.63,0,
g23838,339,73.45,0,
g23839,2534,34.21,0,
g2384,6216,38.03,0,
g23840,20669,33.72,0,
g23841,429,68.53,0,
g23842,237,56.12,0,
g23843,4684,32.73,0,
g23844,23435,37.43,0,
g23845,7235,32.01,0,
g23846,1802,33.74,0,
g23847,26817,35.02,0,
g23848,1992,42.42,0,
g23849,11634,36.95,0,
g2385,22652,34.54,0,
g23850,1393,38.91,0,
g23851,11902,35.64,0,
g23852,207,66.18,0,
g23853,661,42.06,0,
g23854,201,57.71,0,
g23855,3578,37.31,0,
g23856,13235,33.15,0,
g23857,1164,36.6,0,
g23858,948,41.98,0,
g23859,1125,29.78,0,
g2386,5803,33.79,0,
g23860,10353,34.66,0,
g23861,309,55.66,0,
g23862,36567,36.25,0,
g23863,86982,35.79,0,
g23864,49239,38.14,0,
g23865,411,67.4,0,
g23866,927,60.73,0,
g23867,6266,37.09,0,
g23868,399,41.35,0,
g23869,2782,39.36,0,
g2387,753,42.76,0,
g23870,7583,32.47,0,
g23871,3395,31.49,0,
g23872,5917,34.12,0,
g23873,633,30.65,0,
g23874,3696,33.79,0,
g23875,5346,33.82,0,
g23876,8687,35.74,0,
g23877,42899,37.7,0,
g23878,297,69.36,0,
g23879,2082,46.69,0,
g2388,27507,36.95,0,
g23880,2377,32.77,0,
g23881,1943,48.17,0,
g23882,7361,33.99,0,
g23883,3844,37.07,0,
g23884,34292,36.11,0,
g23885,1614,47.27,0,
g23886,15418,34.32,0,
g23887,50002,36.13,0,
g23888,8839,37.62,0,
g23889,2727,32.64,0,
g2389,360,51.94,0,
g23890,2190,29.73,0,
g23891,723,32.64,0,
g23892,936,33.23,0,
g23893,6711,32.54,0,
g23894,1218,33.66,0,
g23895,1011,32.44,0,
g23896,5530,31.21,0,
g23897,823,58.2,0,
g23898,357,65.83,0,
g23899,309,63.75,0,
g239,13637,32.1,0,
g2390,8554,39.35,0,
g23900,228,63.6,0,
g23901,94250,37.11,0,
g23902,31287,34.11,0,
g23903,5332,30.66,0,
g23904,1046,36.62,0,
g23905,2564,34.05,0,
g23906,2379,32.62,0,
g23907,5499,31.31,0,
g23908,18893,35.4,0,
g23909,12369,33.39,0,
g2391,12523,35.94,0,
g23910,23144,35.37,0,
g23911,17278,33.18,0,
g23912,12413,33.4,0,
g23913,23463,33.87,0,
g23914,4172,33.99,0,
g23915,25087,35.47,0,
g23916,15138,36.11,0,
g23917,2947,31.32,0,
g23918,6309,31.04,0,
g23919,14103,36.71,0,
g2392,2923,33.66,0,
g23920,6834,36.83,0,
g23921,10809,38.46,0,
g23922,29225,37.02,0,
g23923,339,50.74,0,
g23924,3756,36.79,0,
g23925,7125,40.13,0,
g23926,1239,40.27,0,
g23927,240,39.17,0,
g23928,5001,41.67,0,
g23929,6502,30.96,0,
g2393,2079,38.29,0,
g23930,25750,37.21,0,
g23931,1968,40.24,0,
g23932,4685,34.96,0,
g23933,12566,31.89,0,
g23934,1116,36.83,0,
g23935,15464,35.92,0,
g23936,1597,42.14,0,
g23937,31856,35.27,0,
g23938,273,61.54,0,
g23939,400,47.75,0,
g2394,12249,34.74,0,
g23940,36908,37.28,0,
g23941,466,57.08,0,
g23942,20028,37.22,0,
g23943,1635,54.5,0,
g23944,3629,53.82,0,
g23945,1856,41.0,0,
g23946,11964,38.03,0,
g23947,715,42.94,0,
g23948,273,35.9,0,
g23949,11797,31.79,0,
g2395,1793,33.07,0,
g23950,7344,32.8,0,
g23951,12379,34.09,0,
g23952,3572,31.97,0,
g23953,1575,32.44,0,
g23954,5496,32.61,0,
g23955,522,32.95,0,
g23956,1733,35.89,0,
g23957,4293,34.4,0,
g23958,23167,35.78,0,
g23959,1642,50.85,0,
g2396,8878,34.46,0,
g23960,862,58.35,0,
g23961,1791,29.15,0,
g23962,12324,33.05,0,
g23963,5217,37.78,0,
g23964,6943,30.79,0,
g23965,516,57.17,0,
g23966,912,52.52,0,
g23967,20373,40.8,0,
g23968,4602,35.2,0,
g23969,5511,34.44,0,
g2397,11428,35.65,0,
g23970,9114,36.83,0,
g23971,8021,35.33,0,
g23972,4045,42.35,0,
g23973,10247,33.32,0,
g23974,6921,34.68,0,
g23975,4469,38.22,0,
g23976,4082,37.97,0,
g23977,300,50.33,0,
g23978,10915,41.73,0,
g23979,2604,46.47,0,
g2398,7560,35.56,0,
g23980,9831,34.22,0,
g23981,1918,37.33,0,
g23982,1359,37.23,0,
g23983,1835,31.72,0,
g23984,3934,33.2,0,
g23985,2547,38.36,0,
g23986,24812,38.44,0,
g23987,489,42.33,0,
g23988,6243,30.58,0,
g23989,7748,33.83,0,
g2399,8036,36.42,0,
g23990,363,41.05,0,
g23991,12533,37.69,0,
g23992,4021,33.92,0,
g23993,3813,30.87,0,
g23994,2809,38.45,0,
g23995,12416,34.38,0,
g23996,34375,36.67,0,
g23997,2124,37.05,0,
g23998,1121,38.27,0,
g23999,1551,35.85,0,
g24,22297,35.18,0,
g240,19300,37.74,0,
g2400,10090,34.46,0,
g24000,2269,31.56,0,
g24001,1066,44.47,0,
g24002,2366,34.7,0,
g24003,9029,35.64,0,
g24004,1595,47.65,0,
g24005,3898,31.79,0,
g24006,4053,30.74,0,
g24007,18440,32.21,0,
g24008,2472,38.43,0,
g24009,1715,34.69,0,
g2401,7357,35.79,0,
g24010,4438,32.18,0,
g24011,16150,35.91,0,
g24012,4095,43.44,0,
g24013,8599,40.26,0,
g24014,204,76.47,0,
g24015,10184,32.45,0,
g24016,17653,33.74,0,
g24017,7315,30.64,0,
g24018,4867,35.46,0,
g24019,35289,33.69,0,
g2402,9937,34.96,0,
g24020,7307,40.44,0,
g24021,32100,37.69,0,
g24022,440,47.95,0,
g24023,450,72.67,0,
g24024,348,37.07,0,
g24025,2738,35.61,0,
g24026,221868,37.12,0,
g24027,357,56.86,0,
g24028,53263,35.65,0,
g24029,19839,41.55,0,
g2403,2048,42.29,0,
g24030,13775,36.46,0,
g24031,507,35.5,0,
g24032,37855,35.9,0,
g24033,6865,32.75,0,
g24034,5402,32.25,0,
g24035,77501,36.7,0,
g24036,7093,47.98,0,
g24037,5426,43.75,0,
g24038,3058,38.06,0,
g24039,1051,43.1,0,
g2404,11396,37.65,0,
g24040,15010,37.14,0,
g24041,7651,36.61,0,
g24042,8754,39.71,0,
g24043,3409,34.12,0,
g24044,22052,37.89,0,
g24045,273,72.53,0,
g24046,4588,43.74,0,
g24047,5336,37.82,0,
g24048,5320,33.2,0,
g24049,5022,36.4,0,
g2405,16498,33.94,0,
g24050,1323,46.03,0,
g24051,9642,36.47,0,
g24052,15633,35.37,0,
g24053,4079,32.97,0,
g24054,54701,35.56,0,
g24055,1126,51.15,0,
g24056,1014,44.87,0,
g24057,3884,42.22,0,
g24058,1867,43.65,0,
g24059,2515,35.83,0,
g2406,459,50.54,0,
g24060,1981,36.29,0,
g24061,6046,30.37,0,
g24062,7957,32.99,0,
g24063,9689,39.3,0,
g24064,54149,36.21,0,
g24065,2460,32.52,0,
g24066,9168,34.42,0,
g24067,888,40.2,0,
g24068,3066,34.05,0,
g24069,1128,42.11,0,
g2407,5706,37.75,0,
g24070,228,49.12,0,
g24071,2147,36.1,0,
g24072,6872,35.14,0,
g24073,47507,35.17,0,
g24074,19899,38.84,0,
g24075,13592,38.64,0,
g24076,1125,54.49,0,
g24077,39241,36.62,0,
g24078,1371,41.21,0,
g24079,3610,36.98,0,
g2408,339,33.33,0,
g24080,294,57.82,0,
g24081,42636,38.93,0,
g24082,396,37.88,0,
g24083,8745,33.12,0,
g24084,33774,34.78,0,
g24085,264,50.76,0,
g24086,5903,37.71,0,
g24087,5586,38.08,0,
g24088,6950,40.01,0,
g24089,1048,30.63,0,
g2409,531,52.35,0,
g24090,4778,37.59,0,
g24091,6770,42.63,0,
g24092,384,66.15,0,
g24093,1800,40.89,0,
g24094,11334,36.67,0,
g24095,1526,34.4,0,
g24096,3455,29.73,0,
g24097,1624,27.28,0,
g24098,6712,50.07,0,
g24099,27058,34.74,0,
g241,724,41.57,0,
g2410,9586,35.43,0,
g24100,1906,37.62,0,
g24101,831,38.39,0,
g24102,23855,34.25,0,
g24103,5333,32.48,0,
g24104,24459,37.69,0,
g24105,11391,39.07,0,
g24106,930,54.3,0,
g24107,360,69.44,0,
g24108,74449,36.23,0,
g24109,4733,34.12,0,
g2411,258,56.2,0,
g24110,23314,39.31,0,
g24111,8541,40.09,0,
g24112,1272,36.95,0,
g24113,16783,32.55,0,
g24114,327,37.31,0,
g24115,381,49.34,0,
g24116,3738,48.74,0,
g24117,9905,39.14,0,
g24118,4638,36.7,0,
g24119,1360,34.71,0,
g2412,566,31.63,0,
g24120,489,70.96,0,
g24121,3244,34.68,0,
g24122,637,36.26,0,
g24123,22656,33.79,0,
g24124,8015,32.21,0,
g24125,4010,33.84,0,
g24126,4008,37.77,0,
g24127,34793,36.4,0,
g24128,15606,36.96,0,
g24129,6261,32.31,0,
g2413,5163,35.31,0,
g24130,3564,34.4,0,
g24131,4407,35.6,0,
g24132,3362,31.02,0,
g24133,1369,28.63,0,
g24134,2734,33.65,0,
g24135,5291,33.7,0,
g24136,1350,38.89,0,
g24137,7629,32.44,0,
g24138,879,37.2,0,
g24139,237,54.43,0,
g2414,6990,33.76,0,
g24140,9979,34.0,0,
g24141,963,68.43,0,
g24142,78564,37.29,0,
g24143,8538,31.73,0,
g24144,18177,35.64,0,
g24145,20101,34.7,0,
g24146,70363,35.77,0,
g24147,13457,36.53,0,
g24148,17150,34.97,0,
g24149,5126,36.48,0,
g2415,8486,35.71,0,
g24150,5622,40.63,0,
g24151,2173,42.98,0,
g24152,320,42.19,0,
g24153,405,75.06,0,
g24154,429,73.89,0,
g24155,669,73.99,0,
g24156,1188,82.15,0,
g24157,299,45.82,0,
g24158,570,41.4,0,
g24159,2148,41.34,0,
g2416,282,37.94,0,
g24160,2538,37.39,0,
g24161,15212,38.75,0,
g24162,8931,37.82,0,
g24163,818,32.15,0,
g24164,8321,33.71,0,
g24165,28235,38.5,0,
g24166,8478,38.78,0,
g24167,453,64.02,0,
g24168,5246,35.8,0,
g24169,2375,32.97,0,
g2417,4456,38.94,0,
g24170,11561,36.61,0,
g24171,9478,32.46,0,
g24172,1048,35.4,0,
g24173,27015,37.76,0,
g24174,300,61.0,0,
g24175,5716,35.48,0,
g24176,3450,32.75,0,
g24177,7653,35.54,0,
g24178,3889,38.49,0,
g24179,33354,37.8,0,
g2418,2507,37.34,0,
g24180,16205,35.08,0,
g24181,3184,29.71,0,
g24182,11468,34.49,0,
g24183,6375,35.59,0,
g24184,7723,34.03,0,
g24185,267,52.06,0,
g24186,9290,40.84,0,
g24187,48958,36.38,0,
g24188,8396,35.05,0,
g24189,3403,38.05,0,
g2419,18246,35.2,0,
g24190,3940,33.45,0,
g24191,4141,32.26,0,
g24192,90273,36.52,0,
g24193,795,61.89,0,
g24194,21324,36.98,0,
g24195,839,36.0,0,
g24196,1999,37.22,0,
g24197,5618,35.39,0,
g24198,14457,32.5,0,
g24199,38654,33.75,0,
g242,23023,36.28,0,
g2420,54889,37.36,0,
g24200,222,42.34,0,
g24201,5681,35.8,0,
g24202,8210,34.02,0,
g24203,13789,31.85,0,
g24204,11415,37.81,0,
g24205,14558,33.46,0,
g24206,273,54.95,0,
g24207,16733,36.65,0,
g24208,5362,41.72,0,
g24209,5350,37.25,0,
g2421,5747,37.41,0,
g24210,17480,38.63,0,
