qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle
g23097.t1	tr|A0A067LZR2|A0A067LZR2_BOTB1	34.694	147	244	226	59	3.94e-14	76.3	tr|A0A067LZR2|A0A067LZR2_BOTB1 DUF3421 domain-containing protein OS=Botryobasidium botryosum (strain FD-172 SS1) OX=930990 GN=BOTBODRAFT_540120 PE=4 SV=1
g23097.t1	tr|A0ABP1DLF9|A0ABP1DLF9_9APHY	35.570	149	244	337	59	2.97e-13	75.5	tr|A0ABP1DLF9|A0ABP1DLF9_9APHY Chitin-binding type-3 domain-containing protein OS=Somion occarium OX=3059160 GN=GFSPODELE1_LOCUS6577 PE=4 SV=1
g23098.t1	sp|Q7Q5J5|P47R_ANOGA	48.062	129	237	290	63	1.59e-27	113	sp|Q7Q5J5|P47R_ANOGA Pfs47 receptor OS=Anopheles gambiae OX=7165 GN=AgaP_AGAP006398 PE=1 SV=3
g23098.t1	sp|Q7Q5J5|P47R_ANOGA	43.624	149	237	290	63	1.84e-27	113	sp|Q7Q5J5|P47R_ANOGA Pfs47 receptor OS=Anopheles gambiae OX=7165 GN=AgaP_AGAP006398 PE=1 SV=3
g23098.t1	tr|A0ACC1IRK4|A0ACC1IRK4_9FUNG	33.133	166	237	231	68	9.99e-16	80.5	tr|A0ACC1IRK4|A0ACC1IRK4_9FUNG Uncharacterized protein OS=Kickxella alabastrina OX=61397 GN=LPJ66_002156 PE=4 SV=1
g23098.t1	tr|A0A9W8M2P4|A0A9W8M2P4_9FUNG	36.601	153	237	156	61	8.73e-14	73.6	tr|A0A9W8M2P4|A0A9W8M2P4_9FUNG Uncharacterized protein OS=Coemansia brasiliensis OX=2650707 GN=IWW36_000710 PE=4 SV=1
g23098.t1	tr|A0A9W8M2P4|A0A9W8M2P4_9FUNG	42.254	71	237	156	61	5.29e-08	58.2	tr|A0A9W8M2P4|A0A9W8M2P4_9FUNG Uncharacterized protein OS=Coemansia brasiliensis OX=2650707 GN=IWW36_000710 PE=4 SV=1
g23098.t1	tr|A0A9W8BDX8|A0A9W8BDX8_9FUNG	28.994	169	237	184	70	1.82e-12	70.9	tr|A0A9W8BDX8|A0A9W8BDX8_9FUNG Uncharacterized protein OS=Coemansia thaxteri OX=2663907 GN=H4R26_002959 PE=4 SV=1
g23098.t1	tr|A0A9W8BIA4|A0A9W8BIA4_9FUNG	35.570	149	237	155	61	2.09e-12	70.1	tr|A0A9W8BIA4|A0A9W8BIA4_9FUNG DUF3421 domain-containing protein OS=Coemansia thaxteri OX=2663907 GN=H4R26_003335 PE=4 SV=1
g23099.t1	sp|Q5F4B8|S46A3_CHICK	24.834	451	595	464	74	6.82e-22	106	sp|Q5F4B8|S46A3_CHICK Lysosomal proton-coupled steroid conjugate and bile acid symporter SLC46A3 OS=Gallus gallus OX=9031 GN=SLC46A3 PE=2 SV=1
g23099.t1	sp|Q9DC26|S46A3_MOUSE	26.420	405	595	460	67	1.14e-20	102	sp|Q9DC26|S46A3_MOUSE Lysosomal proton-coupled steroid conjugate and bile acid symporter SLC46A3 OS=Mus musculus OX=10090 GN=Slc46a3 PE=2 SV=1
g23099.t1	sp|Q5BK75|S46A3_RAT	24.889	450	595	461	74	3.03e-20	101	sp|Q5BK75|S46A3_RAT Lysosomal proton-coupled steroid conjugate and bile acid symporter SLC46A3 OS=Rattus norvegicus OX=10116 GN=Slc46a3 PE=2 SV=1
g23099.t1	sp|A1Z7R6|S46_DROME	23.182	440	595	519	72	1.94e-19	99.8	sp|A1Z7R6|S46_DROME Probable peptidoglycan muropeptide transporter SLC46 OS=Drosophila melanogaster OX=7227 GN=SLC46 PE=2 SV=1
g23099.t1	sp|Q5RBM3|S46A3_PONAB	26.087	437	595	463	71	1.15e-17	94.0	sp|Q5RBM3|S46A3_PONAB Lysosomal proton-coupled steroid conjugate and bile acid symporter SLC46A3 OS=Pongo abelii OX=9601 GN=SLC46A3 PE=2 SV=1
g23100.t1	sp|P09470|ACE_MOUSE	34.138	580	772	1312	73	7.97e-95	329	sp|P09470|ACE_MOUSE Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3
g23100.t1	sp|P09470|ACE_MOUSE	31.992	522	772	1312	73	2.00e-79	285	sp|P09470|ACE_MOUSE Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3
g23100.t1	sp|P47820|ACE_RAT	33.448	580	772	1313	73	5.31e-92	321	sp|P47820|ACE_RAT Angiotensin-converting enzyme OS=Rattus norvegicus OX=10116 GN=Ace PE=1 SV=1
g23100.t1	sp|P47820|ACE_RAT	32.567	522	772	1313	73	4.49e-82	293	sp|P47820|ACE_RAT Angiotensin-converting enzyme OS=Rattus norvegicus OX=10116 GN=Ace PE=1 SV=1
g23100.t1	sp|Q9GLN7|ACE_PANTR	33.679	579	772	1304	73	2.83e-89	313	sp|Q9GLN7|ACE_PANTR Angiotensin-converting enzyme OS=Pan troglodytes OX=9598 GN=ACE PE=3 SV=1
g23100.t1	sp|Q9GLN7|ACE_PANTR	31.196	577	772	1304	73	3.18e-82	293	sp|Q9GLN7|ACE_PANTR Angiotensin-converting enzyme OS=Pan troglodytes OX=9598 GN=ACE PE=3 SV=1
g23100.t1	sp|P12821|ACE_HUMAN	33.679	579	772	1306	73	3.72e-89	313	sp|P12821|ACE_HUMAN Angiotensin-converting enzyme OS=Homo sapiens OX=9606 GN=ACE PE=1 SV=1
g23100.t1	sp|P12821|ACE_HUMAN	31.023	577	772	1306	73	3.63e-81	290	sp|P12821|ACE_HUMAN Angiotensin-converting enzyme OS=Homo sapiens OX=9606 GN=ACE PE=1 SV=1
g23100.t1	sp|Q50JE5|ACE_MESAU	36.042	480	772	1314	73	5.64e-89	312	sp|Q50JE5|ACE_MESAU Angiotensin-converting enzyme OS=Mesocricetus auratus OX=10036 GN=Ace PE=2 SV=1
g23100.t1	sp|Q50JE5|ACE_MESAU	31.164	584	772	1314	73	1.85e-80	288	sp|Q50JE5|ACE_MESAU Angiotensin-converting enzyme OS=Mesocricetus auratus OX=10036 GN=Ace PE=2 SV=1
g23101.t1	sp|O76483|GSTT7_ANOGA	52.133	211	244	218	86	3.37e-80	246	sp|O76483|GSTT7_ANOGA Glutathione S-transferase D7 OS=Anopheles gambiae OX=7165 GN=GstD7 PE=2 SV=1
g23101.t1	sp|Q93112|GST1C_ANOGA	55.851	188	244	209	77	1.72e-77	239	sp|Q93112|GST1C_ANOGA Glutathione S-transferase 1, isoform C OS=Anopheles gambiae OX=7165 GN=GstD1 PE=1 SV=2
g23101.t1	sp|Q93113|GST1D_ANOGA	56.684	187	244	209	77	1.41e-76	236	sp|Q93113|GST1D_ANOGA Glutathione S-transferase 1, isoform D OS=Anopheles gambiae OX=7165 GN=GstD1 PE=1 SV=1
g23101.t1	sp|P67805|GSTT1_DROSI	55.914	186	244	209	76	6.02e-76	235	sp|P67805|GSTT1_DROSI Glutathione S-transferase 1-1 OS=Drosophila simulans OX=7240 GN=GstD1 PE=2 SV=2
g23101.t1	sp|P30106|GSTT1_DROSE	55.914	186	244	209	76	8.73e-76	234	sp|P30106|GSTT1_DROSE Glutathione S-transferase 1-1 OS=Drosophila sechellia OX=7238 GN=GstD1 PE=3 SV=2
g23104.t1	sp|Q09388|ACM2_CAEEL	43.568	241	835	627	40	1.32e-56	213	sp|Q09388|ACM2_CAEEL Muscarinic acetylcholine receptor gar-2 OS=Caenorhabditis elegans OX=6239 GN=gar-2 PE=2 SV=3
g23104.t1	sp|Q09388|ACM2_CAEEL	57.000	100	835	627	40	8.14e-29	130	sp|Q09388|ACM2_CAEEL Muscarinic acetylcholine receptor gar-2 OS=Caenorhabditis elegans OX=6239 GN=gar-2 PE=2 SV=3
g23104.t1	sp|Q18007|ACM1_CAEEL	35.238	315	835	713	48	2.62e-46	184	sp|Q18007|ACM1_CAEEL Probable muscarinic acetylcholine receptor gar-1 OS=Caenorhabditis elegans OX=6239 GN=gar-1 PE=2 SV=3
g23104.t1	sp|Q18007|ACM1_CAEEL	53.846	91	835	713	48	3.40e-25	120	sp|Q18007|ACM1_CAEEL Probable muscarinic acetylcholine receptor gar-1 OS=Caenorhabditis elegans OX=6239 GN=gar-1 PE=2 SV=3
g23104.t1	sp|P49578|ACM3_CHICK	28.659	328	835	639	50	1.15e-38	160	sp|P49578|ACM3_CHICK Muscarinic acetylcholine receptor M3 OS=Gallus gallus OX=9031 GN=CHRM3 PE=2 SV=1
g23104.t1	sp|P49578|ACM3_CHICK	45.977	87	835	639	50	1.65e-15	89.0	sp|P49578|ACM3_CHICK Muscarinic acetylcholine receptor M3 OS=Gallus gallus OX=9031 GN=CHRM3 PE=2 SV=1
g23104.t1	sp|P56489|ACM1_MACMU	38.235	204	835	460	35	5.31e-38	155	sp|P56489|ACM1_MACMU Muscarinic acetylcholine receptor M1 OS=Macaca mulatta OX=9544 GN=CHRM1 PE=2 SV=1
g23104.t1	sp|P56489|ACM1_MACMU	45.977	87	835	460	35	5.96e-16	89.4	sp|P56489|ACM1_MACMU Muscarinic acetylcholine receptor M1 OS=Macaca mulatta OX=9544 GN=CHRM1 PE=2 SV=1
g23104.t1	sp|P12657|ACM1_MOUSE	38.235	204	835	460	35	7.98e-38	155	sp|P12657|ACM1_MOUSE Muscarinic acetylcholine receptor M1 OS=Mus musculus OX=10090 GN=Chrm1 PE=1 SV=2
g23104.t1	sp|P12657|ACM1_MOUSE	44.828	87	835	460	35	1.09e-15	88.6	sp|P12657|ACM1_MOUSE Muscarinic acetylcholine receptor M1 OS=Mus musculus OX=10090 GN=Chrm1 PE=1 SV=2
g23109.t1	sp|Q5W7F4|ATS1_BOMMO	56.552	290	494	1007	86	1.18e-102	336	sp|Q5W7F4|ATS1_BOMMO A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Bombyx mori OX=7091 GN=ADAMTS-1 PE=2 SV=1
g23109.t1	sp|Q5W7F4|ATS1_BOMMO	52.055	146	494	1007	86	5.24e-25	117	sp|Q5W7F4|ATS1_BOMMO A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Bombyx mori OX=7091 GN=ADAMTS-1 PE=2 SV=1
g23109.t1	sp|O15072|ATS3_HUMAN	30.693	303	494	1205	81	2.09e-34	145	sp|O15072|ATS3_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 3 OS=Homo sapiens OX=9606 GN=ADAMTS3 PE=1 SV=4
g23109.t1	sp|O15072|ATS3_HUMAN	37.719	114	494	1205	81	2.47e-08	65.1	sp|O15072|ATS3_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 3 OS=Homo sapiens OX=9606 GN=ADAMTS3 PE=1 SV=4
g23109.t1	sp|Q8WXS8|ATS14_HUMAN	32.143	308	494	1223	58	3.67e-34	144	sp|Q8WXS8|ATS14_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 14 OS=Homo sapiens OX=9606 GN=ADAMTS14 PE=1 SV=2
g23109.t1	sp|P79331|ATS2_BOVIN	28.947	304	494	1205	58	1.98e-30	133	sp|P79331|ATS2_BOVIN A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Bos taurus OX=9913 GN=ADAMTS2 PE=1 SV=1
g23109.t1	sp|O95450|ATS2_HUMAN	28.947	304	494	1211	81	6.68e-30	132	sp|O95450|ATS2_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Homo sapiens OX=9606 GN=ADAMTS2 PE=1 SV=2
g23109.t1	sp|O95450|ATS2_HUMAN	31.690	142	494	1211	81	4.69e-06	57.8	sp|O95450|ATS2_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Homo sapiens OX=9606 GN=ADAMTS2 PE=1 SV=2
g23110.t1	sp|Q1HPU2|TRMB_BOMMO	82.328	232	236	236	98	7.65e-143	405	sp|Q1HPU2|TRMB_BOMMO tRNA (guanine-N(7)-)-methyltransferase OS=Bombyx mori OX=7091 PE=2 SV=1
g23110.t1	sp|Q0IEN3|TRMB_AEDAE	69.298	228	236	245	97	1.84e-118	344	sp|Q0IEN3|TRMB_AEDAE tRNA (guanine-N(7)-)-methyltransferase OS=Aedes aegypti OX=7159 GN=AAEL009156 PE=3 SV=1
g23110.t1	sp|Q29I16|TRMB_DROPS	65.801	231	236	247	97	2.49e-115	336	sp|Q29I16|TRMB_DROPS tRNA (guanine-N(7)-)-methyltransferase OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=GA17913 PE=3 SV=2
g23110.t1	sp|B4H4I3|TRMB_DROPE	65.801	231	236	247	97	4.12e-115	335	sp|B4H4I3|TRMB_DROPE tRNA (guanine-N(7)-)-methyltransferase OS=Drosophila persimilis OX=7234 GN=GL18335 PE=3 SV=1
g23110.t1	sp|B4L529|TRMB_DROMO	65.517	232	236	248	97	7.80e-115	335	sp|B4L529|TRMB_DROMO tRNA (guanine-N(7)-)-methyltransferase OS=Drosophila mojavensis OX=7230 GN=GI21651 PE=3 SV=1
g23112.t1	sp|Q7T163|KDISB_DANRE	42.278	913	1223	1680	73	0.0	689	sp|Q7T163|KDISB_DANRE Kinase D-interacting substrate of 220 kDa B OS=Danio rerio OX=7955 GN=kidins220b PE=1 SV=3
g23112.t1	sp|Q9EQG6|KDIS_RAT	41.455	866	1223	1762	70	0.0	677	sp|Q9EQG6|KDIS_RAT Kinase D-interacting substrate of 220 kDa OS=Rattus norvegicus OX=10116 GN=Kidins220 PE=1 SV=2
g23112.t1	sp|Q9ULH0|KDIS_HUMAN	41.686	866	1223	1771	70	0.0	675	sp|Q9ULH0|KDIS_HUMAN Kinase D-interacting substrate of 220 kDa OS=Homo sapiens OX=9606 GN=KIDINS220 PE=1 SV=3
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	39.155	355	1223	2400	34	8.25e-55	218	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	36.641	393	1223	2400	34	1.10e-53	215	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.912	364	1223	2400	34	3.30e-53	213	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	39.155	355	1223	2400	34	7.29e-53	212	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	38.567	363	1223	2400	34	1.52e-52	211	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	36.813	364	1223	2400	34	1.17e-51	208	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.018	389	1223	2400	34	1.49e-51	208	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	35.309	405	1223	2400	34	2.22e-51	207	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.293	362	1223	2400	34	3.59e-51	207	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	38.338	373	1223	2400	34	4.15e-51	206	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	38.000	350	1223	2400	34	5.24e-51	206	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	36.915	363	1223	2400	34	8.85e-51	206	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	38.292	363	1223	2400	34	2.40e-50	204	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.017	362	1223	2400	34	2.75e-50	204	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.466	363	1223	2400	34	3.97e-50	203	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.183	355	1223	2400	34	9.79e-50	202	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	36.170	376	1223	2400	34	1.08e-49	202	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	35.813	363	1223	2400	34	1.34e-49	202	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	36.901	355	1223	2400	34	1.96e-49	201	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	35.484	372	1223	2400	34	5.82e-49	199	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.822	349	1223	2400	34	1.03e-48	199	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	37.741	363	1223	2400	34	1.34e-48	198	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	36.639	363	1223	2400	34	3.94e-48	197	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	36.056	355	1223	2400	34	3.26e-47	194	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	34.986	363	1223	2400	34	1.46e-44	185	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	34.359	390	1223	2400	34	6.34e-44	183	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	31.977	344	1223	2400	34	4.34e-26	125	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	30.796	289	1223	2400	34	7.14e-24	118	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO	32.836	201	1223	2400	34	7.82e-15	88.6	tr|A0A9W9EZJ1|A0A9W9EZJ1_9EURO Ankyrin-2 OS=Penicillium argentinense OX=1131581 GN=N7532_009425 PE=4 SV=1
g23112.t1	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO	36.389	360	1223	421	30	1.71e-53	201	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO Ankyrin (Fragment) OS=Fusarium falciforme OX=195108 GN=NW755_014811 PE=4 SV=1
g23112.t1	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO	34.985	343	1223	421	30	6.79e-46	179	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO Ankyrin (Fragment) OS=Fusarium falciforme OX=195108 GN=NW755_014811 PE=4 SV=1
g23112.t1	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO	34.877	367	1223	421	30	5.11e-45	176	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO Ankyrin (Fragment) OS=Fusarium falciforme OX=195108 GN=NW755_014811 PE=4 SV=1
g23112.t1	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO	32.743	226	1223	421	30	1.10e-21	107	tr|A0A9W8UUE0|A0A9W8UUE0_9HYPO Ankyrin (Fragment) OS=Fusarium falciforme OX=195108 GN=NW755_014811 PE=4 SV=1
g23113.t1	sp|Q7T163|KDISB_DANRE	31.385	325	726	1680	42	1.86e-38	162	sp|Q7T163|KDISB_DANRE Kinase D-interacting substrate of 220 kDa B OS=Danio rerio OX=7955 GN=kidins220b PE=1 SV=3
g23113.t1	sp|Q9EQG6|KDIS_RAT	30.925	346	726	1762	41	1.03e-36	156	sp|Q9EQG6|KDIS_RAT Kinase D-interacting substrate of 220 kDa OS=Rattus norvegicus OX=10116 GN=Kidins220 PE=1 SV=2
g23113.t1	sp|Q9ULH0|KDIS_HUMAN	45.926	135	726	1771	18	1.83e-28	130	sp|Q9ULH0|KDIS_HUMAN Kinase D-interacting substrate of 220 kDa OS=Homo sapiens OX=9606 GN=KIDINS220 PE=1 SV=3
g23114.t1	sp|Q80U56|AVL9_MOUSE	35.950	637	640	649	90	5.83e-125	390	sp|Q80U56|AVL9_MOUSE Late secretory pathway protein AVL9 homolog OS=Mus musculus OX=10090 GN=Avl9 PE=1 SV=2
g23114.t1	sp|Q5R991|AVL9_PONAB	47.727	220	640	630	69	2.24e-60	219	sp|Q5R991|AVL9_PONAB Late secretory pathway protein AVL9 homolog OS=Pongo abelii OX=9601 GN=AVL9 PE=2 SV=1
g23114.t1	sp|Q5R991|AVL9_PONAB	33.871	248	640	630	69	1.74e-31	137	sp|Q5R991|AVL9_PONAB Late secretory pathway protein AVL9 homolog OS=Pongo abelii OX=9601 GN=AVL9 PE=2 SV=1
g23114.t1	sp|Q8NBF6|AVL9_HUMAN	47.727	220	640	648	69	2.58e-60	219	sp|Q8NBF6|AVL9_HUMAN Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1
g23114.t1	sp|Q8NBF6|AVL9_HUMAN	38.525	244	640	648	69	1.77e-45	178	sp|Q8NBF6|AVL9_HUMAN Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1
g23114.t1	tr|A0AAD5XN65|A0AAD5XN65_9FUNG	40.088	227	640	633	68	2.17e-38	158	tr|A0AAD5XN65|A0AAD5XN65_9FUNG Late secretory pathway protein avl9 OS=Geranomyces variabilis OX=109894 GN=AVL9 PE=3 SV=1
g23114.t1	tr|A0AAD5XN65|A0AAD5XN65_9FUNG	28.947	266	640	633	68	1.27e-12	79.0	tr|A0AAD5XN65|A0AAD5XN65_9FUNG Late secretory pathway protein avl9 OS=Geranomyces variabilis OX=109894 GN=AVL9 PE=3 SV=1
g23114.t1	tr|A0A0L0HSE0|A0A0L0HSE0_SPIPD	37.805	246	640	615	66	1.24e-36	152	tr|A0A0L0HSE0|A0A0L0HSE0_SPIPD UDENN domain-containing protein OS=Spizellomyces punctatus (strain DAOM BR117) OX=645134 GN=SPPG_01226 PE=3 SV=1
g23114.t1	tr|A0A0L0HSE0|A0A0L0HSE0_SPIPD	26.201	229	640	615	66	3.51e-08	64.7	tr|A0A0L0HSE0|A0A0L0HSE0_SPIPD UDENN domain-containing protein OS=Spizellomyces punctatus (strain DAOM BR117) OX=645134 GN=SPPG_01226 PE=3 SV=1
g23117.t1	sp|Q1XG90|LYS2_CRAVI	27.679	112	1149	135	9	4.25e-06	54.7	sp|Q1XG90|LYS2_CRAVI Lysozyme 2 OS=Crassostrea virginica OX=6565 GN=lysoz2 PE=1 SV=1
g23119.t1	sp|Q3T9Z9|ZUP1_MOUSE	35.181	469	742	577	58	5.64e-83	281	sp|Q3T9Z9|ZUP1_MOUSE Zinc finger-containing ubiquitin peptidase 1 OS=Mus musculus OX=10090 GN=Zup1 PE=2 SV=2
g23119.t1	sp|Q3SWY8|ZUP1_BOVIN	35.619	452	742	579	57	6.32e-83	281	sp|Q3SWY8|ZUP1_BOVIN Zinc finger-containing ubiquitin peptidase 1 OS=Bos taurus OX=9913 GN=ZUP1 PE=2 SV=1
g23119.t1	sp|Q96AP4|ZUP1_HUMAN	35.242	454	742	578	57	3.66e-82	279	sp|Q96AP4|ZUP1_HUMAN Zinc finger-containing ubiquitin peptidase 1 OS=Homo sapiens OX=9606 GN=ZUP1 PE=1 SV=1
g23119.t1	sp|Q5U2S3|ZUP1_RAT	30.915	579	742	577	67	2.24e-81	277	sp|Q5U2S3|ZUP1_RAT Zinc finger-containing ubiquitin peptidase 1 OS=Rattus norvegicus OX=10116 GN=Zup1 PE=2 SV=1
g23119.t1	sp|Q4R4A2|ZUP1_MACFA	34.437	453	742	578	57	2.04e-80	275	sp|Q4R4A2|ZUP1_MACFA Zinc finger-containing ubiquitin peptidase 1 OS=Macaca fascicularis OX=9541 GN=ZUP1 PE=2 SV=1
g23120.t1	tr|A0A9W9UM87|A0A9W9UM87_PENBR	30.000	150	150	376	97	7.20e-09	60.5	tr|A0A9W9UM87|A0A9W9UM87_PENBR Uncharacterized protein OS=Penicillium brevicompactum OX=5074 GN=N7541_008000 PE=4 SV=1
