gene_id,best_hit_accession,best_hit_species,identity_pct,query_coverage_pct,evalue,bitscore,classification,qc_decision,total_blast_hits,qualifying_hits,best_hit_description
g19872.t1,sp|P83863|H2B_PENVA,Penaeus vannamei,96.154,98.0,3.61e-30,107.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P83863|H2B_PENVA Histone H2B (Fragments) OS=Penaeus vannamei OX=6689 PE=1 SV=2
g22755.t1,tr|A0A284QR88|A0A284QR88_ARMOS,Armillaria ostoyae,31.633,96.0,1.1200000000000001e-29,135.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A284QR88|A0A284QR88_ARMOS Integrase catalytic domain-containing protein OS=Armillaria ostoyae OX=47428 GN=ARMOST_02271 PE=4 SV=1
g22761.t1,sp|Q9BZJ3|TRYD_HUMAN,Homo sapiens,45.588,80.0,9.45e-10,59.7,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q9BZJ3|TRYD_HUMAN Tryptase delta OS=Homo sapiens OX=9606 GN=TPSD1 PE=1 SV=2
g22763.t1,sp|Q8BKE9|IFT74_MOUSE,Mus musculus,34.591,88.0,6.64e-11,67.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q8BKE9|IFT74_MOUSE Intraflagellar transport protein 74 homolog OS=Mus musculus OX=10090 GN=Ift74 PE=1 SV=2
g22765.t1,tr|A0A137P2V2|A0A137P2V2_CONC2,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638),31.522,86.0,1.01e-54,197.0,Other non-arthropod,FLAG_REVIEW,1,1,tr|A0A137P2V2|A0A137P2V2_CONC2 Peptidase S28 OS=Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) OX=796925 GN=CONCODRAFT_18478 PE=3 SV=1
g22784.t1,sp|P84025|SMAD3_RAT,Rattus norvegicus,55.917,99.0,1.38e-110,334.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P84025|SMAD3_RAT SMAD family member 3 OS=Rattus norvegicus OX=10116 GN=Smad3 PE=1 SV=1
g22791.t1,sp|Q3SZJ4|PTGR1_BOVIN,Bos taurus,48.512,99.0,2.37e-98,300.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q3SZJ4|PTGR1_BOVIN Prostaglandin reductase 1 OS=Bos taurus OX=9913 GN=PTGR1 PE=2 SV=1
g22799.t1,sp|Q3B736|ATGA1_DANRE,Danio rerio,48.357,100.0,5.1900000000000006e-70,219.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q3B736|ATGA1_DANRE Autophagy-related protein 101 OS=Danio rerio OX=7955 GN=atg101 PE=2 SV=1
g22806.t1,sp|Q0KK59|UNC79_MOUSE,Mus musculus,32.856,76.0,1.23e-134,482.0,Other non-arthropod,FLAG_REVIEW,7,7,sp|Q0KK59|UNC79_MOUSE Protein unc-79 homolog OS=Mus musculus OX=10090 GN=Unc79 PE=1 SV=1
g22810.t1,sp|Q5ZKU4|INT2_CHICK,Gallus gallus,45.312,89.0,4.93e-29,118.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q5ZKU4|INT2_CHICK Integrator complex subunit 2 OS=Gallus gallus OX=9031 GN=INTS2 PE=2 SV=1
g22816.t1,tr|A0A2I1GFX4|A0A2I1GFX4_9GLOM,Rhizophagus irregularis,32.432,88.0,3.9e-19,90.1,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A2I1GFX4|A0A2I1GFX4_9GLOM Tc1-like transposase DDE domain-containing protein OS=Rhizophagus irregularis OX=588596 GN=RhiirA4_542666 PE=4 SV=1
g22821.t1,sp|O89026|ROBO1_MOUSE,Mus musculus,39.95,72.0,1.33e-78,288.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|O89026|ROBO1_MOUSE Roundabout homolog 1 OS=Mus musculus OX=10090 GN=Robo1 PE=1 SV=1
g22823.t1,tr|A0A7S9KLS2|A0A7S9KLS2_EPIFF,Epichloe festucae (strain Fl1),32.09,97.0,9.85e-15,77.0,Other non-arthropod,FLAG_REVIEW,20,20,tr|A0A7S9KLS2|A0A7S9KLS2_EPIFF Uncharacterized protein OS=Epichloe festucae (strain Fl1) OX=877507 GN=C2857_006649 PE=4 SV=1
g22824.t1,sp|Q9P0P8|MRES1_HUMAN,Homo sapiens,31.538,73.0,4.13e-11,66.2,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q9P0P8|MRES1_HUMAN Mitochondrial transcription rescue factor 1 OS=Homo sapiens OX=9606 GN=MTRES1 PE=1 SV=1
g22825.t1,sp|Q8N328|PGBD3_HUMAN,Homo sapiens,41.799,93.0,2.6299999999999997e-38,145.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q8N328|PGBD3_HUMAN PiggyBac transposable element-derived protein 3 OS=Homo sapiens OX=9606 GN=PGBD3 PE=1 SV=3
g22826.t2,sp|F1M5F3|MCM9_RAT,Rattus norvegicus,46.809,78.0,0.0,621.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|F1M5F3|MCM9_RAT DNA helicase MCM9 OS=Rattus norvegicus OX=10116 GN=Mcm9 PE=3 SV=2
g22828.t1,sp|Q7SIG2|CTR1_SOLIN,Solenopsis invicta,40.708,81.0,5.64e-49,168.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q7SIG2|CTR1_SOLIN Chymotrypsin-1 OS=Solenopsis invicta OX=13686 PE=1 SV=1
g22829.t1,sp|Q6GMH0|PRP18_DANRE,Danio rerio,53.541,99.0,1.52e-125,370.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q6GMH0|PRP18_DANRE Pre-mRNA-splicing factor 18 OS=Danio rerio OX=7955 GN=prpf18 PE=2 SV=1
g22838.t1,tr|A0ABR3PUE6|A0ABR3PUE6_9TREE,Vanrija albida,86.486,80.0,3.88e-90,273.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0ABR3PUE6|A0ABR3PUE6_9TREE Glyceraldehyde-3-phosphate dehydrogenase OS=Vanrija albida OX=181172 GN=Q8F55_007746 PE=3 SV=1
g22840.t1,sp|Q58EK3|PLCX3_DANRE,Danio rerio,35.472,84.0,5.99e-47,167.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q58EK3|PLCX3_DANRE PI-PLC X domain-containing protein 3 OS=Danio rerio OX=7955 GN=plcxd3 PE=2 SV=1
g22841.t1,sp|P07953|F261_RAT,Rattus norvegicus,44.248,70.0,6.86e-129,394.0,Other non-arthropod,FLAG_REVIEW,2,2,"sp|P07953|F261_RAT 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 OS=Rattus norvegicus OX=10116 GN=Pfkfb1 PE=1 SV=3"
g22844.t1,sp|P58058|NADK_MOUSE,Mus musculus,62.766,81.0,2.45e-162,471.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P58058|NADK_MOUSE NAD kinase OS=Mus musculus OX=10090 GN=Nadk PE=1 SV=2
g22847.t1,sp|Q04446|GLGB_HUMAN,Homo sapiens,61.38,99.0,0.0,865.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q04446|GLGB_HUMAN 1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3"
g22849.t1,sp|Q6DRM0|GET1_DANRE,Danio rerio,34.524,85.0,8.51e-06,48.9,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q6DRM0|GET1_DANRE Guided entry of tail-anchored proteins factor 1 OS=Danio rerio OX=7955 GN=get1 PE=2 SV=1
g22852.t1,sp|Q2KJC1|CDC5L_BOVIN,Bos taurus,58.346,98.0,0.0,665.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q2KJC1|CDC5L_BOVIN Cell division cycle 5-like protein OS=Bos taurus OX=9913 GN=CDC5L PE=2 SV=1
g22855.t1,sp|Q6DJR2|WWC2_XENTR,Xenopus tropicalis,69.091,91.0,5.42e-52,182.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q6DJR2|WWC2_XENTR Protein WWC2 OS=Xenopus tropicalis OX=8364 GN=wwc2 PE=2 SV=1
g22857.t1,sp|Q2T9N1|F1142_BOVIN,Bos taurus,35.043,80.0,5.29e-51,189.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q2T9N1|F1142_BOVIN Protein FAM114A2 OS=Bos taurus OX=9913 GN=FAM114A1 PE=2 SV=1
g22861.t1,sp|Q8BTV1|TUSC3_MOUSE,Mus musculus,57.516,92.0,1.07e-114,342.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8BTV1|TUSC3_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3 OS=Mus musculus OX=10090 GN=Tusc3 PE=1 SV=1
g22866.t1,tr|D2REU5|D2REU5_ARCPA,Archaeoglobus profundus (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18),41.135,98.0,1.6999999999999998e-104,332.0,Bacterial,FLAG_POSSIBLE_CONTAMINATION,5,5,"tr|D2REU5|D2REU5_ARCPA Alpha,alpha-trehalose-phosphate synthase OS=Archaeoglobus profundus (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18) OX=572546 GN=Arcpr_1593 PE=3 SV=1"
g22868.t1,sp|A3KNK1|TACAN_DANRE,Danio rerio,34.483,95.0,8.14e-07,50.8,Other non-arthropod,FLAG_REVIEW,2,2,sp|A3KNK1|TACAN_DANRE Transmembrane protein 120A-A OS=Danio rerio OX=7955 GN=tmem120aa PE=2 SV=1
g22870.t1,tr|E3RPM2|E3RPM2_PYRTT,Pyrenophora teres f. teres (strain 0-1),45.122,71.0,5.61e-15,76.6,Other non-arthropod,FLAG_REVIEW,2,2,tr|E3RPM2|E3RPM2_PYRTT Reverse transcriptase Ty1/copia-type domain-containing protein OS=Pyrenophora teres f. teres (strain 0-1) OX=861557 GN=PTT_10602 PE=4 SV=1
g22871.t1,tr|A0A015J5I9|A0A015J5I9_RHIIW,Rhizophagus irregularis (strain DAOM 197198w),63.725,85.0,1.5300000000000002e-36,138.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A015J5I9|A0A015J5I9_RHIIW Gag-pol fusion protein OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_273610 PE=4 SV=1
g22872.t1,tr|A0A015J5I9|A0A015J5I9_RHIIW,Rhizophagus irregularis (strain DAOM 197198w),43.111,85.0,5.2699999999999995e-48,177.0,Other non-arthropod,FLAG_REVIEW,1,1,tr|A0A015J5I9|A0A015J5I9_RHIIW Gag-pol fusion protein OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_273610 PE=4 SV=1
g22886.t1,sp|A1A4P5|PFD2_BOVIN,Bos taurus,51.111,93.0,5.05e-39,135.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A1A4P5|PFD2_BOVIN Prefoldin subunit 2 OS=Bos taurus OX=9913 GN=PFDN2 PE=2 SV=1
g22889.t1,tr|U1HGQ0|U1HGQ0_ENDPU,Endocarpon pusillum (strain Z07020 / HMAS-L-300199),34.659,91.0,5.36e-19,87.8,Other non-arthropod,FLAG_REVIEW,6,6,tr|U1HGQ0|U1HGQ0_ENDPU Uncharacterized protein OS=Endocarpon pusillum (strain Z07020 / HMAS-L-300199) OX=1263415 GN=EPUS_06409 PE=4 SV=1
g22893.t1,sp|Q18932|CAH2_CAEEL,Caenorhabditis elegans,42.453,100.0,2.3999999999999997e-23,98.2,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q18932|CAH2_CAEEL Putative carbonic anhydrase-like protein 2 OS=Caenorhabditis elegans OX=6239 GN=cah-2 PE=1 SV=3
g22903.t1,sp|P09601|HMOX1_HUMAN,Homo sapiens,30.653,79.0,2.68e-17,85.9,Other non-arthropod,FLAG_REVIEW,1,1,sp|P09601|HMOX1_HUMAN Heme oxygenase 1 OS=Homo sapiens OX=9606 GN=HMOX1 PE=1 SV=1
g22905.t1,sp|Q6PB70|ANO8_MOUSE,Mus musculus,43.82,74.0,6.3e-112,373.0,Other non-arthropod,FLAG_REVIEW,7,7,sp|Q6PB70|ANO8_MOUSE Anoctamin-8 OS=Mus musculus OX=10090 GN=Ano8 PE=1 SV=3
g22907.t1,sp|Q9NPD3|EXOS4_HUMAN,Homo sapiens,60.581,96.0,1.2e-98,294.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9NPD3|EXOS4_HUMAN Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3
g22916.t1,sp|Q640V2|RMD5A_XENTR,Xenopus tropicalis,42.75,99.0,1.48e-98,305.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q640V2|RMD5A_XENTR E3 ubiquitin-protein ligase RMND5A OS=Xenopus tropicalis OX=8364 GN=rmnd5a PE=2 SV=1
g22920.t1,sp|Q5SVZ6|ZMYM1_HUMAN,Homo sapiens,33.077,81.0,3.81e-06,52.8,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q5SVZ6|ZMYM1_HUMAN Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
g22923.t1,sp|Q7ZUW2|HYOU1_DANRE,Danio rerio,45.311,91.0,0.0,667.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q7ZUW2|HYOU1_DANRE Hypoxia up-regulated protein 1 OS=Danio rerio OX=7955 GN=hyou1 PE=2 SV=1
g22924.t2,sp|Q5EAR5|TRPT1_DANRE,Danio rerio,42.784,85.0,3.48e-52,174.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5EAR5|TRPT1_DANRE tRNA 2'-phosphotransferase 1 OS=Danio rerio OX=7955 GN=trpt1 PE=2 SV=2
g22926.t1,sp|A5D6U8|ACP7_DANRE,Danio rerio,57.178,91.0,2.13e-165,479.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A5D6U8|ACP7_DANRE Acid phosphatase type 7 OS=Danio rerio OX=7955 GN=acp7 PE=2 SV=1
g22927.t1,sp|Q9BG99|TREX1_BOVIN,Bos taurus,36.797,97.0,2.68e-30,120.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9BG99|TREX1_BOVIN Three-prime repair exonuclease 1 OS=Bos taurus OX=9913 GN=TREX1 PE=1 SV=1
g22929.t1,sp|Q8TE60|ATS18_HUMAN,Homo sapiens,30.586,89.0,5.74e-69,252.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q8TE60|ATS18_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Homo sapiens OX=9606 GN=ADAMTS18 PE=1 SV=3
g22940.t1,tr|A0A2G4SH66|A0A2G4SH66_RHIZD,Rhizopus microsporus ATCC 52813,70.093,74.0,1.15e-49,161.0,Fungal,FLAG_POSSIBLE_CONTAMINATION,3,3,tr|A0A2G4SH66|A0A2G4SH66_RHIZD Mitochondrial pyruvate carrier OS=Rhizopus microsporus ATCC 52813 OX=1340429 GN=RHIMIDRAFT_286543 PE=3 SV=1
g22951.t1,sp|Q5ZM55|FEM1B_CHICK,Gallus gallus,47.152,96.0,0.0,545.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5ZM55|FEM1B_CHICK Protein fem-1 homolog B OS=Gallus gallus OX=9031 GN=FEM1B PE=2 SV=1
g22952.t1,sp|Q9UJZ1|STML2_HUMAN,Homo sapiens,68.792,73.0,3.9e-146,425.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1"
g22954.t1,sp|P52014|CYP6_CAEEL,Caenorhabditis elegans,68.394,94.0,2.86e-94,280.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P52014|CYP6_CAEEL Peptidyl-prolyl cis-trans isomerase 6 OS=Caenorhabditis elegans OX=6239 GN=cyn-6 PE=2 SV=1
g22957.t2,sp|Q4V8X0|TPRA1_DANRE,Danio rerio,46.903,93.0,7.4e-95,294.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q4V8X0|TPRA1_DANRE Transmembrane protein adipocyte-associated 1 homolog OS=Danio rerio OX=7955 GN=tpra1 PE=2 SV=1
g22968.t2,sp|Q58A65|JIP4_MOUSE,Mus musculus,40.433,98.0,0.0,891.0,Other non-arthropod,FLAG_REVIEW,8,8,sp|Q58A65|JIP4_MOUSE C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus OX=10090 GN=Spag9 PE=1 SV=2
g22977.t1,sp|H9D1R1|TXD12_EPICO,Epinephelus coioides,51.587,78.0,6.17e-39,136.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|H9D1R1|TXD12_EPICO Thioredoxin domain-containing protein 12 OS=Epinephelus coioides OX=94232 GN=Txndc12 PE=1 SV=1
g22982.t1,tr|A0A4P9W8Z3|A0A4P9W8Z3_9FUNG,Blyttiomyces helicus,40.113,89.0,8.81e-35,127.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A4P9W8Z3|A0A4P9W8Z3_9FUNG Glutathione synthase OS=Blyttiomyces helicus OX=388810 GN=BDK51DRAFT_24604 PE=4 SV=1
g22990.t1,sp|Q9EPX2|PPN_MOUSE,Mus musculus,43.363,79.0,1.32e-18,88.2,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q9EPX2|PPN_MOUSE Papilin OS=Mus musculus OX=10090 GN=Papln PE=2 SV=2
g22998.t1,tr|A0A9N8WF83|A0A9N8WF83_9GLOM,Funneliformis caledonium,42.254,75.0,2.36e-07,53.1,Other non-arthropod,FLAG_REVIEW,1,1,tr|A0A9N8WF83|A0A9N8WF83_9GLOM 6557_t:CDS:1 OS=Funneliformis caledonium OX=1117310 GN=FCALED_LOCUS2729 PE=4 SV=1
g23011.t1,sp|Q5PQA4|NB5R2_XENLA,Xenopus laevis,60.067,93.0,1.72e-130,380.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5PQA4|NB5R2_XENLA NADH-cytochrome b5 reductase 2 OS=Xenopus laevis OX=8355 GN=cyb5r2 PE=2 SV=1
g23016.t1,tr|A0ACE2GEA3|A0ACE2GEA3_MONSE,Monosporozyma servazzii,30.012,90.0,1.06e-14,89.7,Other non-arthropod,FLAG_REVIEW,2,2,tr|A0ACE2GEA3|A0ACE2GEA3_MONSE Uncharacterized protein OS=Monosporozyma servazzii OX=27293 GN=MOSE0_N03356 PE=4 SV=1
g23017.t1,sp|Q27U48|TBB1_GLOMM,Glossina morsitans morsitans,79.206,94.0,0.0,726.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q27U48|TBB1_GLOMM Tubulin beta-1 chain OS=Glossina morsitans morsitans OX=37546 PE=2 SV=1
g23024.t1,sp|Q8BX57|PXK_MOUSE,Mus musculus,40.249,87.0,3.12e-112,352.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q8BX57|PXK_MOUSE PX domain-containing protein kinase-like protein OS=Mus musculus OX=10090 GN=Pxk PE=1 SV=2
g23031.t1,tr|A0A8H7VQP5|A0A8H7VQP5_9FUNG,Circinella minor,30.706,88.0,5.1499999999999995e-55,206.0,Other non-arthropod,FLAG_REVIEW,3,3,tr|A0A8H7VQP5|A0A8H7VQP5_9FUNG PiggyBac transposable element-derived protein domain-containing protein OS=Circinella minor OX=1195481 GN=INT45_000829 PE=4 SV=1
g23032.t1,sp|Q8TCX1|DC2L1_HUMAN,Homo sapiens,30.677,72.0,1.3600000000000002e-26,114.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q8TCX1|DC2L1_HUMAN Cytoplasmic dynein 2 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC2LI1 PE=1 SV=1
g23033.t1,tr|A0AB34KE36|A0AB34KE36_9PEZI,Cladosporium halotolerans,33.533,95.0,1.09e-39,155.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0AB34KE36|A0AB34KE36_9PEZI Polyprotein OS=Cladosporium halotolerans OX=1052096 GN=WHR41_09299 PE=4 SV=1
g23040.t1,sp|Q9GKX6|GALM_PIG,Sus scrofa,43.2,84.0,7.220000000000001e-57,192.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9GKX6|GALM_PIG Galactose mutarotase OS=Sus scrofa OX=9823 GN=GALM PE=2 SV=1
g23052.t1,sp|Q7Z6K3|PTAR1_HUMAN,Homo sapiens,31.522,78.0,1.55e-19,93.2,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q7Z6K3|PTAR1_HUMAN Protein prenyltransferase alpha subunit repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=PTAR1 PE=1 SV=2
g23053.t1,sp|Q5BJC2|KISHA_DANRE,Danio rerio,83.099,100.0,4.08e-37,125.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5BJC2|KISHA_DANRE Protein kish-A OS=Danio rerio OX=7955 GN=tmem167a PE=3 SV=1
g23055.t1,sp|P50904|RASA1_RAT,Rattus norvegicus,43.618,91.0,0.0,760.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|P50904|RASA1_RAT Ras GTPase-activating protein 1 OS=Rattus norvegicus OX=10116 GN=Rasa1 PE=1 SV=1
g23060.t1,sp|P00821|ACYP2_MELGA,Meleagris gallopavo,57.143,95.0,1.39e-31,113.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P00821|ACYP2_MELGA Acylphosphatase-2 OS=Meleagris gallopavo OX=9103 GN=ACYP2 PE=1 SV=2
g23068.t1,tr|A0AAX3EAJ9|A0AAX3EAJ9_9EURY,Methanoculleus submarinus,31.667,93.0,1.8e-09,63.2,Other non-arthropod,FLAG_REVIEW,7,7,tr|A0AAX3EAJ9|A0AAX3EAJ9_9EURY Uncharacterized protein OS=Methanoculleus submarinus OX=204050 GN=OH143_11295 PE=4 SV=1
g23078.t1,tr|A0ABR2WRR1|A0ABR2WRR1_9FUNG,Basidiobolus ranarum,51.724,89.0,4.76e-24,100.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0ABR2WRR1|A0ABR2WRR1_9FUNG ethanolamine kinase OS=Basidiobolus ranarum OX=34480 GN=K7432_008508 PE=3 SV=1
g23079.t1,sp|Q9CQ69|QCR8_MOUSE,Mus musculus,54.43,100.0,1.1e-21,86.7,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9CQ69|QCR8_MOUSE Cytochrome b-c1 complex subunit 8 OS=Mus musculus OX=10090 GN=Uqcrq PE=1 SV=3
g23083.t1,sp|Q14165|MLEC_HUMAN,Homo sapiens,54.618,92.0,1.3e-87,268.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1
g23089.t1,sp|Q9UKM7|MA1B1_HUMAN,Homo sapiens,55.438,99.0,1.87e-140,422.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q9UKM7|MA1B1_HUMAN Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN1B1 PE=1 SV=2"
g23096.t1,tr|A0AAI9SYB1|A0AAI9SYB1_9ASCO,Candida oxycetoniae,41.463,85.0,7.12e-21,89.7,Fungal,FLAG_POSSIBLE_CONTAMINATION,20,20,tr|A0AAI9SYB1|A0AAI9SYB1_9ASCO Uncharacterized protein OS=Candida oxycetoniae OX=497107 GN=KGF56_002071 PE=4 SV=1
g23100.t1,sp|P09470|ACE_MOUSE,Mus musculus,34.138,73.0,7.97e-95,329.0,Other non-arthropod,FLAG_REVIEW,10,10,sp|P09470|ACE_MOUSE Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3
g23112.t1,sp|Q7T163|KDISB_DANRE,Danio rerio,42.278,73.0,0.0,689.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q7T163|KDISB_DANRE Kinase D-interacting substrate of 220 kDa B OS=Danio rerio OX=7955 GN=kidins220b PE=1 SV=3
g23114.t1,sp|Q80U56|AVL9_MOUSE,Mus musculus,35.95,90.0,5.83e-125,390.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q80U56|AVL9_MOUSE Late secretory pathway protein AVL9 homolog OS=Mus musculus OX=10090 GN=Avl9 PE=1 SV=2
g23120.t1,tr|A0A9W9UM87|A0A9W9UM87_PENBR,Penicillium brevicompactum,30.0,97.0,7.2e-09,60.5,Fungal,FLAG_POSSIBLE_CONTAMINATION,8,8,tr|A0A9W9UM87|A0A9W9UM87_PENBR Uncharacterized protein OS=Penicillium brevicompactum OX=5074 GN=N7541_008000 PE=4 SV=1
g23126.t1,sp|B5X2B8|ERAL1_SALSA,Salmo salar,32.88,93.0,1.8e-57,199.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|B5X2B8|ERAL1_SALSA GTPase Era, mitochondrial OS=Salmo salar OX=8030 GN=eral1 PE=2 SV=1"
g23133.t1,sp|Q5RDZ2|CRYL1_PONAB,Pongo abelii,51.935,96.0,2.63e-112,335.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5RDZ2|CRYL1_PONAB Lambda-crystallin homolog OS=Pongo abelii OX=9601 GN=CRYL1 PE=2 SV=3
g23134.t1,sp|Q0GGW5|STK11_CHICK,Gallus gallus,68.662,80.0,7.280000000000001e-132,390.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q0GGW5|STK11_CHICK Serine/threonine-protein kinase STK11 OS=Gallus gallus OX=9031 GN=STK11 PE=2 SV=1
g23137.t1,sp|P80747|ITB5_BOVIN,Bos taurus,30.179,96.0,1.8000000000000002e-105,348.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|P80747|ITB5_BOVIN Integrin beta-5 OS=Bos taurus OX=9913 GN=ITGB5 PE=1 SV=2
g23138.t1,sp|Q8R2H2|ITB3_RAT,Rattus norvegicus,30.559,96.0,5.86e-116,374.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8R2H2|ITB3_RAT Integrin beta-3 OS=Rattus norvegicus OX=10116 GN=Itgb3 PE=1 SV=1
g23144.t1,sp|O00744|WN10B_HUMAN,Homo sapiens,41.935,100.0,1.16e-36,136.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|O00744|WN10B_HUMAN Protein Wnt-10b OS=Homo sapiens OX=9606 GN=WNT10B PE=1 SV=2
g23146.t1,sp|Q8MJY8|PGDH_MACFA,Macaca fascicularis,46.296,100.0,5.0599999999999996e-24,99.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8MJY8|PGDH_MACFA 15-hydroxyprostaglandin dehydrogenase [NAD(+)] OS=Macaca fascicularis OX=9541 GN=HPGD PE=2 SV=1
g23147.t1,sp|Q6JEL2|KLH10_HUMAN,Homo sapiens,54.545,70.0,1.95e-07,52.8,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q6JEL2|KLH10_HUMAN Kelch-like protein 10 OS=Homo sapiens OX=9606 GN=KLHL10 PE=1 SV=1
g23155.t1,sp|Q9NP73|ALG13_HUMAN,Homo sapiens,70.312,72.0,4.7099999999999995e-23,98.6,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9NP73|ALG13_HUMAN UDP-N-acetylglucosamine transferase subunit ALG13 OS=Homo sapiens OX=9606 GN=ALG13 PE=1 SV=2
g23160.t1,sp|Q93052|LPP_HUMAN,Homo sapiens,37.466,78.0,5.58e-63,220.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1
