Protein_ID	Header	Length_aa	Contains_X	Contains_internal_stop
g12993.t1	g12993.t1	231	No	No
g12994.t1	g12994.t1	209	No	No
g12995.t1	g12995.t1	635	No	No
g12996.t1	g12996.t1	220	No	No
g12997.t1	g12997.t1	131	No	No
g12998.t1	g12998.t1	179	No	No
g12999.t1	g12999.t1	88	No	No
g13000.t1	g13000.t1	481	No	No
g13001.t1	g13001.t1	30	Yes	No
g13002.t1	g13002.t1	1970	No	No
g13003.t1	g13003.t1	947	No	No
g13004.t1	g13004.t1	258	No	No
g13005.t1	g13005.t1	366	No	No
g13006.t1	g13006.t1	475	No	No
g13007.t1	g13007.t1	191	No	No
g13008.t1	g13008.t1	110	Yes	No
g13009.t1	g13009.t1	125	No	No
g13010.t1	g13010.t1	485	No	No
g13011.t1	g13011.t1	172	No	No
g13012.t1	g13012.t1	444	No	No
g13013.t1	g13013.t1	280	No	No
g13014.t1	g13014.t1	923	No	No
g13015.t1	g13015.t1	3991	No	No
g13016.t1	g13016.t1	566	No	No
g13017.t1	g13017.t1	280	No	No
g13018.t1	g13018.t1	276	No	No
g13019.t1	g13019.t1	179	Yes	No
g13020.t1	g13020.t1	154	No	No
g13021.t1	g13021.t1	66	No	No
g13022.t1	g13022.t1	446	No	No
g13023.t1	g13023.t1	491	No	No
g13024.t1	g13024.t1	442	No	No
g13025.t1	g13025.t1	390	Yes	No
g13026.t1	g13026.t1	100	No	No
g13027.t1	g13027.t1	374	No	No
g13028.t1	g13028.t1	121	No	No
g13029.t1	g13029.t1	80	No	No
g13030.t1	g13030.t1	88	No	No
g13031.t1	g13031.t1	278	No	No
g13032.t1	g13032.t1	163	No	No
g13033.t1	g13033.t1	220	No	No
g13034.t1	g13034.t1	150	No	No
g13035.t1	g13035.t1	75	No	No
g13036.t1	g13036.t1	125	No	No
g13037.t1	g13037.t1	171	No	No
g13038.t1	g13038.t1	401	No	No
g13039.t2	g13039.t2	441	No	No
g13040.t1	g13040.t1	565	No	No
g13041.t1	g13041.t1	294	No	No
g13042.t1	g13042.t1	106	No	No
g13043.t1	g13043.t1	107	No	No
g13044.t1	g13044.t1	377	No	No
g13045.t1	g13045.t1	249	No	No
g13046.t1	g13046.t1	90	No	No
g13047.t1	g13047.t1	158	No	No
g13048.t2	g13048.t2	168	No	No
g13049.t1	g13049.t1	385	No	No
g13050.t1	g13050.t1	179	No	No
g13051.t1	g13051.t1	303	No	No
g13052.t2	g13052.t2	1031	No	No
g13053.t1	g13053.t1	136	No	No
g13054.t1	g13054.t1	310	No	No
g13055.t1	g13055.t1	96	No	No
g13056.t1	g13056.t1	524	No	No
g13057.t1	g13057.t1	512	No	No
g13058.t1	g13058.t1	281	No	No
g13059.t1	g13059.t1	1339	No	No
g13060.t1	g13060.t1	510	No	No
g13061.t1	g13061.t1	278	No	No
g13062.t1	g13062.t1	308	No	No
g13063.t1	g13063.t1	156	Yes	No
g13064.t1	g13064.t1	306	Yes	No
g13065.t1	g13065.t1	439	No	No
g13066.t2	g13066.t2	1695	No	No
g13067.t3	g13067.t3	443	No	No
g13068.t1	g13068.t1	465	No	No
g13069.t1	g13069.t1	66	No	No
g13070.t1	g13070.t1	783	No	No
g13071.t5	g13071.t5	2052	No	No
g13072.t1	g13072.t1	1509	No	No
g13073.t1	g13073.t1	1422	No	No
g13074.t1	g13074.t1	150	No	No
g13075.t1	g13075.t1	716	No	No
g13076.t1	g13076.t1	847	Yes	No
g13077.t1	g13077.t1	320	No	No
g13078.t1	g13078.t1	368	Yes	No
g13079.t1	g13079.t1	119	No	No
g13080.t2	g13080.t2	254	No	No
g13081.t1	g13081.t1	219	No	No
g13082.t1	g13082.t1	100	No	No
g13083.t1	g13083.t1	331	No	No
g13084.t1	g13084.t1	127	No	No
g13085.t1	g13085.t1	207	No	No
g13086.t1	g13086.t1	853	No	No
g13087.t1	g13087.t1	685	No	No
g13088.t1	g13088.t1	1237	No	No
g13089.t1	g13089.t1	415	No	No
g13090.t1	g13090.t1	230	No	No
g13091.t1	g13091.t1	238	No	No
g13092.t1	g13092.t1	92	No	No
g13093.t2	g13093.t2	232	No	No
g13094.t1	g13094.t1	426	No	No
g13095.t1	g13095.t1	878	No	No
g13096.t1	g13096.t1	574	No	No
g13097.t1	g13097.t1	335	No	No
g13098.t1	g13098.t1	525	Yes	No
g13099.t1	g13099.t1	321	No	No
g13100.t1	g13100.t1	208	Yes	No
g13101.t1	g13101.t1	210	No	No
g13102.t1	g13102.t1	129	No	No
g13103.t1	g13103.t1	85	No	No
g13104.t1	g13104.t1	827	No	No
g13105.t1	g13105.t1	1238	No	No
g13106.t1	g13106.t1	71	No	No
g13107.t1	g13107.t1	87	No	No
g13108.t1	g13108.t1	135	Yes	No
g13109.t1	g13109.t1	165	No	No
g13110.t1	g13110.t1	181	No	No
g13111.t1	g13111.t1	109	No	No
g13112.t1	g13112.t1	114	Yes	No
g13113.t1	g13113.t1	215	No	No
g13114.t1	g13114.t1	315	No	No
g13115.t1	g13115.t1	120	No	No
g13116.t1	g13116.t1	209	No	No
g13117.t1	g13117.t1	291	No	No
g13118.t1	g13118.t1	273	No	No
g13119.t1	g13119.t1	277	No	No
g13120.t1	g13120.t1	479	No	No
g13121.t1	g13121.t1	502	Yes	No
g13122.t1	g13122.t1	275	No	No
g13123.t1	g13123.t1	118	No	No
g13124.t1	g13124.t1	99	No	No
g13125.t1	g13125.t1	146	No	No
g13126.t1	g13126.t1	2267	Yes	No
g13127.t1	g13127.t1	213	No	No
g13128.t1	g13128.t1	205	No	No
g13129.t1	g13129.t1	819	No	No
g13130.t1	g13130.t1	182	No	No
g13131.t1	g13131.t1	112	No	No
g13132.t1	g13132.t1	958	No	No
g13133.t1	g13133.t1	553	No	No
g13134.t1	g13134.t1	1048	No	No
g13135.t1	g13135.t1	95	No	No
g13136.t1	g13136.t1	437	No	No
g13137.t1	g13137.t1	353	No	No
g13138.t1	g13138.t1	1052	No	No
g13139.t1	g13139.t1	1124	No	No
g13140.t1	g13140.t1	669	No	No
g13141.t1	g13141.t1	86	No	No
g13142.t1	g13142.t1	643	No	No
g13143.t1	g13143.t1	114	No	No
g13144.t1	g13144.t1	244	No	No
g13145.t1	g13145.t1	116	No	No
g13146.t1	g13146.t1	154	No	No
g13147.t1	g13147.t1	100	No	No
g13148.t1	g13148.t1	713	No	No
g13149.t1	g13149.t1	553	No	No
g13150.t1	g13150.t1	245	No	No
g13151.t1	g13151.t1	80	Yes	No
g13152.t1	g13152.t1	84	No	No
g13153.t1	g13153.t1	231	Yes	No
g13154.t1	g13154.t1	255	No	No
g13155.t1	g13155.t1	373	No	No
g13156.t1	g13156.t1	67	No	No
g13157.t1	g13157.t1	316	No	No
g13158.t1	g13158.t1	189	No	No
g13159.t1	g13159.t1	499	No	No
g13160.t1	g13160.t1	519	No	No
g13161.t1	g13161.t1	422	No	No
g13162.t1	g13162.t1	75	Yes	No
g13163.t1	g13163.t1	685	No	No
g13164.t1	g13164.t1	68	No	No
g13165.t1	g13165.t1	156	No	No
g13166.t1	g13166.t1	151	No	No
g13167.t1	g13167.t1	81	No	No
g13168.t1	g13168.t1	92	No	No
g13169.t1	g13169.t1	443	No	No
g13170.t1	g13170.t1	81	No	No
g13171.t1	g13171.t1	283	No	No
g13172.t1	g13172.t1	386	No	No
g13173.t1	g13173.t1	447	No	No
g13174.t1	g13174.t1	796	No	No
g13175.t1	g13175.t1	267	No	No
g13176.t1	g13176.t1	258	No	No
g13177.t1	g13177.t1	141	No	No
g13178.t1	g13178.t1	661	No	No
g13179.t1	g13179.t1	219	No	No
g13180.t1	g13180.t1	264	Yes	No
g13181.t1	g13181.t1	224	Yes	No
g13182.t1	g13182.t1	138	No	No
g13183.t1	g13183.t1	80	No	No
g13184.t1	g13184.t1	250	No	No
g13185.t1	g13185.t1	136	No	No
g13186.t1	g13186.t1	790	No	No
g13187.t1	g13187.t1	103	No	No
g13188.t1	g13188.t1	79	No	No
g13189.t1	g13189.t1	80	No	No
g13190.t1	g13190.t1	187	No	No
g13191.t1	g13191.t1	123	No	No
g13192.t1	g13192.t1	246	No	No
g13193.t1	g13193.t1	283	No	No
g13194.t1	g13194.t1	1480	No	No
g13195.t1	g13195.t1	87	No	No
g13196.t1	g13196.t1	80	No	No
g13197.t1	g13197.t1	510	No	No
g13198.t1	g13198.t1	501	No	No
g13199.t1	g13199.t1	310	Yes	No
g13200.t1	g13200.t1	80	No	No
g13201.t1	g13201.t1	107	No	No
g13202.t1	g13202.t1	79	No	No
g13203.t1	g13203.t1	142	No	No
g13204.t1	g13204.t1	71	No	No
g13205.t1	g13205.t1	632	No	No
g13206.t1	g13206.t1	641	No	No
g13207.t1	g13207.t1	1338	No	No
g13208.t1	g13208.t1	331	No	No
g13209.t1	g13209.t1	377	No	No
g13210.t1	g13210.t1	357	No	No
g13211.t1	g13211.t1	277	No	No
g13212.t1	g13212.t1	121	No	No
g13213.t1	g13213.t1	69	No	No
g13214.t1	g13214.t1	1369	No	No
g13215.t1	g13215.t1	228	No	No
g13216.t1	g13216.t1	220	No	No
g13217.t1	g13217.t1	341	No	No
g13218.t1	g13218.t1	340	No	No
g13219.t1	g13219.t1	452	No	No
g13220.t1	g13220.t1	655	No	No
g13221.t1	g13221.t1	223	No	No
g13222.t1	g13222.t1	274	No	No
g13223.t1	g13223.t1	997	No	No
g13224.t1	g13224.t1	317	No	No
g13225.t1	g13225.t1	734	No	No
g13226.t1	g13226.t1	496	No	No
g13227.t1	g13227.t1	71	No	No
g13228.t1	g13228.t1	71	No	No
g13229.t1	g13229.t1	71	No	No
g13230.t1	g13230.t1	70	No	No
g13231.t1	g13231.t1	1388	Yes	No
g13232.t1	g13232.t1	1897	No	No
g13233.t2	g13233.t2	619	No	No
g13234.t1	g13234.t1	341	No	No
g13235.t1	g13235.t1	645	No	No
g13236.t1	g13236.t1	110	No	No
g13237.t1	g13237.t1	76	No	No
g13238.t1	g13238.t1	534	No	No
g13239.t1	g13239.t1	140	No	No
g13240.t1	g13240.t1	398	No	No
g13241.t1	g13241.t1	313	No	No
g13242.t1	g13242.t1	125	No	No
g13243.t1	g13243.t1	271	No	No
g13244.t1	g13244.t1	466	Yes	No
g13245.t1	g13245.t1	94	No	No
g13246.t1	g13246.t1	132	Yes	No
g13247.t1	g13247.t1	259	No	No
g13248.t1	g13248.t1	151	Yes	No
g13249.t1	g13249.t1	64	No	No
g13250.t1	g13250.t1	2128	No	No
g13251.t2	g13251.t2	1840	No	No
g13252.t1	g13252.t1	110	No	No
g13253.t1	g13253.t1	91	No	No
g13254.t1	g13254.t1	161	Yes	No
g13255.t1	g13255.t1	216	No	No
g13256.t1	g13256.t1	347	No	No
g13257.t1	g13257.t1	192	No	No
g13258.t1	g13258.t1	113	No	No
g13259.t1	g13259.t1	416	No	No
g13260.t1	g13260.t1	68	No	No
g13261.t1	g13261.t1	66	Yes	No
g13262.t1	g13262.t1	420	No	No
g13263.t1	g13263.t1	1425	No	No
g13264.t1	g13264.t1	403	No	No
g13265.t1	g13265.t1	1011	No	No
g13266.t1	g13266.t1	119	No	No
g13267.t1	g13267.t1	169	Yes	No
g13268.t1	g13268.t1	180	No	No
g13269.t1	g13269.t1	485	No	No
g13270.t1	g13270.t1	502	No	No
g13271.t1	g13271.t1	151	No	No
g13272.t1	g13272.t1	198	No	No
g13273.t1	g13273.t1	165	No	No
g13274.t1	g13274.t1	574	Yes	No
g13275.t1	g13275.t1	70	Yes	No
g13276.t1	g13276.t1	390	No	No
g13277.t1	g13277.t1	469	No	No
g13278.t1	g13278.t1	141	No	No
g13279.t1	g13279.t1	848	No	No
g13280.t1	g13280.t1	435	No	No
g13281.t1	g13281.t1	113	No	No
g13282.t1	g13282.t1	764	No	No
g13283.t1	g13283.t1	554	No	No
g13284.t1	g13284.t1	90	No	No
g13285.t1	g13285.t1	958	No	No
g13286.t1	g13286.t1	599	No	No
g13287.t1	g13287.t1	573	No	No
g13288.t1	g13288.t1	181	No	No
g13289.t1	g13289.t1	661	No	No
g13290.t1	g13290.t1	68	Yes	No
g13291.t1	g13291.t1	279	No	No
g13292.t1	g13292.t1	442	No	No
g13293.t1	g13293.t1	192	No	No
g13294.t1	g13294.t1	217	No	No
g13295.t1	g13295.t1	1508	No	No
g13296.t1	g13296.t1	462	No	No
g13297.t1	g13297.t1	466	No	No
g13298.t1	g13298.t1	269	No	No
g13299.t1	g13299.t1	275	No	No
g13300.t1	g13300.t1	268	No	No
g13301.t1	g13301.t1	103	No	No
g13302.t1	g13302.t1	88	No	No
g13303.t1	g13303.t1	90	No	No
g13304.t1	g13304.t1	94	No	No
g13305.t1	g13305.t1	1090	No	No
g13306.t1	g13306.t1	372	No	No
g13307.t1	g13307.t1	97	No	No
g13308.t1	g13308.t1	328	Yes	No
g13309.t1	g13309.t1	286	No	No
g13310.t1	g13310.t1	144	No	No
g13311.t1	g13311.t1	102	No	No
g13312.t1	g13312.t1	163	No	No
g13313.t1	g13313.t1	445	No	No
g13314.t1	g13314.t1	342	No	No
g13315.t1	g13315.t1	318	No	No
g13316.t1	g13316.t1	345	No	No
g13317.t1	g13317.t1	69	No	No
g13318.t1	g13318.t1	188	No	No
g13319.t1	g13319.t1	401	No	No
g13320.t1	g13320.t1	2026	No	No
g13321.t1	g13321.t1	306	No	No
g13322.t1	g13322.t1	93	No	No
g13323.t1	g13323.t1	78	No	No
g13324.t1	g13324.t1	125	No	No
g13325.t1	g13325.t1	344	No	No
g13326.t1	g13326.t1	120	No	No
g13327.t1	g13327.t1	108	No	No
g13328.t1	g13328.t1	851	No	No
g13329.t1	g13329.t1	126	No	No
g13330.t1	g13330.t1	922	No	No
g13331.t1	g13331.t1	87	No	No
g13332.t1	g13332.t1	415	No	No
g13333.t1	g13333.t1	397	Yes	No
g13334.t1	g13334.t1	234	No	No
g13335.t1	g13335.t1	410	No	No
g13336.t1	g13336.t1	626	No	No
g13337.t1	g13337.t1	81	No	No
g13338.t1	g13338.t1	258	No	No
g13339.t1	g13339.t1	1177	No	No
g13340.t1	g13340.t1	110	No	No
g13341.t1	g13341.t1	160	No	No
g13342.t1	g13342.t1	69	No	No
g13343.t1	g13343.t1	618	No	No
g13344.t1	g13344.t1	833	No	No
g13345.t1	g13345.t1	194	No	No
g13346.t1	g13346.t1	207	No	No
g13347.t1	g13347.t1	112	No	No
g13348.t1	g13348.t1	390	No	No
g13349.t1	g13349.t1	574	No	No
g13350.t3	g13350.t3	717	No	No
g13351.t1	g13351.t1	138	No	No
g13352.t1	g13352.t1	80	No	No
g13353.t1	g13353.t1	599	No	No
g13354.t2	g13354.t2	999	No	No
g13355.t1	g13355.t1	180	No	No
g13356.t1	g13356.t1	139	No	No
g13357.t1	g13357.t1	249	No	No
g13358.t1	g13358.t1	342	No	No
g13359.t1	g13359.t1	321	No	No
g13360.t1	g13360.t1	595	No	No
g13361.t1	g13361.t1	356	No	No
g13362.t1	g13362.t1	89	No	No
g13363.t1	g13363.t1	197	No	No
g13364.t1	g13364.t1	320	No	No
g13365.t1	g13365.t1	361	No	No
g13366.t1	g13366.t1	418	No	No
g13367.t1	g13367.t1	480	No	No
g13368.t1	g13368.t1	171	No	No
g13369.t1	g13369.t1	965	No	No
g13370.t1	g13370.t1	587	No	No
g13371.t1	g13371.t1	87	No	No
g13372.t1	g13372.t1	101	No	No
g13373.t1	g13373.t1	226	No	No
g13374.t1	g13374.t1	74	No	No
g13375.t1	g13375.t1	205	No	No
g13376.t1	g13376.t1	499	No	No
g13377.t1	g13377.t1	111	No	No
g13378.t1	g13378.t1	813	No	No
g13379.t1	g13379.t1	95	No	No
g13380.t1	g13380.t1	132	No	No
g13381.t1	g13381.t1	347	No	No
g13382.t1	g13382.t1	163	No	No
g13383.t1	g13383.t1	132	No	No
g13384.t1	g13384.t1	127	No	No
g13385.t1	g13385.t1	224	No	No
g13386.t1	g13386.t1	73	No	No
g13387.t1	g13387.t1	193	No	No
g13388.t1	g13388.t1	1079	No	No
g13389.t1	g13389.t1	387	No	No
g13390.t1	g13390.t1	321	No	No
g13391.t1	g13391.t1	95	No	No
g13392.t1	g13392.t1	96	No	No
g13393.t1	g13393.t1	192	No	No
g13394.t1	g13394.t1	251	No	No
g13395.t1	g13395.t1	352	No	No
g13396.t1	g13396.t1	143	No	No
g13397.t1	g13397.t1	1855	No	No
g13398.t1	g13398.t1	1139	No	No
g13399.t1	g13399.t1	182	No	No
g13400.t1	g13400.t1	345	No	No
g13401.t1	g13401.t1	77	No	No
g13402.t1	g13402.t1	134	No	No
g13403.t1	g13403.t1	410	No	No
g13404.t1	g13404.t1	85	No	No
g13405.t2	g13405.t2	512	No	No
g13406.t1	g13406.t1	201	No	No
g13407.t1	g13407.t1	1423	No	No
g13408.t1	g13408.t1	392	No	No
g13409.t1	g13409.t1	409	No	No
g13410.t1	g13410.t1	137	No	No
g13411.t1	g13411.t1	1392	No	No
g13412.t1	g13412.t1	433	No	No
g13413.t1	g13413.t1	80	No	No
g13414.t1	g13414.t1	99	No	No
g13415.t1	g13415.t1	95	No	No
g13416.t1	g13416.t1	127	No	No
g13417.t2	g13417.t2	1537	No	No
g13418.t1	g13418.t1	112	No	No
g13419.t1	g13419.t1	68	No	No
g13420.t2	g13420.t2	338	No	No
g13421.t1	g13421.t1	936	No	No
g13422.t1	g13422.t1	314	No	No
g13423.t1	g13423.t1	102	No	No
g13424.t1	g13424.t1	754	No	No
g13425.t1	g13425.t1	148	No	No
g13426.t1	g13426.t1	442	No	No
g13427.t1	g13427.t1	311	No	No
g13428.t1	g13428.t1	194	Yes	No
g13429.t1	g13429.t1	114	No	No
g13430.t1	g13430.t1	122	No	No
g13431.t1	g13431.t1	591	No	No
g13432.t1	g13432.t1	142	No	No
g13433.t1	g13433.t1	55	Yes	No
g13434.t1	g13434.t1	54	No	No
g13435.t1	g13435.t1	57	No	No
g13436.t1	g13436.t1	534	Yes	No
g13437.t1	g13437.t1	96	Yes	No
g13438.t1	g13438.t1	105	No	No
g13439.t1	g13439.t1	205	No	No
g13440.t1	g13440.t1	229	Yes	No
g13441.t1	g13441.t1	155	No	No
g13442.t1	g13442.t1	134	No	No
g13443.t1	g13443.t1	974	No	No
g13444.t1	g13444.t1	106	No	No
g13445.t1	g13445.t1	204	No	No
g13446.t1	g13446.t1	108	No	No
g13447.t1	g13447.t1	182	No	No
g13448.t1	g13448.t1	350	No	No
g13449.t1	g13449.t1	864	No	No
g13450.t1	g13450.t1	469	No	No
g13451.t1	g13451.t1	705	No	No
g13452.t1	g13452.t1	900	No	No
g13453.t1	g13453.t1	604	No	No
g13454.t1	g13454.t1	303	No	No
g13455.t1	g13455.t1	133	Yes	No
g13456.t1	g13456.t1	402	No	No
g13457.t1	g13457.t1	241	No	No
g13458.t1	g13458.t1	181	No	No
g13459.t1	g13459.t1	70	No	No
g13460.t1	g13460.t1	186	No	No
g13461.t1	g13461.t1	117	No	No
g13462.t1	g13462.t1	229	No	No
g13463.t2	g13463.t2	1401	No	No
g13464.t2	g13464.t2	4053	Yes	No
g13465.t1	g13465.t1	249	No	No
g13466.t1	g13466.t1	343	No	No
g13467.t1	g13467.t1	93	No	No
g13468.t1	g13468.t1	310	No	No
g13469.t1	g13469.t1	607	No	No
g13470.t1	g13470.t1	214	No	No
g13471.t1	g13471.t1	154	No	No
g13472.t1	g13472.t1	239	No	No
g13473.t1	g13473.t1	205	No	No
g13474.t1	g13474.t1	164	No	No
g13475.t1	g13475.t1	117	Yes	No
g13476.t1	g13476.t1	234	No	No
g13477.t1	g13477.t1	117	No	No
g13478.t1	g13478.t1	534	No	No
g13479.t1	g13479.t1	495	No	No
g13480.t1	g13480.t1	320	Yes	No
g13481.t1	g13481.t1	321	No	No
g13482.t1	g13482.t1	137	No	No
g13483.t1	g13483.t1	111	No	No
g13484.t1	g13484.t1	69	No	No
g13485.t1	g13485.t1	67	No	No
g13486.t1	g13486.t1	54	No	No
g13487.t1	g13487.t1	916	No	No
g13488.t1	g13488.t1	1036	No	No
g13489.t1	g13489.t1	480	No	No
g13490.t1	g13490.t1	75	No	No
g13491.t1	g13491.t1	502	No	No
g13492.t1	g13492.t1	537	No	No
g13493.t1	g13493.t1	302	No	No
g13494.t1	g13494.t1	250	No	No
g13495.t2	g13495.t2	125	No	No
g13496.t1	g13496.t1	136	No	No
g13497.t1	g13497.t1	222	Yes	No
g13498.t1	g13498.t1	16	Yes	No
g13499.t1	g13499.t1	584	No	No
g13500.t1	g13500.t1	360	Yes	No
g13501.t1	g13501.t1	255	No	No
g13502.t1	g13502.t1	215	No	No
g13503.t1	g13503.t1	503	No	No
g13504.t1	g13504.t1	699	No	No
g13505.t1	g13505.t1	129	No	No
g13506.t1	g13506.t1	68	No	No
g13507.t1	g13507.t1	91	No	No
g13508.t1	g13508.t1	155	No	No
g13509.t1	g13509.t1	218	Yes	No
g13510.t1	g13510.t1	119	No	No
g13511.t1	g13511.t1	76	No	No
g13512.t1	g13512.t1	3413	No	No
g13513.t1	g13513.t1	795	No	No
g13514.t1	g13514.t1	678	Yes	No
g13515.t1	g13515.t1	452	No	No
g13516.t1	g13516.t1	158	No	No
g13517.t1	g13517.t1	429	No	No
g13518.t1	g13518.t1	140	No	No
g13519.t1	g13519.t1	457	No	No
g13520.t1	g13520.t1	537	No	No
g13521.t1	g13521.t1	546	No	No
g13522.t1	g13522.t1	855	No	No
g13523.t1	g13523.t1	439	No	No
g13524.t1	g13524.t1	544	No	No
g13525.t1	g13525.t1	727	No	No
g13526.t1	g13526.t1	332	No	No
g13527.t1	g13527.t1	2119	No	No
g13528.t1	g13528.t1	769	No	No
g13529.t1	g13529.t1	141	No	No
g13530.t1	g13530.t1	146	No	No
g13531.t1	g13531.t1	953	No	No
g13532.t1	g13532.t1	710	No	No
g13533.t1	g13533.t1	581	Yes	No
g13534.t2	g13534.t2	413	No	No
g13535.t1	g13535.t1	233	No	No
g13536.t1	g13536.t1	79	No	No
g13537.t1	g13537.t1	89	No	No
g13538.t1	g13538.t1	269	No	No
g13539.t1	g13539.t1	130	No	No
g13540.t1	g13540.t1	90	No	No
g13541.t1	g13541.t1	827	No	No
g13542.t1	g13542.t1	138	No	No
g13543.t1	g13543.t1	279	No	No
g13544.t1	g13544.t1	191	No	No
g13545.t1	g13545.t1	163	No	No
g13546.t1	g13546.t1	452	No	No
g13547.t1	g13547.t1	937	No	No
g13548.t1	g13548.t1	270	No	No
g13549.t1	g13549.t1	91	No	No
g13550.t1	g13550.t1	184	No	No
g13551.t1	g13551.t1	556	No	No
g13552.t1	g13552.t1	113	No	No
g13553.t1	g13553.t1	84	No	No
g13554.t1	g13554.t1	128	No	No
g13555.t1	g13555.t1	342	Yes	No
g13556.t1	g13556.t1	294	No	No
g13557.t1	g13557.t1	262	No	No
g13558.t3	g13558.t3	1382	No	No
g13559.t1	g13559.t1	102	No	No
g13560.t1	g13560.t1	440	No	No
g13561.t1	g13561.t1	105	No	No
g13562.t1	g13562.t1	276	No	No
g13563.t1	g13563.t1	183	No	No
g13564.t1	g13564.t1	97	No	No
g13565.t1	g13565.t1	687	No	No
g13566.t1	g13566.t1	326	No	No
g13567.t1	g13567.t1	324	No	No
g13568.t1	g13568.t1	241	No	No
g13569.t1	g13569.t1	575	No	No
g13570.t1	g13570.t1	567	No	No
g13571.t1	g13571.t1	261	No	No
g13572.t1	g13572.t1	1280	No	No
g13573.t1	g13573.t1	105	No	No
g13574.t1	g13574.t1	125	No	No
g13575.t1	g13575.t1	164	No	No
g13576.t1	g13576.t1	118	No	No
g13577.t1	g13577.t1	945	No	No
g13578.t1	g13578.t1	73	No	No
g13579.t1	g13579.t1	171	No	No
g13580.t1	g13580.t1	137	No	No
g13581.t1	g13581.t1	466	No	No
g13582.t1	g13582.t1	132	No	No
g13583.t1	g13583.t1	653	No	No
g13584.t1	g13584.t1	91	No	No
g13585.t1	g13585.t1	74	No	No
g13586.t1	g13586.t1	367	No	No
g13587.t1	g13587.t1	224	No	No
g13588.t2	g13588.t2	2231	No	No
g13589.t1	g13589.t1	117	No	No
g13590.t1	g13590.t1	236	No	No
g13591.t1	g13591.t1	315	No	No
g13592.t1	g13592.t1	245	No	No
g13593.t1	g13593.t1	117	No	No
g13594.t1	g13594.t1	640	No	No
g13595.t1	g13595.t1	390	No	No
g13596.t1	g13596.t1	221	No	No
g13597.t1	g13597.t1	156	No	No
g13598.t1	g13598.t1	986	No	No
g13599.t1	g13599.t1	145	No	No
g13600.t1	g13600.t1	110	No	No
g13601.t1	g13601.t1	679	No	No
g13602.t1	g13602.t1	161	No	No
g13603.t1	g13603.t1	298	No	No
g13604.t1	g13604.t1	217	No	No
g13605.t1	g13605.t1	1032	No	No
g13606.t1	g13606.t1	130	No	No
g13607.t1	g13607.t1	204	No	No
g13608.t1	g13608.t1	258	No	No
g13609.t1	g13609.t1	69	No	No
g13610.t1	g13610.t1	112	No	No
g13611.t1	g13611.t1	714	No	No
g13612.t1	g13612.t1	86	No	No
g13613.t1	g13613.t1	251	No	No
g13614.t1	g13614.t1	316	No	No
g13615.t1	g13615.t1	381	No	No
g13616.t1	g13616.t1	455	No	No
g13617.t1	g13617.t1	142	No	No
g13618.t1	g13618.t1	138	No	No
g13619.t1	g13619.t1	92	No	No
g13620.t1	g13620.t1	264	No	No
g13621.t1	g13621.t1	91	No	No
g13622.t1	g13622.t1	671	No	No
g13623.t1	g13623.t1	224	No	No
g13624.t1	g13624.t1	544	No	No
g13625.t1	g13625.t1	132	No	No
g13626.t1	g13626.t1	100	No	No
g13627.t1	g13627.t1	264	No	No
g13628.t1	g13628.t1	264	No	No
g13629.t1	g13629.t1	94	Yes	No
g13630.t1	g13630.t1	367	No	No
g13631.t1	g13631.t1	255	No	No
g13632.t1	g13632.t1	215	Yes	No
g13633.t1	g13633.t1	383	No	No
g13634.t1	g13634.t1	73	No	No
g13635.t1	g13635.t1	280	No	No
g13636.t1	g13636.t1	87	No	No
g13637.t1	g13637.t1	131	No	No
g13638.t1	g13638.t1	144	No	No
g13639.t1	g13639.t1	538	No	No
g13640.t1	g13640.t1	586	No	No
g13641.t1	g13641.t1	278	No	No
g13642.t1	g13642.t1	506	No	No
g13643.t1	g13643.t1	360	No	No
g13644.t1	g13644.t1	479	No	No
g13645.t2	g13645.t2	146	No	No
g13646.t1	g13646.t1	328	No	No
g13647.t1	g13647.t1	210	Yes	No
g13648.t1	g13648.t1	762	No	No
g13649.t1	g13649.t1	157	No	No
g13650.t1	g13650.t1	306	No	No
g13651.t1	g13651.t1	268	No	No
g13652.t1	g13652.t1	438	No	No
g13653.t1	g13653.t1	877	No	No
g13654.t1	g13654.t1	87	No	No
g13655.t1	g13655.t1	100	No	No
g13656.t1	g13656.t1	185	Yes	No
g13657.t2	g13657.t2	183	No	No
g13658.t1	g13658.t1	442	No	No
g13659.t1	g13659.t1	77	No	No
g13660.t1	g13660.t1	122	No	No
g13661.t1	g13661.t1	177	No	No
g13662.t1	g13662.t1	655	No	No
g13663.t1	g13663.t1	101	No	No
g13664.t1	g13664.t1	1225	No	No
g13665.t1	g13665.t1	530	No	No
g13666.t1	g13666.t1	211	No	No
g13667.t1	g13667.t1	86	No	No
g13668.t1	g13668.t1	200	No	No
g13669.t1	g13669.t1	406	No	No
g13670.t1	g13670.t1	1022	No	No
g13671.t1	g13671.t1	270	No	No
g13672.t1	g13672.t1	258	No	No
g13673.t1	g13673.t1	99	No	No
g13674.t1	g13674.t1	258	No	No
g13675.t1	g13675.t1	787	No	No
g13676.t1	g13676.t1	1003	No	No
g13677.t1	g13677.t1	96	No	No
g13678.t1	g13678.t1	1727	No	No
g13679.t1	g13679.t1	156	No	No
g13680.t1	g13680.t1	508	No	No
g13681.t2	g13681.t2	992	No	No
g13682.t1	g13682.t1	108	No	No
